##Wavelenght  51088.348
lambda	Flux
0.1nm	---
---------	---------
6409.7077	 0.019820
6409.7473	 0.021888
6409.7869	 0.026310
6409.8266	 0.022428
6409.8662	 0.021795
6409.9058	 0.026228
6409.9455	 0.015340
6409.9851	 0.017378
6410.0247	 0.030368
6410.0643	 0.026653
6410.1040	 0.021576
6410.1436	 0.029711
6410.1832	 0.036060
6410.2229	 0.035284
6410.2625	 0.033527
6410.3021	 0.042318
6410.3417	 0.054591
6410.3814	 0.051570
6410.4210	 0.050183
6410.4606	 0.059415
6410.5002	 0.060741
6410.5399	 0.072048
6410.5795	 0.068793
6410.6191	 0.072841
6410.6587	 0.079287
6410.6984	 0.081251
6410.7380	 0.084418
6410.7776	 0.084576
6410.8173	 0.090611
6410.8569	 0.086745
6410.8965	 0.079617
6410.9361	 0.082764
6410.9758	 0.083421
6411.0154	 0.088674
6411.0550	 0.092039
6411.0947	 0.081199
6411.1343	 0.081980
6411.1739	 0.079380
6411.2135	 0.085961
6411.2532	 0.080779
6411.2928	 0.078991
6411.3324	 0.086866
6411.3720	 0.087740
6411.4117	 0.085139
6411.4513	 0.081613
6411.4909	 0.080890
6411.5306	 0.083177
6411.5702	 0.081621
6411.6098	 0.084660
6411.6494	 0.090417
6411.6891	 0.084102
6411.7287	 0.083897
6411.7683	 0.084325
6411.8079	 0.078337
6411.8476	 0.081470
6411.8872	 0.091011
6411.9268	 0.094725
6411.9665	 0.082810
6412.0061	 0.092585
6412.0457	 0.096689
6412.0853	 0.087653
6412.1250	 0.087832
6412.1646	 0.096291
6412.2042	 0.096232
6412.2438	 0.083403
6412.2835	 0.080772
6412.3231	 0.086154
6412.3627	 0.088557
6412.4024	 0.090979
6412.4420	 0.089838
6412.4816	 0.081074
6412.5212	 0.077842
6412.5609	 0.073074
6412.6005	 0.076818
6412.6401	 0.073242
6412.6797	 0.068843
6412.7194	 0.072636
6412.7590	 0.067528
6412.7986	 0.060686
6412.8383	 0.061235
6412.8779	 0.057571
6412.9175	 0.053521
6412.9571	 0.043375
6412.9968	 0.035454
6413.0364	 0.035302
6413.0760	 0.033476
6413.1156	 0.033294
6413.1553	 0.020039
6413.1949	 0.016835
