##Wavelenght  50386.363
lambda	Flux
6413.3001	 0.024892
6413.3418	 0.026540
6413.3835	 0.026612
6427.5724	 0.008723
6427.6141	 0.010292
6427.6559	 0.009643
6427.6976	 0.008243
6427.7393	 0.009029
6427.7810	 0.009263
6427.8228	 0.007892
6427.8645	 0.005827
6427.9062	 0.004238
6427.9479	 0.005559
6427.9897	 0.007114
6428.0314	 0.005424
6428.0731	 0.002478
6428.1148	 0.002908
6428.1566	 0.005954
6428.1983	 0.006721
6428.2400	 0.005654
6428.2817	 0.004979
6428.3235	 0.005271
6428.3652	 0.006848
6428.4069	 0.007613
6428.4486	 0.009674
6428.4904	 0.015313
6428.5321	 0.017007
6428.5738	 0.015737
6428.6155	 0.012806
6428.6573	 0.011505
6428.6990	 0.012636
6428.7407	 0.010576
6428.7824	 0.008705
6428.8242	 0.010499
6428.8659	 0.012998
6428.9076	 0.014649
6428.9493	 0.017391
6428.9911	 0.019131
6429.0328	 0.020779
6429.0745	 0.020927
6429.1162	 0.019487
6429.1580	 0.019274
6429.1997	 0.020371
6429.2414	 0.021353
6429.2831	 0.023284
6429.3249	 0.027111
6429.3666	 0.026671
6429.4083	 0.025792
6429.4500	 0.030630
6429.4918	 0.036540
6429.5335	 0.042715
6429.5752	 0.048561
6429.6169	 0.051281
6429.6587	 0.053966
6429.7004	 0.057244
6429.7421	 0.059701
6429.7838	 0.061645
6429.8256	 0.064383
6429.8673	 0.069947
6429.9090	 0.073479
6429.9507	 0.072290
6429.9925	 0.070585
6430.0342	 0.072858
6430.0759	 0.074994
6430.1176	 0.074268
6430.1594	 0.075854
6430.2011	 0.077630
6430.2428	 0.078021
6430.2845	 0.078601
6430.3263	 0.076121
6430.3680	 0.074352
6430.4097	 0.075803
6430.4514	 0.077351
6430.4932	 0.079155
6430.5349	 0.079364
6430.5766	 0.079952
6430.6183	 0.081899
6430.6601	 0.080111
6430.7018	 0.075182
6430.7435	 0.072452
6430.7852	 0.072351
6430.8270	 0.072527
6430.8687	 0.073457
6430.9104	 0.074707
6430.9521	 0.075368
6430.9939	 0.075257
6431.0356	 0.076509
6431.0773	 0.079209
6431.1190	 0.077894
6431.1608	 0.078092
6431.2025	 0.082864
6431.2442	 0.086004
6431.2859	 0.086207
6431.3277	 0.087938
6431.3694	 0.092669
6431.4111	 0.096239
6431.4528	 0.098859
6431.4946	 0.100313
6431.5363	 0.100549
6431.5780	 0.102519
6431.6197	 0.104495
6431.6615	 0.103187
6431.7032	 0.099595
6431.7449	 0.096792
6431.7866	 0.096973
6431.8284	 0.098147
6431.8701	 0.096924
6431.9118	 0.093176
6431.9535	 0.088225
6431.9953	 0.084510
6432.0370	 0.081359
6432.0787	 0.076841
6432.1204	 0.072891
6432.1622	 0.068177
6432.2039	 0.063272
6432.2456	 0.059923
6432.2873	 0.056791
6432.3291	 0.053762
6432.3708	 0.049318
6432.4125	 0.045318
6432.4542	 0.044617
6432.4960	 0.045228
6432.5377	 0.046448
6432.5794	 0.046926
6432.6211	 0.043924
6432.6629	 0.041088
6432.7046	 0.041142
6432.7463	 0.040819
6432.7880	 0.040321
6432.8298	 0.041867
6432.8715	 0.042995
6432.9132	 0.040581
6432.9549	 0.038645
6432.9967	 0.041863
6433.0384	 0.045077
6433.0801	 0.045139
6433.1218	 0.045588
6433.1636	 0.045739
6433.2053	 0.047926
6433.2470	 0.053636
6433.2887	 0.054143
6433.3305	 0.048042
6433.3722	 0.044385
6433.4139	 0.043772
6433.4556	 0.043544
6433.4974	 0.043094
6433.5391	 0.041950
6433.5808	 0.042432
6433.6225	 0.042014
6433.6643	 0.040320
6433.7060	 0.037968
6433.7477	 0.034585
6433.7894	 0.031480
6433.8312	 0.030282
6433.8729	 0.032217
6433.9146	 0.030770
6433.9563	 0.027360
6433.9981	 0.026942
6434.0398	 0.023073
6434.0815	 0.019432
6434.1232	 0.021019
6434.1650	 0.021209
6434.2067	 0.020721
6434.2484	 0.019424
6434.2901	 0.019554
6434.3319	 0.018972
6434.3736	 0.016687
6434.4153	 0.015298
6434.4570	 0.011054
6434.4988	 0.010722
6434.5405	 0.013281
6434.5822	 0.013708
6434.6239	 0.011714
6434.6657	 0.009802
6434.7074	 0.009445
6434.7491	 0.010433
6434.7908	 0.011344
6434.8326	 0.012906
6434.8743	 0.013859
6434.9160	 0.013318
6434.9577	 0.009798
6436.9188	 0.023512
6436.9605	 0.021921
6437.0023	 0.020743
6437.0440	 0.021954
6437.0857	 0.022522
6437.1274	 0.019206
6437.1692	 0.016963
6437.2109	 0.019013
6437.2526	 0.023831
6437.2943	 0.025238
6437.3361	 0.023592
6437.3778	 0.023283
6437.4195	 0.022426
6437.4612	 0.025292
6437.5030	 0.030261
6437.5447	 0.032302
6437.5864	 0.034354
6437.6281	 0.038363
6437.6699	 0.042637
6437.7116	 0.047242
6437.7533	 0.050995
6437.7950	 0.055125
6437.8368	 0.060852
6437.8785	 0.068814
6437.9202	 0.075323
6437.9619	 0.077822
6438.0037	 0.080339
6438.0454	 0.083566
6438.0871	 0.087813
6438.1288	 0.091602
6438.1706	 0.093120
6438.2123	 0.096157
6438.2540	 0.098640
6438.2957	 0.101913
6438.3375	 0.104798
6438.3792	 0.106622
6438.4209	 0.107524
6438.4626	 0.104345
6438.5044	 0.102731
6438.5461	 0.104819
6438.5878	 0.105119
6438.6295	 0.104086
6438.6713	 0.103528
6438.7130	 0.104210
6438.7547	 0.104645
6438.7964	 0.105945
6438.8382	 0.108100
6438.8799	 0.108188
6438.9216	 0.108938
6438.9633	 0.109455
6439.0051	 0.110020
6439.0468	 0.110429
6439.0885	 0.107973
6439.1302	 0.107619
6439.1720	 0.106340
6439.2137	 0.104694
6439.2554	 0.107822
6439.2971	 0.110066
6439.3389	 0.106451
6439.3806	 0.105224
6439.4223	 0.106835
6439.4640	 0.106625
6439.5058	 0.107334
6439.5475	 0.109975
6439.5892	 0.110953
6439.6309	 0.108893
6439.6727	 0.108998
6439.7144	 0.113065
6439.7561	 0.116618
6439.7978	 0.117182
6439.8396	 0.111453
6439.8813	 0.106341
6439.9230	 0.107359
6439.9647	 0.105361
6440.0065	 0.096272
6440.0482	 0.090054
6440.0899	 0.089180
6440.1316	 0.087338
6440.1734	 0.082092
6440.2151	 0.076348
6440.2568	 0.073496
6440.2985	 0.069731
6440.3403	 0.063502
6440.3820	 0.055233
6440.4237	 0.048499
6440.4654	 0.041880
6440.5072	 0.037136
6440.5489	 0.037336
6440.5906	 0.032426
6440.6323	 0.024803
6440.6741	 0.020407
6440.7158	 0.017020
6440.7575	 0.020415
6440.7992	 0.019649
6440.8410	 0.016840
6440.8827	 0.015799
6440.9244	 0.016374
6440.9661	 0.015241
7508.9793	 0.004014
7509.0280	 0.007386
7509.0767	 0.007441
7509.1254	 0.006575
7509.1740	 0.007063
7509.2227	 0.007621
7509.2714	 0.012095
7509.3201	 0.012724
7509.3688	 0.017847
7509.4174	 0.024950
7509.4661	 0.033494
7509.5148	 0.035336
7509.5635	 0.039340
7509.6121	 0.042793
7509.6608	 0.046956
7509.7095	 0.049281
7509.7582	 0.052670
7509.8069	 0.058080
7509.8555	 0.061434
7509.9042	 0.059982
7509.9529	 0.061579
7510.0016	 0.065173
7510.0502	 0.068110
7510.0989	 0.068158
7510.1476	 0.066897
7510.1963	 0.072431
7510.2450	 0.073688
7510.2936	 0.073540
7510.3423	 0.074305
7510.3910	 0.074345
7510.4397	 0.072402
7510.4883	 0.071681
7510.5370	 0.069202
7510.5857	 0.066868
7510.6344	 0.070964
7510.6831	 0.075429
7510.7317	 0.073518
7510.7804	 0.074326
7510.8291	 0.077913
7510.8778	 0.078498
7510.9264	 0.077104
7510.9751	 0.078464
7511.0238	 0.078583
7511.0725	 0.079941
7511.1212	 0.081763
7511.1698	 0.079734
7511.2185	 0.080242
7511.2672	 0.082778
7511.3159	 0.082331
7511.3645	 0.082457
7511.4132	 0.085669
7511.4619	 0.089243
7511.5106	 0.086853
7511.5593	 0.084006
7511.6079	 0.086597
7511.6566	 0.087443
7511.7053	 0.085687
7511.7540	 0.089875
7511.8027	 0.095865
7511.8513	 0.095170
7511.9000	 0.093875
7511.9487	 0.095142
7511.9974	 0.094470
7512.0460	 0.091077
7512.0947	 0.086762
7512.1434	 0.079971
7512.1921	 0.077081
7512.2408	 0.076566
7512.2894	 0.068741
7512.3381	 0.064507
7512.3868	 0.063235
7512.4355	 0.056988
7512.4841	 0.052475
7512.5328	 0.051636
7512.5815	 0.047120
7512.6302	 0.039571
7512.6789	 0.037950
7512.7275	 0.033223
7512.7762	 0.026439
7512.8249	 0.024485
7512.8736	 0.020776
7512.9222	 0.021218
7512.9709	 0.019717
7513.0196	 0.020547
7513.0683	 0.018343
7513.1170	 0.020192
7513.1656	 0.025016
7513.2143	 0.021024
7513.2630	 0.015639
7513.3117	 0.017573
7513.3603	 0.017335
