##Wavelenght  49552.574
lambda	Flux
0.1nm	---
---------	---------
6427.5334	 0.012771
6427.6340	 0.017750
6427.7346	 0.013134
6427.8352	 0.009672
6427.9359	 0.007685
6428.0365	 0.009743
6428.1371	 0.009505
6428.2377	 0.004339
6428.3384	 0.004104
6428.4390	 0.000782
6428.5396	-0.001080
6428.6402	 0.006684
6428.7409	 0.010149
6428.8415	 0.009510
6428.9421	 0.013477
6429.0427	 0.010803
6429.1434	 0.006780
6429.2440	 0.009916
6429.3446	 0.015708
6429.4452	 0.026313
6429.5459	 0.040019
6429.6465	 0.050954
6429.7471	 0.057477
6429.8477	 0.063771
6429.9484	 0.068126
6430.0490	 0.071570
6430.1496	 0.072888
6430.2502	 0.077000
6430.3509	 0.078172
6430.4515	 0.077907
6430.5521	 0.078773
6430.6527	 0.073493
6430.7534	 0.067606
6430.8540	 0.064421
6430.9546	 0.070293
6431.0552	 0.078860
6431.1559	 0.087996
6431.2565	 0.089630
6431.3571	 0.093207
6431.4577	 0.092879
6431.5584	 0.090116
6431.6590	 0.089442
6431.7596	 0.089131
6431.8602	 0.087290
6431.9609	 0.084733
6432.0615	 0.077557
6432.1621	 0.067675
6432.2627	 0.063704
6432.3634	 0.056225
6432.4640	 0.046221
6432.5646	 0.043840
6432.6652	 0.047476
6432.7659	 0.049851
6432.8665	 0.045496
6432.9671	 0.043153
6433.0677	 0.048107
6433.1684	 0.044650
6433.2690	 0.041694
6433.3696	 0.043396
6433.4702	 0.043619
6434.0740	 0.032835
6434.1746	 0.026173
6434.2752	 0.021061
6434.3759	 0.018252
6434.4765	 0.017282
6434.5771	 0.012557
6434.6777	 0.005306
6434.7784	 0.005724
6434.8790	 0.010674
6434.9796	 0.010474
6436.6502	 0.008725
6436.7509	 0.010882
6436.8515	 0.013399
6436.9521	 0.011809
6437.0527	 0.013581
6437.1534	 0.016321
6437.2540	 0.017937
6437.3546	 0.020500
6437.4552	 0.030164
6437.5559	 0.038708
6437.6565	 0.045871
6437.7571	 0.059036
6437.8577	 0.066287
6437.9584	 0.073782
6438.0590	 0.084000
6438.1596	 0.091356
6438.2602	 0.099935
6438.3609	 0.105446
6438.4615	 0.109956
6438.5621	 0.112570
6438.6627	 0.111742
6438.7634	 0.111189
6438.8640	 0.112431
6438.9646	 0.112501
6439.0652	 0.107965
6439.1659	 0.100634
6439.2665	 0.099687
6439.3671	 0.102479
6439.4677	 0.103786
6439.5684	 0.106015
6439.6690	 0.107605
6439.7696	 0.102719
6439.8702	 0.096424
6439.9709	 0.091735
6440.0715	 0.083496
6440.1721	 0.075145
6440.2727	 0.067133
6440.3734	 0.057861
6440.4740	 0.044363
6440.5746	 0.028885
6440.6752	 0.019619
6440.7759	 0.017116
6440.8765	 0.016587
