##Wavelenght  50385.371
lambda	Flux
6413.3001	 0.017683
6413.3418	 0.018796
6413.3835	 0.019660
6427.5724	 0.014743
6427.6141	 0.013578
6427.6559	 0.013998
6427.6976	 0.012773
6427.7393	 0.011490
6427.7810	 0.012092
6427.8228	 0.012339
6427.8645	 0.012934
6427.9062	 0.010793
6427.9479	 0.011549
6427.9897	 0.011372
6428.0314	 0.016392
6428.0731	 0.020906
6428.1148	 0.018021
6428.1566	 0.015747
6428.1983	 0.016113
6428.2400	 0.013838
6428.2817	 0.012368
6428.3235	 0.013201
6428.3652	 0.010509
6428.4069	 0.007063
6428.4486	 0.010520
6428.4904	 0.013482
6428.5321	 0.014699
6428.5738	 0.017854
6428.6155	 0.018652
6428.6573	 0.016464
6428.6990	 0.013099
6428.7407	 0.011433
6428.7824	 0.010194
6428.8242	 0.011643
6428.8659	 0.013464
6428.9076	 0.014317
6428.9493	 0.015717
6428.9911	 0.015921
6429.0328	 0.013562
6429.0745	 0.012697
6429.1162	 0.015488
6429.1580	 0.018432
6429.1997	 0.013881
6429.2414	 0.014193
6429.2831	 0.018061
6429.3249	 0.020350
6429.3666	 0.020868
6429.4083	 0.022924
6429.4500	 0.029386
6429.4918	 0.035479
6429.5335	 0.040378
6429.5752	 0.042171
6429.6169	 0.042887
6429.6587	 0.047214
6429.7004	 0.054380
6429.7421	 0.058176
6429.7838	 0.059898
6429.8256	 0.062877
6429.8673	 0.064593
6429.9090	 0.069220
6429.9507	 0.072266
6429.9925	 0.071208
6430.0342	 0.070357
6430.0759	 0.072569
6430.1176	 0.073791
6430.1594	 0.074475
6430.2011	 0.073220
6430.2428	 0.070939
6430.2845	 0.073291
6430.3263	 0.078699
6430.3680	 0.077701
6430.4097	 0.074330
6430.4514	 0.076869
6430.4932	 0.077705
6430.5349	 0.077533
6430.5766	 0.079515
6430.6183	 0.081183
6430.6601	 0.082791
6430.7018	 0.085253
6430.7435	 0.082623
6430.7852	 0.080076
6430.8270	 0.079276
6430.8687	 0.078486
6430.9104	 0.079801
6430.9521	 0.077726
6430.9939	 0.078345
6431.0356	 0.079114
6431.0773	 0.077037
6431.1190	 0.079110
6431.1608	 0.080026
6431.2025	 0.081885
6431.2442	 0.086948
6431.2859	 0.087216
6431.3277	 0.085983
6431.3694	 0.085846
6431.4111	 0.087533
6431.4528	 0.089662
6431.4946	 0.089634
6431.5363	 0.086873
6431.5780	 0.087963
6431.6197	 0.090109
6431.6615	 0.089179
6431.7032	 0.088322
6431.7449	 0.089006
6431.7866	 0.086786
6431.8284	 0.086283
6431.8701	 0.086884
6431.9118	 0.083367
6431.9535	 0.080691
6431.9953	 0.079002
6432.0370	 0.075711
6432.0787	 0.070843
6432.1204	 0.066856
6432.1622	 0.061813
6432.2039	 0.056858
6432.2456	 0.054194
6432.2873	 0.050830
6432.3291	 0.046300
6432.3708	 0.044171
6432.4125	 0.040289
6432.4542	 0.038122
6432.4960	 0.042887
6432.5377	 0.045503
6432.5794	 0.044296
6432.6211	 0.044088
6432.6629	 0.045764
6432.7046	 0.043373
6432.7463	 0.043689
6432.7880	 0.041677
6432.8298	 0.040462
6432.8715	 0.038186
6432.9132	 0.038803
6432.9549	 0.041824
6432.9967	 0.046408
6433.0384	 0.044050
6433.0801	 0.042477
6433.1218	 0.043706
6433.1636	 0.040996
6433.2053	 0.037640
6433.2470	 0.038351
6433.2887	 0.042196
6433.3305	 0.040636
6433.3722	 0.034313
6433.4139	 0.034793
6433.4556	 0.040876
6433.4974	 0.041702
6433.5391	 0.033828
6433.5808	 0.031875
6433.6225	 0.035953
6433.6643	 0.038164
6433.7060	 0.038760
6433.7477	 0.041698
6433.7894	 0.034994
6433.8312	 0.031995
6433.8729	 0.027991
6433.9146	 0.027145
6433.9563	 0.024654
6433.9981	 0.020810
6434.0398	 0.019778
6434.0815	 0.019586
6434.1232	 0.015466
6434.1650	 0.010967
6434.2067	 0.010875
6434.2484	 0.013021
6434.2901	 0.015667
6434.3319	 0.014802
6434.3736	 0.010476
6434.4153	 0.005821
6434.4570	 0.013121
6434.4988	 0.013059
6434.5405	 0.010720
6434.5822	 0.010697
6434.6239	 0.013110
6434.6657	 0.007742
6434.7074	 0.010005
6434.7491	 0.007640
6434.7908	 0.011388
6434.8326	 0.011492
6434.8743	 0.010315
6434.9160	 0.007102
6434.9577	 0.008716
6436.9188	 0.020492
6436.9605	 0.018308
6437.0023	 0.016900
6437.0440	 0.016955
6437.0857	 0.019515
6437.1274	 0.018332
6437.1692	 0.018997
6437.2109	 0.022313
6437.2526	 0.023900
6437.2943	 0.023806
6437.3361	 0.022783
6437.3778	 0.026293
6437.4195	 0.027530
6437.4612	 0.024992
6437.5030	 0.026663
6437.5447	 0.033824
6437.5864	 0.035094
6437.6281	 0.038125
6437.6699	 0.046045
6437.7116	 0.050287
6437.7533	 0.055176
6437.7950	 0.066066
6437.8368	 0.071771
6437.8785	 0.071932
6437.9202	 0.073968
6437.9619	 0.078762
6438.0037	 0.083618
6438.0454	 0.084995
6438.0871	 0.089169
6438.1288	 0.093544
6438.1706	 0.097057
6438.2123	 0.103365
6438.2540	 0.102976
6438.2957	 0.102293
6438.3375	 0.109357
6438.3792	 0.107665
6438.4209	 0.100422
6438.4626	 0.100556
6438.5044	 0.104242
6438.5461	 0.107604
6438.5878	 0.109774
6438.6295	 0.111580
6438.6713	 0.112542
6438.7130	 0.113244
6438.7547	 0.111760
6438.7964	 0.111410
6438.8382	 0.110672
6438.8799	 0.111349
6438.9216	 0.111880
6438.9633	 0.110844
6439.0051	 0.108615
6439.0468	 0.106464
6439.0885	 0.105705
6439.1302	 0.102036
6439.1720	 0.098497
6439.2137	 0.102362
6439.2554	 0.104091
6439.2971	 0.102419
6439.3389	 0.105364
6439.3806	 0.109703
6439.4223	 0.109967
6439.4640	 0.106975
6439.5058	 0.108625
6439.5475	 0.107011
6439.5892	 0.103662
6439.6309	 0.103822
6439.6727	 0.103347
6439.7144	 0.106527
6439.7561	 0.109405
6439.7978	 0.106306
6439.8396	 0.103016
6439.8813	 0.101831
6439.9230	 0.097361
6439.9647	 0.094541
6440.0065	 0.095271
6440.0482	 0.093244
6440.0899	 0.096276
6440.1316	 0.086651
6440.1734	 0.084656
6440.2151	 0.075925
6440.2568	 0.075519
6440.2985	 0.071679
6440.3403	 0.066519
6440.3820	 0.057579
6440.4237	 0.050370
6440.4654	 0.044780
6440.5072	 0.038142
6440.5489	 0.034331
6440.5906	 0.024115
6440.6323	 0.018389
6440.6741	 0.016424
6440.7158	 0.015981
6440.7575	 0.018897
6440.7992	 0.019003
6440.8410	 0.013400
6440.8827	 0.014933
6440.9244	 0.014824
6440.9661	 0.013883
7508.9793	 0.004853
7509.0280	 0.000878
7509.0767	-0.000002
7509.1254	 0.005600
7509.1740	 0.009785
7509.2227	 0.011566
7509.2714	 0.011776
7509.3201	 0.018223
7509.3688	 0.021170
7509.4174	 0.023274
7509.4661	 0.029548
7509.5148	 0.034647
7509.5635	 0.041921
7509.6121	 0.047659
7509.6608	 0.048092
7509.7095	 0.049029
7509.7582	 0.051412
7509.8069	 0.055108
7509.8555	 0.057986
7509.9042	 0.061016
7509.9529	 0.065712
7510.0016	 0.069369
7510.0502	 0.069450
7510.0989	 0.071426
7510.1476	 0.072197
7510.1963	 0.074109
7510.2450	 0.075270
7510.2936	 0.074728
7510.3423	 0.075937
7510.3910	 0.075954
7510.4397	 0.074552
7510.4883	 0.073119
7510.5370	 0.077595
7510.5857	 0.081015
7510.6344	 0.080468
7510.6831	 0.080369
7510.7317	 0.080821
7510.7804	 0.081916
7510.8291	 0.080275
7510.8778	 0.079260
7510.9264	 0.082611
7510.9751	 0.083536
7511.0238	 0.082035
7511.0725	 0.079496
7511.1212	 0.076711
7511.1698	 0.077976
7511.2185	 0.079509
7511.2672	 0.082314
7511.3159	 0.084481
7511.3645	 0.083018
7511.4132	 0.084136
7511.4619	 0.086011
7511.5106	 0.084920
7511.5593	 0.085181
7511.6079	 0.088249
7511.6566	 0.087232
7511.7053	 0.085511
7511.7540	 0.083928
7511.8027	 0.083693
7511.8513	 0.081798
7511.9000	 0.080850
7511.9487	 0.081616
7511.9974	 0.079972
7512.0460	 0.075902
7512.0947	 0.075376
7512.1434	 0.073789
7512.1921	 0.069779
7512.2408	 0.070087
7512.2894	 0.070215
7512.3381	 0.066413
7512.3868	 0.059539
7512.4355	 0.056242
7512.4841	 0.050210
7512.5328	 0.041724
7512.5815	 0.043112
7512.6302	 0.039292
7512.6789	 0.035477
7512.7275	 0.029442
7512.7762	 0.031435
7512.8249	 0.024601
7512.8736	 0.024987
7512.9222	 0.020156
7512.9709	 0.019865
7513.0196	 0.021211
7513.0683	 0.025573
7513.1170	 0.024948
7513.1656	 0.026688
7513.2143	 0.025534
7513.2630	 0.021431
7513.3117	 0.020496
7513.3603	 0.026698
