##Wavelenght  51094.383
lambda	Flux
0.1nm	---
---------	---------
6409.7077	 0.012284
6409.7473	 0.017963
6409.7869	 0.021026
6409.8266	 0.021799
6409.8662	 0.018838
6409.9058	 0.022459
6409.9455	 0.025499
6409.9851	 0.019877
6410.0247	 0.024871
6410.0643	 0.032805
6410.1040	 0.027661
6410.1436	 0.023375
6410.1832	 0.030811
6410.2229	 0.039115
6410.2625	 0.046927
6410.3021	 0.051683
6410.3417	 0.053449
6410.3814	 0.048924
6410.4210	 0.054723
6410.4606	 0.053733
6410.5002	 0.057661
6410.5399	 0.067320
6410.5795	 0.070670
6410.6191	 0.070424
6410.6587	 0.069366
6410.6984	 0.073414
6410.7380	 0.068309
6410.7776	 0.076333
6410.8173	 0.067952
6410.8569	 0.074965
6410.8965	 0.078587
6410.9361	 0.077451
6410.9758	 0.076741
6411.0154	 0.077619
6411.0550	 0.082945
6411.0947	 0.088670
6411.1343	 0.087100
6411.1739	 0.086184
6411.2135	 0.087785
6411.2532	 0.084953
6411.2928	 0.086270
6411.3324	 0.091747
6411.3720	 0.094199
6411.4117	 0.092525
6411.4513	 0.088913
6411.4909	 0.092256
6411.5306	 0.096258
6411.5702	 0.088808
6411.6098	 0.090851
6411.6494	 0.087831
6411.6891	 0.090853
6411.7287	 0.091524
6411.7683	 0.082044
6411.8079	 0.083198
6411.8476	 0.090051
6411.8872	 0.091094
6411.9268	 0.090334
6411.9665	 0.085508
6412.0061	 0.088385
6412.0457	 0.087252
6412.0853	 0.085816
6412.1250	 0.085183
6412.1646	 0.084378
6412.2042	 0.085624
6412.2438	 0.083352
6412.2835	 0.078239
6412.3231	 0.078205
6412.3627	 0.083062
6412.4024	 0.077406
6412.4420	 0.072333
6412.4816	 0.072912
6412.5212	 0.067743
6412.5609	 0.067893
6412.6005	 0.056604
6412.6401	 0.068987
6412.6797	 0.065186
6412.7194	 0.060613
6412.7590	 0.058341
6412.7986	 0.057849
6412.8383	 0.057404
6412.8779	 0.059950
6412.9175	 0.052645
6412.9571	 0.042666
6412.9968	 0.042121
6413.0364	 0.041507
6413.0760	 0.036048
6413.1156	 0.030251
6413.1553	 0.027851
6413.1949	 0.030641
