##Wavelenght  51123.355
lambda	Flux
6412.1758	 0.085269
6412.2035	 0.088758
6412.2312	 0.090174
6412.2589	 0.084208
6412.2865	 0.084211
6412.3142	 0.085074
6412.3419	 0.081574
6412.3696	 0.082236
6412.3973	 0.084182
6412.4249	 0.081877
6412.4526	 0.077877
6412.4803	 0.076240
6412.5080	 0.077451
6412.5356	 0.073643
6412.5633	 0.069065
6412.5910	 0.071745
6412.6187	 0.074479
6412.6463	 0.074015
6412.6740	 0.071144
6412.7017	 0.062624
6412.7294	 0.054566
6412.7570	 0.057770
6412.7847	 0.063752
6412.8124	 0.063610
6412.8401	 0.055636
6412.8677	 0.048967
6412.8954	 0.048010
6412.9231	 0.047699
6412.9508	 0.045033
6412.9784	 0.040513
6413.0061	 0.037388
6413.0338	 0.032544
6413.0615	 0.025474
6413.0892	 0.023549
6413.1168	 0.025697
6413.1445	 0.027820
6413.1722	 0.028560
6413.1999	 0.026069
6413.2275	 0.021089
6413.2552	 0.020712
6413.2829	 0.025117
6413.3106	 0.029178
6413.3382	 0.027965
6413.3659	 0.027671
6413.3936	 0.036252
6427.5084	 0.012252
6427.5360	 0.011536
6427.5637	 0.012064
6427.5914	 0.014221
6427.6191	 0.013316
6427.6467	 0.008069
6427.6744	 0.007751
6427.7021	 0.009166
6427.7298	 0.007165
6427.7574	 0.007624
6427.7851	 0.008562
6427.8128	 0.007083
6427.8405	 0.009209
6427.8682	 0.010419
6427.8958	 0.006831
6427.9235	 0.011003
6427.9512	 0.013875
6427.9789	 0.004523
6428.0065	 0.003631
6428.0342	 0.007976
6428.0619	 0.004548
6428.0896	 0.004625
6428.1172	 0.006645
6428.1449	 0.002561
6428.1726	-0.000689
6428.2003	 0.002629
6428.2279	 0.011177
6428.2556	 0.012300
6428.2833	 0.007444
6428.3110	 0.006241
6428.3386	 0.004825
6428.3663	 0.001188
6428.3940	-0.000602
6428.4217	 0.009776
6428.4493	 0.017527
6428.4770	 0.002699
6428.5047	 0.002599
6428.5324	 0.014238
6428.5601	 0.003926
6428.5877	-0.003080
6428.6154	 0.000405
6428.6431	-0.001497
6428.6708	 0.000762
6428.6984	 0.007989
6428.7261	 0.009424
6428.7538	 0.007371
6428.7815	 0.005550
6428.8091	 0.005712
6428.8368	 0.009748
6428.8645	 0.012571
6428.8922	 0.006182
6428.9198	 0.002775
6428.9475	 0.006953
6428.9752	 0.009871
6429.0029	 0.009522
6429.0305	 0.009222
6429.0582	 0.013514
6429.0859	 0.015464
6429.1136	 0.013777
6429.1412	 0.016297
6429.1689	 0.020220
6429.1966	 0.020425
6429.2243	 0.015497
6429.2520	 0.014627
6429.2796	 0.019452
6429.3073	 0.019755
6429.3350	 0.021009
6429.3627	 0.026073
6429.3903	 0.027809
6429.4180	 0.029257
6429.4457	 0.032400
6429.4734	 0.033672
6429.5010	 0.040542
6429.5287	 0.052856
6429.5564	 0.055397
6429.5841	 0.052477
6429.6117	 0.052350
6429.6394	 0.055416
6429.6671	 0.056295
6429.6948	 0.054873
6429.7224	 0.060753
6429.7501	 0.067372
6429.7778	 0.066611
6429.8055	 0.061419
6429.8332	 0.062315
6429.8608	 0.071920
6429.8885	 0.075874
6429.9162	 0.075583
6429.9439	 0.076770
6429.9715	 0.077888
6429.9992	 0.078032
6430.0269	 0.077103
6430.0546	 0.075685
6430.0822	 0.078643
6430.1099	 0.085045
6430.1376	 0.081002
6430.1653	 0.076012
6430.1929	 0.079208
6430.2206	 0.074659
6430.2483	 0.072181
6430.2760	 0.080984
6430.3036	 0.078465
6430.3313	 0.073052
6430.3590	 0.079337
6430.3867	 0.082399
6430.4143	 0.079255
6430.4420	 0.075530
6430.4697	 0.074682
6430.4974	 0.077788
6430.5251	 0.083653
6430.5527	 0.088635
6430.5804	 0.087806
6430.6081	 0.081677
6430.6358	 0.083636
6430.6634	 0.086568
6430.6911	 0.080600
6430.7188	 0.084056
6430.7465	 0.090490
6430.7741	 0.085011
6430.8018	 0.081771
6430.8295	 0.085909
6430.8572	 0.091009
6430.8848	 0.086874
6430.9125	 0.080265
6430.9402	 0.082845
6430.9679	 0.085041
6430.9955	 0.083988
6431.0232	 0.083751
6431.0509	 0.085538
6431.0786	 0.085302
6431.1062	 0.079871
6431.1339	 0.078918
6431.1616	 0.084395
6431.1893	 0.090616
6431.2170	 0.093318
6431.2446	 0.092708
6431.2723	 0.091743
6431.3000	 0.091475
6431.3277	 0.093899
6431.3553	 0.099713
6431.3830	 0.102088
6431.4107	 0.101216
6431.4384	 0.102140
6431.4660	 0.101521
6431.4937	 0.098984
6431.5214	 0.098332
6431.5491	 0.102698
6431.5767	 0.106922
6431.6044	 0.103272
6431.6321	 0.100861
6431.6598	 0.103714
6431.6874	 0.107494
6431.7151	 0.107993
6431.7428	 0.105254
6431.7705	 0.102400
6431.7981	 0.099113
6431.8258	 0.093480
6431.8535	 0.085444
6431.8812	 0.084607
6431.9089	 0.090043
6431.9365	 0.090898
6431.9642	 0.088377
6431.9919	 0.085735
6432.0196	 0.084296
6432.0472	 0.082338
6432.0749	 0.078968
6432.1026	 0.074829
6432.1303	 0.069973
6432.1579	 0.066139
6432.1856	 0.064485
6432.2133	 0.055507
6432.2410	 0.043566
6432.2686	 0.045425
6432.2963	 0.051179
6432.3240	 0.054078
6432.3517	 0.057054
6432.3793	 0.051966
6432.4070	 0.042916
6432.4347	 0.046014
6432.4624	 0.050365
6432.4901	 0.051517
6432.5177	 0.057842
6432.5454	 0.057552
6432.5731	 0.051387
6432.6008	 0.055723
6432.6284	 0.054048
6432.6561	 0.044131
6432.6838	 0.047381
6432.7115	 0.053066
6432.7391	 0.051973
6432.7668	 0.048859
6432.7945	 0.042949
6432.8222	 0.040070
6432.8498	 0.051119
6432.8775	 0.056733
6432.9052	 0.048830
6432.9329	 0.044318
6432.9605	 0.046949
6432.9882	 0.049092
6433.0159	 0.039991
6433.0436	 0.036650
6433.0712	 0.046317
6433.0989	 0.052531
6433.1266	 0.050034
6433.1543	 0.047193
6433.1820	 0.058951
6433.2096	 0.068387
6433.2373	 0.063249
6433.2650	 0.053539
6433.2927	 0.049659
6433.3203	 0.051808
6433.3480	 0.049273
6433.3757	 0.046587
6433.4034	 0.048089
6433.4310	 0.049270
6433.4587	 0.044354
6433.4864	 0.036068
6433.5141	 0.036473
6433.5417	 0.038979
6433.5694	 0.037301
6433.5971	 0.035790
6433.6248	 0.035836
6433.6524	 0.038767
6433.6801	 0.045581
6433.7078	 0.042640
6433.7355	 0.029620
6433.7631	 0.029303
6433.7908	 0.032301
6433.8185	 0.029180
6433.8462	 0.029126
6433.8739	 0.031048
6433.9015	 0.030709
6433.9292	 0.026905
6433.9569	 0.022282
6433.9846	 0.019065
6434.0122	 0.016850
6434.0399	 0.016965
6434.0676	 0.019817
6434.0953	 0.022864
6434.1229	 0.021863
6434.1506	 0.018054
6434.1783	 0.020176
6434.2060	 0.023538
6434.2336	 0.023181
6434.2613	 0.022258
6434.2890	 0.018501
6434.3167	 0.012413
6434.3443	 0.012028
6434.3720	 0.018397
6434.3997	 0.024169
6434.4274	 0.017212
6434.4550	 0.009116
6434.4827	 0.010769
6434.5104	 0.015325
6434.5381	 0.017553
6434.5658	 0.015243
6434.5934	 0.009707
6434.6211	 0.008604
6434.6488	 0.012625
6434.6765	 0.009863
6434.7041	 0.010391
6434.7318	 0.020378
6434.7595	 0.024574
6434.7872	 0.020649
6434.8148	 0.014500
6434.8425	 0.013361
6434.8702	 0.014931
6434.8979	 0.014811
6434.9255	 0.012426
6434.9532	 0.008401
6434.9809	 0.005228
6436.9182	 0.021919
6436.9459	 0.020368
6436.9736	 0.014019
6437.0012	 0.009299
6437.0289	 0.012262
6437.0566	 0.019200
6437.0843	 0.015414
6437.1119	 0.009281
6437.1396	 0.010722
6437.1673	 0.016254
6437.1950	 0.018522
6437.2227	 0.016232
6437.2503	 0.017317
6437.2780	 0.019261
6437.3057	 0.018951
6437.3334	 0.018885
6437.3610	 0.019873
6437.3887	 0.023269
6437.4164	 0.030738
6437.4441	 0.033062
6437.4717	 0.029538
6437.4994	 0.034434
6437.5271	 0.039197
6437.5548	 0.038646
6437.5824	 0.043016
6437.6101	 0.045244
6437.6378	 0.043036
6437.6655	 0.047897
6437.6931	 0.053123
6437.7208	 0.055731
6437.7485	 0.064685
6437.7762	 0.068855
6437.8038	 0.063043
6437.8315	 0.059950
6437.8592	 0.065777
6437.8869	 0.078557
6437.9146	 0.089224
6437.9422	 0.089885
6437.9699	 0.085351
6437.9976	 0.091639
6438.0253	 0.096913
6438.0529	 0.094534
6438.0806	 0.095917
6438.1083	 0.100612
6438.1360	 0.104026
6438.1636	 0.103542
6438.1913	 0.104232
6438.2190	 0.105069
6438.2467	 0.098129
6438.2743	 0.096980
6438.3020	 0.104376
6438.3297	 0.104459
6438.3574	 0.102631
6438.3850	 0.103822
6438.4127	 0.104292
6438.4404	 0.104980
6438.4681	 0.104406
6438.4957	 0.098708
6438.5234	 0.096420
6438.5511	 0.102166
6438.5788	 0.109744
6438.6065	 0.106308
6438.6341	 0.096822
6438.6618	 0.102091
6438.6895	 0.109945
6438.7172	 0.110014
6438.7448	 0.106094
6438.7725	 0.104317
6438.8002	 0.106807
6438.8279	 0.110907
6438.8555	 0.114869
6438.8832	 0.115374
6438.9109	 0.110164
6438.9386	 0.110207
6438.9662	 0.114091
6438.9939	 0.109405
6439.0216	 0.109423
6439.0493	 0.113293
6439.0769	 0.105758
6439.1046	 0.103379
6439.1323	 0.108979
6439.1600	 0.107813
6439.1876	 0.106285
6439.2153	 0.108192
6439.2430	 0.109727
6439.2707	 0.109649
6439.2984	 0.107576
6439.3260	 0.104523
6439.3537	 0.105958
6439.3814	 0.109696
6439.4091	 0.108159
6439.4367	 0.104633
6439.4644	 0.104035
6439.4921	 0.108744
6439.5198	 0.115343
6439.5474	 0.119684
6439.5751	 0.119065
6439.6028	 0.114208
6439.6305	 0.109937
6439.6581	 0.110802
6439.6858	 0.110870
6439.7135	 0.111928
6439.7412	 0.118095
6439.7688	 0.114232
6439.7965	 0.105591
6439.8242	 0.108538
6439.8519	 0.110303
6439.8795	 0.106924
6439.9072	 0.104192
6439.9349	 0.101024
6439.9626	 0.098393
6439.9903	 0.098516
6440.0179	 0.099153
6440.0456	 0.098163
6440.0733	 0.094899
6440.1010	 0.090871
6440.1286	 0.087071
6440.1563	 0.083180
6440.1840	 0.077588
6440.2117	 0.075049
6440.2393	 0.078039
6440.2670	 0.071594
6440.2947	 0.060482
6440.3224	 0.058518
6440.3500	 0.061304
6440.3777	 0.061449
6440.4054	 0.055584
6440.4331	 0.050044
6440.4607	 0.046914
6440.4884	 0.043819
6440.5161	 0.037405
6440.5438	 0.030891
6440.5715	 0.029189
6440.5991	 0.030782
6440.6268	 0.030358
6440.6545	 0.025748
6440.6822	 0.024880
6440.7098	 0.025495
6440.7375	 0.022839
6440.7652	 0.021395
6440.7929	 0.021282
6440.8205	 0.020579
6440.8482	 0.019708
6440.8759	 0.017377
6440.9036	 0.015092
6440.9312	 0.020631
6440.9589	 0.026506
6440.9866	 0.023093
6441.0143	 0.014317
6441.0419	 0.011669
6441.0696	 0.020156
6441.0973	 0.027214
7509.1217	 0.009051
7509.1540	 0.008761
7509.1863	 0.008553
7509.2186	 0.010023
7509.2509	 0.014129
7509.2832	 0.018982
7509.3155	 0.024983
7509.3478	 0.032222
7509.3801	 0.030119
7509.4124	 0.026439
7509.4447	 0.037888
7509.4770	 0.043138
7509.5093	 0.039757
7509.5416	 0.043783
7509.5739	 0.044864
7509.6062	 0.041895
7509.6385	 0.044844
7509.6708	 0.051983
7509.7031	 0.056392
7509.7354	 0.053782
7509.7677	 0.056257
7509.8000	 0.062886
7509.8323	 0.062150
7509.8646	 0.058154
7509.8969	 0.058771
7509.9292	 0.066748
7509.9615	 0.067575
7509.9938	 0.064094
7510.0261	 0.070343
7510.0584	 0.076042
7510.0907	 0.076658
7510.1230	 0.075934
7510.1553	 0.073546
7510.1876	 0.072423
7510.2199	 0.075740
7510.2522	 0.076120
7510.2845	 0.070815
7510.3168	 0.064545
7510.3491	 0.066830
7510.3814	 0.074773
7510.4137	 0.076940
7510.4460	 0.070726
7510.4783	 0.067042
7510.5106	 0.076764
7510.5429	 0.081998
7510.5752	 0.079145
7510.6075	 0.078010
7510.6398	 0.080140
7510.6721	 0.083816
7510.7044	 0.086942
7510.7367	 0.089945
7510.7690	 0.091592
7510.8013	 0.090267
7510.8336	 0.088152
7510.8659	 0.087994
7510.8982	 0.090279
7510.9305	 0.089690
7510.9628	 0.086200
7510.9951	 0.083609
7511.0274	 0.082999
7511.0596	 0.083147
7511.0919	 0.082487
7511.1242	 0.082122
7511.1565	 0.082509
7511.1888	 0.083776
7511.2211	 0.087034
7511.2534	 0.089604
7511.2857	 0.088177
7511.3180	 0.085199
7511.3503	 0.084067
7511.3826	 0.086807
7511.4149	 0.091800
7511.4472	 0.095499
7511.4795	 0.095251
7511.5118	 0.093009
7511.5441	 0.091589
7511.5764	 0.091882
7511.6087	 0.090394
7511.6410	 0.089824
7511.6733	 0.094057
7511.7056	 0.098967
7511.7379	 0.098506
7511.7702	 0.091908
7511.8025	 0.090455
7511.8348	 0.090557
7511.8671	 0.085655
7511.8994	 0.084876
7511.9317	 0.087604
7511.9640	 0.087186
7511.9963	 0.080668
7512.0286	 0.075803
7512.0609	 0.077421
7512.0932	 0.072962
7512.1255	 0.068789
7512.1578	 0.073006
7512.1901	 0.073173
7512.2224	 0.070205
7512.2547	 0.069044
7512.2870	 0.065467
7512.3193	 0.063926
7512.3516	 0.067876
7512.3839	 0.068971
7512.4162	 0.066202
7512.4485	 0.061333
7512.4808	 0.053403
7512.5131	 0.049274
7512.5454	 0.051648
7512.5777	 0.049438
7512.6100	 0.047422
7512.6423	 0.049665
7512.6746	 0.044861
7512.7069	 0.036461
7512.7392	 0.032051
7512.7715	 0.031855
7512.8038	 0.031926
7512.8361	 0.029605
7512.8684	 0.027009
7512.9007	 0.024662
7512.9330	 0.023116
7512.9652	 0.024274
7512.9975	 0.028070
7513.0298	 0.031575
7513.0621	 0.030114
7513.0944	 0.028331
7513.1267	 0.027117
7513.1590	 0.018725
7513.1913	 0.019306
7513.2236	 0.033015
7513.2559	 0.034942
7513.2882	 0.030566
7513.3205	 0.029162
7513.3528	 0.027416
7513.3851	 0.029433
