##Wavelenght  51010.516
lambda	Flux
0.1nm	---
---------	---------
6409.6188	 0.025344
6409.6588	 0.026424
6409.6988	 0.031982
6409.7388	 0.020367
6409.7788	 0.015301
6409.8187	 0.019369
6409.8587	 0.018304
6409.8987	 0.016959
6409.9387	 0.019523
6409.9787	 0.017359
6410.0187	 0.019518
6410.0587	 0.020174
6410.0987	 0.018441
6410.1387	 0.018256
6410.1786	 0.023195
6410.2186	 0.031149
6410.2586	 0.034106
6410.2986	 0.034631
6410.3386	 0.041177
6410.3786	 0.049376
6410.4186	 0.055024
6410.4586	 0.058202
6410.4986	 0.060600
6410.5385	 0.064181
6410.5785	 0.064829
6410.6185	 0.067742
6410.6585	 0.072834
6410.6985	 0.075592
6410.7385	 0.073590
6410.7785	 0.080923
6410.8185	 0.075656
6410.8585	 0.080596
6410.8985	 0.082390
6410.9384	 0.091566
6410.9784	 0.089769
6411.0184	 0.084511
6411.0584	 0.087520
6411.0984	 0.082663
6411.1384	 0.085828
6411.1784	 0.090374
6411.2184	 0.087430
6411.2584	 0.085530
6411.2983	 0.086346
6411.3383	 0.089248
6411.3783	 0.089914
6411.4183	 0.084831
6411.4583	 0.085361
6411.4983	 0.081935
6411.5383	 0.085247
6411.5783	 0.093708
6411.6183	 0.087263
6411.6582	 0.087262
6411.6982	 0.083367
6411.7382	 0.084723
6411.7782	 0.084348
6411.8182	 0.086005
6411.8582	 0.082333
6411.8982	 0.086419
6411.9382	 0.096748
6411.9782	 0.096158
6412.0181	 0.094431
6412.0581	 0.091948
6412.0981	 0.089942
6412.1381	 0.089042
6412.1781	 0.084116
6412.2181	 0.078245
6412.2581	 0.078676
6412.2981	 0.079980
6412.3381	 0.077507
6412.3781	 0.075919
6412.4180	 0.073025
6412.4580	 0.069395
6412.4980	 0.065999
6412.5380	 0.069471
6412.5780	 0.070804
6412.6180	 0.072769
6412.6580	 0.067536
6412.6980	 0.062860
6412.7380	 0.061458
6412.7779	 0.067209
6412.8179	 0.065773
6412.8579	 0.056771
6412.8979	 0.058518
6412.9379	 0.051954
6412.9779	 0.043008
6413.0179	 0.037322
6413.0579	 0.027113
6413.0979	 0.026973
6413.1378	 0.028774
