##Wavelenght  51004.547
lambda	Flux
0.1nm	---
---------	---------
6409.6188	 0.024574
6409.6588	 0.018907
6409.6988	 0.019551
6409.7388	 0.021591
6409.7788	 0.021125
6409.8187	 0.018703
6409.8587	 0.020914
6409.8987	 0.027362
6409.9387	 0.027286
6409.9787	 0.020444
6410.0187	 0.018543
6410.0587	 0.024826
6410.0987	 0.028219
6410.1387	 0.026885
6410.1786	 0.028240
6410.2186	 0.032367
6410.2586	 0.038963
6410.2986	 0.041009
6410.3386	 0.044471
6410.3786	 0.046610
6410.4186	 0.048748
6410.4586	 0.059020
6410.4986	 0.063660
6410.5385	 0.068425
6410.5785	 0.076667
6410.6185	 0.076339
6410.6585	 0.079873
6410.6985	 0.080744
6410.7385	 0.081774
6410.7785	 0.085842
6410.8185	 0.089968
6410.8585	 0.090194
6410.8985	 0.087799
6410.9384	 0.085208
6410.9784	 0.085266
6411.0184	 0.089788
6411.0584	 0.089308
6411.0984	 0.092338
6411.1384	 0.084682
6411.1784	 0.081228
6411.2184	 0.086129
6411.2584	 0.086577
6411.2983	 0.093475
6411.3383	 0.093889
6411.3783	 0.086523
6411.4183	 0.086581
6411.4583	 0.078878
6411.4983	 0.082521
6411.5383	 0.085439
6411.5783	 0.080917
6411.6183	 0.085154
6411.6582	 0.085692
6411.6982	 0.081588
6411.7382	 0.079694
6411.7782	 0.079964
6411.8182	 0.082948
6411.8582	 0.084480
6411.8982	 0.083058
6411.9382	 0.082100
6411.9782	 0.080974
6412.0181	 0.080797
6412.0581	 0.079875
6412.0981	 0.080833
6412.1381	 0.082146
6412.1781	 0.080111
6412.2181	 0.082505
6412.2581	 0.077592
6412.2981	 0.075030
6412.3381	 0.080681
6412.3781	 0.079433
6412.4180	 0.076647
6412.4580	 0.076887
6412.4980	 0.081391
6412.5380	 0.080067
6412.5780	 0.071874
6412.6180	 0.068058
6412.6580	 0.069641
6412.6980	 0.068377
6412.7380	 0.068339
6412.7779	 0.062793
6412.8179	 0.058023
6412.8579	 0.059253
6412.8979	 0.056590
6412.9379	 0.052116
6412.9779	 0.051863
6413.0179	 0.048000
6413.0579	 0.039928
6413.0979	 0.031802
6413.1378	 0.028933
