##Wavelenght  50624.590
lambda	Flux
0.1nm	---
---------	---------
6409.8066	 0.013791
6409.8482	 0.016373
6409.8899	 0.020122
6409.9315	 0.022413
6409.9732	 0.020312
6410.0148	 0.019891
6410.0565	 0.022820
6410.0981	 0.023795
6410.1398	 0.028460
6410.1814	 0.031199
6410.2231	 0.031681
6410.2647	 0.035419
6410.3064	 0.045711
6410.3480	 0.052708
6410.3897	 0.050919
6410.4313	 0.053550
6410.4730	 0.058024
6410.5146	 0.062836
6410.5562	 0.067594
6410.5979	 0.063439
6410.6395	 0.069308
6410.6812	 0.072607
6410.7228	 0.074259
6410.7645	 0.075086
6410.8061	 0.079301
6410.8478	 0.080883
6410.8894	 0.082970
6410.9311	 0.085822
6410.9727	 0.081623
6411.0144	 0.084506
6411.0560	 0.087324
6411.0977	 0.086958
6411.1393	 0.087050
6411.1810	 0.085915
6411.2226	 0.087108
6411.2642	 0.087802
6411.3059	 0.082891
6411.3475	 0.087173
6411.3892	 0.083418
6411.4308	 0.084061
6411.4725	 0.083604
6411.5141	 0.081473
6411.5558	 0.082800
6411.5974	 0.084370
6411.6391	 0.084391
6411.6807	 0.084862
6411.7224	 0.084398
6411.7640	 0.079240
6411.8057	 0.080042
6411.8473	 0.081763
6411.8889	 0.078445
6411.9306	 0.077086
6411.9722	 0.074599
6412.0139	 0.073118
6412.0555	 0.076301
6412.0972	 0.079037
6412.1388	 0.077617
6412.1805	 0.075828
6412.2221	 0.076193
6412.2638	 0.075922
6412.3054	 0.075444
6412.3471	 0.076856
6412.3887	 0.075653
6412.4304	 0.071137
6412.4720	 0.068178
6412.5137	 0.066416
6412.5553	 0.064849
6412.5969	 0.063587
6412.6386	 0.061220
6412.6802	 0.056407
6412.7219	 0.059602
6412.7635	 0.057475
6412.8052	 0.047235
6412.8468	 0.045847
6412.8885	 0.055811
6412.9301	 0.042528
6412.9718	 0.035966
6413.0134	 0.032055
6413.0551	 0.033234
6413.0967	 0.025436
6413.1384	 0.026567
6413.1800	 0.026126
6413.2217	 0.024756
6413.2633	 0.029292
6413.3049	 0.021760
6413.3466	 0.016178
6413.3882	 0.019771
6427.0090	 0.007645
6427.0507	 0.006214
