##Wavelenght  49565.383
lambda	Flux
0.1nm	---
---------	---------
6427.5334	 0.003500
6427.6340	 0.004953
6427.7346	 0.004429
6427.8352	 0.006278
6427.9359	 0.006365
6428.0365	 0.004724
6428.1371	 0.004756
6428.2377	 0.006362
6428.3384	 0.011881
6428.4390	 0.010668
6428.5396	 0.007694
6428.6402	 0.008213
6428.7409	 0.006757
6428.8415	 0.010002
6428.9421	 0.008858
6429.0427	 0.010199
6429.1434	 0.012309
6429.2440	 0.015417
6429.3446	 0.024382
6429.4452	 0.031252
6429.5459	 0.041065
6429.6465	 0.049918
6429.7471	 0.053619
6429.8477	 0.063343
6429.9484	 0.069050
6430.0490	 0.075592
6430.1496	 0.079181
6430.2502	 0.083850
6430.3509	 0.084914
6430.4515	 0.082654
6430.5521	 0.080161
6430.6527	 0.071584
6430.7534	 0.077063
6430.8540	 0.075463
6430.9546	 0.072850
6431.0552	 0.077087
6431.1559	 0.083714
6431.2565	 0.080775
6431.3571	 0.084032
6431.4577	 0.085085
6431.5584	 0.087371
6431.6590	 0.092950
6431.7596	 0.091209
6431.8602	 0.087330
6431.9609	 0.079930
6432.0615	 0.074486
6432.1621	 0.067696
6432.2627	 0.066383
6432.3634	 0.053744
6432.4640	 0.044931
6432.5646	 0.046765
6432.6652	 0.047318
6432.7659	 0.048290
6432.8665	 0.049338
6432.9671	 0.047248
6433.0677	 0.046097
6433.1684	 0.045127
6433.2690	 0.044896
6433.3696	 0.042139
6433.4702	 0.043713
6434.0740	 0.020407
6434.1746	 0.018908
6434.2752	 0.012241
6434.3759	 0.012865
6434.4765	 0.008103
6434.5771	 0.010750
6434.6777	 0.012645
6434.7784	 0.016659
6434.8790	 0.017955
6434.9796	 0.010116
6436.6502	 0.011021
6436.7509	 0.010208
6436.8515	 0.013147
6436.9521	 0.015852
6437.0527	 0.018628
6437.1534	 0.014075
6437.2540	 0.021158
6437.3546	 0.021051
6437.4552	 0.025030
6437.5559	 0.028261
6437.6565	 0.041107
6437.7571	 0.058310
6437.8577	 0.067236
6437.9584	 0.075845
6438.0590	 0.089459
6438.1596	 0.098077
6438.2602	 0.105383
6438.3609	 0.105888
6438.4615	 0.112255
6438.5621	 0.115217
6438.6627	 0.106089
6438.7634	 0.109137
6438.8640	 0.109989
6438.9646	 0.102660
6439.0652	 0.093200
6439.1659	 0.101885
6439.2665	 0.099779
6439.3671	 0.093731
6439.4677	 0.102198
6439.5684	 0.099180
6439.6690	 0.103826
6439.7696	 0.095188
6439.8702	 0.094036
6439.9709	 0.086637
6440.0715	 0.089164
6440.1721	 0.083749
6440.2727	 0.083092
6440.3734	 0.057364
6440.4740	 0.041226
6440.5746	 0.029066
6440.6752	 0.024456
6440.7759	 0.014978
6440.8765	 0.016669
