##Wavelenght  49919.633
lambda	Flux
0.1nm	---
---------	---------
6409.7224	 0.013176
6409.7640	 0.015305
6409.8056	 0.026559
6409.8471	 0.021829
6409.8887	 0.017474
6409.9303	 0.020694
6409.9719	 0.025420
6410.0135	 0.013057
6410.0551	 0.012457
6410.0967	 0.020255
6410.1383	 0.024025
6410.1798	 0.022556
6410.2214	 0.025535
6410.2630	 0.029859
6410.3046	 0.038822
6410.3462	 0.040380
6410.3878	 0.048876
6410.4294	 0.053117
6410.4710	 0.062221
6410.5125	 0.065354
6410.5541	 0.063277
6410.5957	 0.064242
6410.6373	 0.072521
6410.6789	 0.072177
6410.7205	 0.071573
6410.7621	 0.075176
6410.8037	 0.075328
6410.8452	 0.074135
6410.8868	 0.080726
6410.9284	 0.078370
6410.9700	 0.079457
6411.0116	 0.078608
6411.0532	 0.082544
6411.0948	 0.081327
6411.1363	 0.079558
6411.1779	 0.080013
6411.2195	 0.078305
6411.2611	 0.081530
6411.3027	 0.083868
6411.3443	 0.083903
6411.3859	 0.087903
6411.4275	 0.092586
6411.4690	 0.090566
6411.5106	 0.088982
6411.5522	 0.090156
6411.5938	 0.084205
6411.6354	 0.082418
6411.6770	 0.080859
6411.7186	 0.082575
6411.7602	 0.085513
6411.8017	 0.081224
6411.8433	 0.084781
6411.8849	 0.088735
6411.9265	 0.086849
6411.9681	 0.085402
6412.0097	 0.082293
6412.0513	 0.083079
6412.0929	 0.084631
6412.1344	 0.084857
6412.1760	 0.083847
6412.2176	 0.077716
6412.2592	 0.078735
6412.3008	 0.082239
6412.3424	 0.079518
6412.3840	 0.079657
6412.4255	 0.080204
6412.4671	 0.075497
6412.5087	 0.069364
6412.5503	 0.070922
6412.5919	 0.065027
6412.6335	 0.062307
6412.6751	 0.065097
6412.7167	 0.062306
6412.7582	 0.056687
6412.7998	 0.055509
6412.8414	 0.056402
6412.8830	 0.052624
6412.9246	 0.054681
6412.9662	 0.038200
6413.0078	 0.037341
6413.0494	 0.035697
6413.0909	 0.025001
6413.1325	 0.021387
6413.1741	 0.021217
6413.2157	 0.014169
6413.2573	 0.017268
6413.2989	 0.018618
6413.3405	 0.016506
6427.5633	 0.012364
