##Wavelenght  51008.523
lambda	Flux
0.1nm	---
---------	---------
6409.6188	 0.022342
6409.6588	 0.022183
6409.6988	 0.024111
6409.7388	 0.023791
6409.7788	 0.022457
6409.8187	 0.021304
6409.8587	 0.019962
6409.8987	 0.017899
6409.9387	 0.016228
6409.9787	 0.019400
6410.0187	 0.024193
6410.0587	 0.028895
6410.0987	 0.026716
6410.1387	 0.023921
6410.1786	 0.027517
6410.2186	 0.035187
6410.2586	 0.040733
6410.2986	 0.037075
6410.3386	 0.041507
6410.3786	 0.049582
6410.4186	 0.055253
6410.4586	 0.062066
6410.4986	 0.061749
6410.5385	 0.063726
6410.5785	 0.068813
6410.6185	 0.070879
6410.6585	 0.074514
6410.6985	 0.078574
6410.7385	 0.076046
6410.7785	 0.075229
6410.8185	 0.079440
6410.8585	 0.078358
6410.8985	 0.077162
6410.9384	 0.077577
6410.9784	 0.079040
6411.0184	 0.080059
6411.0584	 0.080794
6411.0984	 0.076043
6411.1384	 0.080282
6411.1784	 0.079001
6411.2184	 0.081253
6411.2584	 0.082375
6411.2983	 0.087873
6411.3383	 0.087786
6411.3783	 0.082475
6411.4183	 0.081714
6411.4583	 0.080417
6411.4983	 0.088632
6411.5383	 0.083791
6411.5783	 0.082459
6411.6183	 0.081688
6411.6582	 0.082605
6411.6982	 0.085066
6411.7382	 0.086806
6411.7782	 0.090488
6411.8182	 0.091888
6411.8582	 0.088812
6411.8982	 0.085350
6411.9382	 0.083496
6411.9782	 0.083243
6412.0181	 0.085445
6412.0581	 0.085231
6412.0981	 0.089365
6412.1381	 0.085964
6412.1781	 0.088407
6412.2181	 0.090108
6412.2581	 0.092137
6412.2981	 0.087283
6412.3381	 0.083343
6412.3781	 0.081492
6412.4180	 0.082244
6412.4580	 0.082489
6412.4980	 0.082430
6412.5380	 0.083726
6412.5780	 0.082889
6412.6180	 0.080393
6412.6580	 0.077590
6412.6980	 0.072949
6412.7380	 0.068397
6412.7779	 0.063290
6412.8179	 0.053958
6412.8579	 0.045535
6412.8979	 0.044534
6412.9379	 0.045598
6412.9779	 0.037872
6413.0179	 0.040575
6413.0579	 0.035755
6413.0979	 0.034109
6413.1378	 0.032740
