##Wavelenght  51126.359
lambda	Flux
0.1nm	---
---------	---------
6409.7127	 0.019228
6409.7404	 0.017735
6409.7680	 0.030144
6409.7957	 0.032533
6409.8234	 0.009576
6409.8511	 0.010818
6409.8787	 0.030398
6409.9064	 0.035100
6409.9341	 0.027506
6409.9618	 0.020657
6409.9894	 0.025180
6410.0171	 0.033329
6410.0448	 0.034491
6410.0725	 0.024311
6410.1001	 0.018992
6410.1278	 0.022133
6410.1555	 0.022910
6410.1832	 0.027794
6410.2108	 0.037508
6410.2385	 0.042028
6410.2662	 0.046097
6410.2939	 0.049535
6410.3215	 0.041848
6410.3492	 0.043140
6410.3769	 0.060080
6410.4046	 0.059214
6410.4323	 0.048562
6410.4599	 0.049420
6410.4876	 0.062614
6410.5153	 0.071227
6410.5430	 0.065181
6410.5706	 0.069797
6410.5983	 0.080521
6410.6260	 0.079425
6410.6537	 0.079026
6410.6813	 0.080079
6410.7090	 0.074569
6410.7367	 0.072191
6410.7644	 0.074998
6410.7920	 0.076200
6410.8197	 0.077813
6410.8474	 0.081649
6410.8751	 0.086133
6410.9027	 0.087272
6410.9304	 0.086851
6410.9581	 0.091744
6410.9858	 0.089053
6411.0135	 0.075808
6411.0411	 0.072737
6411.0688	 0.078777
6411.0965	 0.086323
6411.1242	 0.094313
6411.1518	 0.094928
6411.1795	 0.085951
6411.2072	 0.083591
6411.2349	 0.085670
6411.2625	 0.082388
6411.2902	 0.077402
6411.3179	 0.079173
6411.3456	 0.090474
6411.3732	 0.092434
6411.4009	 0.084861
6411.4286	 0.083207
6411.4563	 0.089791
6411.4839	 0.097420
6411.5116	 0.095303
6411.5393	 0.084582
6411.5670	 0.076459
6411.5946	 0.085116
6411.6223	 0.100163
6411.6500	 0.105088
6411.6777	 0.090515
6411.7054	 0.075238
6411.7330	 0.077943
6411.7607	 0.096763
6411.7884	 0.102068
6411.8161	 0.082676
6411.8437	 0.077725
6411.8714	 0.082422
6411.8991	 0.078512
6411.9268	 0.074917
6411.9544	 0.076157
6411.9821	 0.080651
6412.0098	 0.084014
6412.0375	 0.082993
6412.0651	 0.078186
6412.0928	 0.077901
6412.1205	 0.083095
6412.1482	 0.086557
