##Wavelenght  49672.309
lambda	Flux
0.1nm	---
---------	---------
6427.5931	 0.010734
6427.6130	 0.013678
6427.6329	 0.006675
6427.6528	 0.012109
6427.6727	 0.013439
6427.6926	 0.013229
6427.7125	 0.015317
6427.7324	 0.014960
6427.7523	 0.017312
6427.7722	 0.014149
6427.7921	 0.011059
6427.8120	 0.010632
6427.8319	 0.015362
6427.8518	 0.012927
6427.8717	 0.013314
6427.8917	 0.013184
6427.9116	 0.017964
6427.9315	 0.021144
6427.9514	 0.015686
6427.9713	 0.011105
6427.9912	 0.014376
6428.0111	 0.011932
6428.0310	 0.013255
6428.0509	 0.018631
6428.0708	 0.017383
6428.0907	 0.012785
6428.1106	 0.016175
6428.1305	 0.014289
6428.1504	 0.010868
6428.1703	 0.013774
6428.1902	 0.012488
6428.2101	 0.012281
6428.2300	 0.014719
6428.2499	 0.015421
6428.2698	 0.012349
6428.2897	 0.008834
6428.3096	 0.005430
6428.3295	 0.000862
6428.3494	 0.005550
6428.3693	 0.010181
6428.3892	 0.003620
6428.4091	 0.004591
6428.4290	 0.010279
6428.4489	 0.009489
6428.4688	 0.007829
6428.4887	 0.008155
6428.5086	 0.008676
6428.5285	 0.013955
6428.5485	 0.013160
6428.5684	 0.009281
6428.5883	 0.012359
6428.6082	 0.008713
6428.6281	 0.005731
6428.6480	 0.014735
6428.6679	 0.011732
6428.6878	 0.012171
6428.7077	 0.013460
6428.7276	 0.007963
6428.7475	 0.010594
6428.7674	 0.010955
6428.7873	 0.008281
6428.8072	 0.015505
6428.8271	 0.007321
6428.8470	 0.011941
6428.8669	 0.018533
6428.8868	 0.012433
6428.9067	 0.011924
6428.9266	 0.012103
6428.9465	 0.010960
6428.9664	 0.015661
6428.9863	 0.022073
6429.0062	 0.022261
6429.0261	 0.016471
6429.0460	 0.013125
6429.0659	 0.019555
6429.0858	 0.015759
6429.1057	 0.009942
6429.1256	 0.011993
6429.1455	 0.018230
6429.1654	 0.018857
6429.1853	 0.014390
6429.2052	 0.010885
6429.2252	 0.012345
6429.2451	 0.018058
6429.2650	 0.022419
6429.2849	 0.028227
6429.3048	 0.016733
6429.3247	 0.026283
6429.3446	 0.020752
