##Wavelenght  49583.410
lambda	Flux
0.1nm	---
---------	---------
6409.5896	 0.017657
6409.6312	 0.014186
6409.6727	 0.013307
6409.7143	 0.016254
6409.7559	 0.014632
6409.7974	 0.014066
6409.8390	 0.015987
6409.8806	 0.015376
6409.9222	 0.017845
6409.9637	 0.018076
6410.0053	 0.014955
6410.0469	 0.018895
6410.0884	 0.022931
6410.1300	 0.019213
6410.1716	 0.027343
6410.2131	 0.030400
6410.2547	 0.033112
6410.2963	 0.037940
6410.3378	 0.042498
6410.3794	 0.042975
6410.4210	 0.045776
6410.4626	 0.055785
6410.5041	 0.058231
6410.5457	 0.057562
6410.5873	 0.061071
6410.6288	 0.072728
6410.6704	 0.074428
6410.7120	 0.079342
6410.7535	 0.079383
6410.7951	 0.075451
6410.8367	 0.078962
6410.8782	 0.076120
6410.9198	 0.074625
6410.9614	 0.078168
6411.0029	 0.078871
6411.0445	 0.079242
6411.0861	 0.079216
6411.1277	 0.077947
6411.1692	 0.076529
6411.2108	 0.080345
6411.2524	 0.077177
6411.2939	 0.077792
6411.3355	 0.083810
6411.3771	 0.084529
6411.4186	 0.083755
6411.4602	 0.084017
6411.5018	 0.083959
6411.5433	 0.086489
6411.5849	 0.085973
6411.6265	 0.082838
6411.6681	 0.082646
6411.7096	 0.084150
6411.7512	 0.086412
6411.7928	 0.083978
6411.8343	 0.080709
6411.8759	 0.082972
6411.9175	 0.085489
6411.9590	 0.087592
6412.0006	 0.085092
6412.0422	 0.088284
6412.0837	 0.090190
6412.1253	 0.088581
6412.1669	 0.088927
6412.2085	 0.085174
6412.2500	 0.079766
6412.2916	 0.078079
6412.3332	 0.077903
6412.3747	 0.070057
6412.4163	 0.066505
6412.4579	 0.066508
6412.4994	 0.073249
6412.5410	 0.065182
6412.5826	 0.059724
6412.6241	 0.056333
6412.6657	 0.061851
6412.7073	 0.060290
6412.7488	 0.052741
6412.7904	 0.047728
6412.8320	 0.049201
6412.8736	 0.042416
6412.9151	 0.038790
6412.9567	 0.038823
6412.9983	 0.030596
6413.0398	 0.021736
6413.0814	 0.017080
6413.1230	 0.016983
6413.1645	 0.014457
6413.2061	 0.017995
6413.2477	 0.019490
