##Wavelenght  51089.352
lambda	Flux
6413.2345	 0.032805
6413.2742	 0.026912
6413.3138	 0.032310
6413.3534	 0.024799
6413.3930	 0.030128
6427.5003	 0.000722
6427.5400	 0.006623
6427.5796	 0.011498
6427.6192	 0.009444
6427.6589	 0.002485
6427.6985	 0.013395
6427.7381	 0.010203
6427.7777	 0.005515
6427.8174	 0.005422
6427.8570	 0.005770
6427.8966	 0.005043
6427.9362	 0.012955
6427.9759	 0.005567
6428.0155	 0.001055
6428.0551	 0.007497
6428.0948	 0.007472
6428.1344	 0.003064
6428.1740	 0.007518
6428.2136	 0.005376
6428.2533	 0.005512
6428.2929	 0.013704
6428.3325	 0.005627
6428.3721	 0.006297
6428.4118	 0.013545
6428.4514	 0.006060
6428.4910	 0.009919
6428.5307	 0.009601
6428.5703	 0.016576
6428.6099	 0.010427
6428.6495	 0.009140
6428.6892	 0.010838
6428.7288	 0.010270
6428.7684	 0.015072
6428.8080	 0.012006
6428.8477	 0.009465
6428.8873	 0.010387
6428.9269	 0.006968
6428.9666	 0.007137
6429.0062	 0.013362
6429.0458	 0.011892
6429.0854	 0.010906
6429.1251	 0.010635
6429.1647	 0.004158
6429.2043	 0.018889
6429.2439	 0.018998
6429.2836	 0.021959
6429.3232	 0.028458
6429.3628	 0.031419
6429.4025	 0.039655
6429.4421	 0.035761
6429.4817	 0.044851
6429.5213	 0.050465
6429.5610	 0.050386
6429.6006	 0.056622
6429.6402	 0.057810
6429.6798	 0.059085
6429.7195	 0.061893
6429.7591	 0.070643
6429.7987	 0.070529
6429.8384	 0.067497
6429.8780	 0.074565
6429.9176	 0.067954
6429.9572	 0.069231
6429.9969	 0.071258
6430.0365	 0.073134
6430.0761	 0.074383
6430.1157	 0.074273
6430.1554	 0.073388
6430.1950	 0.072654
6430.2346	 0.076438
6430.2743	 0.077795
6430.3139	 0.078495
6430.3535	 0.082568
6430.3931	 0.086632
6430.4328	 0.088252
6430.4724	 0.079602
6430.5120	 0.078348
6430.5516	 0.083990
6430.5913	 0.086513
6430.6309	 0.090662
6430.6705	 0.092288
6430.7102	 0.094140
6430.7498	 0.089439
6430.7894	 0.078622
6430.8290	 0.083729
6430.8687	 0.088136
6430.9083	 0.091262
6430.9479	 0.089161
6430.9875	 0.088930
6431.0272	 0.082380
6431.0668	 0.094206
6431.1064	 0.089098
6431.1461	 0.087418
6431.1857	 0.087736
6431.2253	 0.080747
6431.2649	 0.084978
6431.3046	 0.092946
6431.3442	 0.092289
6431.3838	 0.090664
6431.4234	 0.088557
6431.4631	 0.091259
6431.5027	 0.100174
6431.5423	 0.100154
6431.5820	 0.099899
6431.6216	 0.098848
6431.6612	 0.090394
6431.7008	 0.099384
6431.7405	 0.092490
6431.7801	 0.097366
6431.8197	 0.092899
6431.8593	 0.090363
6431.8990	 0.093532
6431.9386	 0.089429
6431.9782	 0.086611
6432.0179	 0.087295
6432.0575	 0.084377
6432.0971	 0.074269
6432.1367	 0.071701
6432.1764	 0.064349
6432.2160	 0.058431
6432.2556	 0.060985
6432.2952	 0.049112
6432.3349	 0.046416
6432.3745	 0.053179
6432.4141	 0.047116
6432.4538	 0.047785
6432.4934	 0.047188
6432.5330	 0.046901
6432.5726	 0.041538
6432.6123	 0.049626
6432.6519	 0.046575
6432.6915	 0.056005
6432.7311	 0.047145
6432.7708	 0.052646
6432.8104	 0.051284
6432.8500	 0.053941
6432.8897	 0.049432
6432.9293	 0.049850
6432.9689	 0.046996
6433.0085	 0.042415
6433.0482	 0.045695
6433.0878	 0.043589
6433.1274	 0.045125
6433.1670	 0.047064
6433.2067	 0.049888
6433.2463	 0.051952
6433.2859	 0.050369
6433.3256	 0.057595
6433.3652	 0.053763
6433.4048	 0.043104
6433.4444	 0.039584
6433.4841	 0.041730
6433.5237	 0.035732
6433.5633	 0.038830
6433.6029	 0.037707
6433.6426	 0.036187
6433.6822	 0.037270
6433.7218	 0.043623
6433.7615	 0.047337
6433.8011	 0.038745
6433.8407	 0.035509
6433.8803	 0.037181
6433.9200	 0.028450
6433.9596	 0.026617
6433.9992	 0.030770
6434.0388	 0.021117
6434.0785	 0.016964
6434.1181	 0.021052
6434.1577	 0.013387
6434.1974	 0.008688
6434.2370	 0.011877
6434.2766	 0.010342
6434.3162	 0.010282
6434.3559	 0.018875
6434.3955	 0.019259
6434.4351	 0.018178
6434.4747	 0.021906
6434.5144	 0.017199
6434.5540	 0.017545
6434.5936	 0.016228
6434.6333	 0.006478
6434.6729	 0.009081
6434.7125	 0.016986
6434.7521	 0.009874
6434.7918	 0.006748
6434.8314	 0.010147
6434.8710	 0.008403
6434.9106	 0.016687
6434.9503	 0.015320
6434.9899	 0.017076
6436.9316	 0.012163
6436.9713	 0.020079
6437.0109	 0.018258
6437.0505	 0.013217
6437.0901	 0.021101
6437.1298	 0.012964
6437.1694	 0.014192
6437.2090	 0.017933
6437.2487	 0.023076
6437.2883	 0.014734
6437.3279	 0.007251
6437.3675	 0.017604
6437.4072	 0.021546
6437.4468	 0.027253
6437.4864	 0.028258
6437.5260	 0.022769
6437.5657	 0.033699
6437.6053	 0.040734
6437.6449	 0.038526
6437.6846	 0.059827
6437.7242	 0.067300
6437.7638	 0.069738
6437.8034	 0.069752
6437.8431	 0.072291
6437.8827	 0.078381
6437.9223	 0.084163
6437.9619	 0.083593
6438.0016	 0.085770
6438.0412	 0.088377
6438.0808	 0.089813
6438.1205	 0.092183
6438.1601	 0.093943
6438.1997	 0.097686
6438.2393	 0.103553
6438.2790	 0.101009
6438.3186	 0.100502
6438.3582	 0.105882
6438.3978	 0.100549
6438.4375	 0.103514
6438.4771	 0.112673
6438.5167	 0.110387
6438.5564	 0.104649
6438.5960	 0.109874
6438.6356	 0.105687
6438.6752	 0.102378
6438.7149	 0.110463
6438.7545	 0.113072
6438.7941	 0.113795
6438.8337	 0.110594
6438.8734	 0.101166
6438.9130	 0.111151
6438.9526	 0.108236
6438.9923	 0.105459
6439.0319	 0.111816
6439.0715	 0.115506
6439.1111	 0.112770
6439.1508	 0.108964
6439.1904	 0.112277
6439.2300	 0.112138
6439.2696	 0.109412
6439.3093	 0.108619
6439.3489	 0.103353
6439.3885	 0.104755
6439.4282	 0.101460
6439.4678	 0.105710
6439.5074	 0.096321
6439.5470	 0.102258
6439.5867	 0.101069
6439.6263	 0.101112
6439.6659	 0.098619
6439.7055	 0.100243
6439.7452	 0.101764
6439.7848	 0.102105
6439.8244	 0.107446
6439.8641	 0.109187
6439.9037	 0.103804
6439.9433	 0.094336
6439.9829	 0.098160
6440.0226	 0.095834
6440.0622	 0.088378
6440.1018	 0.085945
6440.1414	 0.085418
6440.1811	 0.084085
6440.2207	 0.076818
6440.2603	 0.070539
6440.3000	 0.058325
6440.3396	 0.063918
6440.3792	 0.061721
6440.4188	 0.041899
6440.4585	 0.037105
6440.4981	 0.035442
6440.5377	 0.038334
6440.5773	 0.032243
6440.6170	 0.030673
6440.6566	 0.026500
6440.6962	 0.021708
6440.7359	 0.023449
6440.7755	 0.027074
6440.8151	 0.018395
6440.8547	 0.017728
6440.8944	 0.022229
6440.9340	 0.022155
6440.9736	 0.016990
6441.0132	 0.016842
6441.0529	 0.022193
6441.0925	 0.019876
7509.1088	 0.006420
7509.1552	 0.004811
7509.2016	 0.008618
7509.2480	 0.012472
7509.2944	 0.012980
7509.3408	 0.023561
7509.3872	 0.025229
7509.4336	 0.031238
7509.4800	 0.038595
7509.5264	 0.038190
7509.5728	 0.045748
7509.6192	 0.044121
7509.6656	 0.053000
7509.7120	 0.065155
7509.7584	 0.063105
7509.8047	 0.058847
7509.8511	 0.074802
7509.8975	 0.066317
7509.9439	 0.067378
7509.9903	 0.069300
7510.0367	 0.073980
7510.0831	 0.071065
7510.1295	 0.071859
7510.1759	 0.078065
7510.2223	 0.069217
7510.2687	 0.068371
7510.3151	 0.079120
7510.3615	 0.082296
7510.4079	 0.080258
7510.4543	 0.079436
7510.5006	 0.081563
7510.5470	 0.080782
7510.5934	 0.071293
7510.6398	 0.066678
7510.6862	 0.076434
7510.7326	 0.083382
7510.7790	 0.081680
7510.8254	 0.083219
7510.8718	 0.085607
7510.9182	 0.091152
7510.9646	 0.088612
7511.0110	 0.091026
7511.0574	 0.079769
7511.1038	 0.090598
7511.1502	 0.090217
7511.1965	 0.087946
7511.2429	 0.090461
7511.2893	 0.089991
7511.3357	 0.085538
7511.3821	 0.083064
7511.4285	 0.086080
7511.4749	 0.086412
7511.5213	 0.082079
7511.5677	 0.081193
7511.6141	 0.081271
7511.6605	 0.085312
7511.7069	 0.082660
7511.7533	 0.081793
7511.7997	 0.085894
7511.8461	 0.083815
7511.8925	 0.083709
7511.9388	 0.082701
7511.9852	 0.089897
7512.0316	 0.082404
7512.0780	 0.078459
7512.1244	 0.072417
7512.1708	 0.075969
7512.2172	 0.065537
7512.2636	 0.068536
7512.3100	 0.063946
7512.3564	 0.060383
7512.4028	 0.056504
7512.4492	 0.061037
7512.4956	 0.053722
7512.5420	 0.049717
7512.5884	 0.050442
7512.6347	 0.044393
7512.6811	 0.042023
7512.7275	 0.039695
7512.7739	 0.035430
7512.8203	 0.033456
7512.8667	 0.029556
7512.9131	 0.030672
7512.9595	 0.033821
7513.0059	 0.028830
7513.0523	 0.025077
7513.0987	 0.025583
7513.1451	 0.026641
7513.1915	 0.024965
7513.2379	 0.025423
7513.2843	 0.031795
7513.3306	 0.026608
7513.3770	 0.018657
