##Wavelenght  50381.316
lambda	Flux
6413.3001	 0.020948
6413.3418	 0.021703
6413.3835	 0.019054
6427.5724	 0.015472
6427.6141	 0.014535
6427.6559	 0.010395
6427.6976	 0.011142
6427.7393	 0.011700
6427.7810	 0.011842
6427.8228	 0.008788
6427.8645	 0.010783
6427.9062	 0.010111
6427.9479	 0.008003
6427.9897	 0.008839
6428.0314	 0.010816
6428.0731	 0.010653
6428.1148	 0.011407
6428.1566	 0.011776
6428.1983	 0.008878
6428.2400	 0.005227
6428.2817	 0.008434
6428.3235	 0.008140
6428.3652	 0.009498
6428.4069	 0.010644
6428.4486	 0.013530
6428.4904	 0.010591
6428.5321	 0.012361
6428.5738	 0.013619
6428.6155	 0.012417
6428.6573	 0.009647
6428.6990	 0.007070
6428.7407	 0.010146
6428.7824	 0.013784
6428.8242	 0.013674
6428.8659	 0.012018
6428.9076	 0.015460
6428.9493	 0.016560
6428.9911	 0.013185
6429.0328	 0.008174
6429.0745	 0.008192
6429.1162	 0.012407
6429.1580	 0.016786
6429.1997	 0.018912
6429.2414	 0.023345
6429.2831	 0.026515
6429.3249	 0.025279
6429.3666	 0.023491
6429.4083	 0.027532
6429.4500	 0.033475
6429.4918	 0.037236
6429.5335	 0.041878
6429.5752	 0.048448
6429.6169	 0.053977
6429.6587	 0.053885
6429.7004	 0.055907
6429.7421	 0.057901
6429.7838	 0.062960
6429.8256	 0.060727
6429.8673	 0.062064
6429.9090	 0.066516
6429.9507	 0.073243
6429.9925	 0.078654
6430.0342	 0.076075
6430.0759	 0.072576
6430.1176	 0.073649
6430.1594	 0.075325
6430.2011	 0.079848
6430.2428	 0.079309
6430.2845	 0.074675
6430.3263	 0.075011
6430.3680	 0.081512
6430.4097	 0.083537
6430.4514	 0.081519
6430.4932	 0.079421
6430.5349	 0.077684
6430.5766	 0.077908
6430.6183	 0.079424
6430.6601	 0.079666
6430.7018	 0.080772
6430.7435	 0.082324
6430.7852	 0.081056
6430.8270	 0.080200
6430.8687	 0.084201
6430.9104	 0.082586
6430.9521	 0.078428
6430.9939	 0.076910
6431.0356	 0.078653
6431.0773	 0.079128
6431.1190	 0.080175
6431.1608	 0.084616
6431.2025	 0.085728
6431.2442	 0.093324
6431.2859	 0.095213
6431.3277	 0.092365
6431.3694	 0.092038
6431.4111	 0.090775
6431.4528	 0.092553
6431.4946	 0.091928
6431.5363	 0.091174
6431.5780	 0.090888
6431.6197	 0.089768
6431.6615	 0.092722
6431.7032	 0.092765
6431.7449	 0.091900
6431.7866	 0.089201
6431.8284	 0.087259
6431.8701	 0.088642
6431.9118	 0.086478
6431.9535	 0.083442
6431.9953	 0.078300
6432.0370	 0.077219
6432.0787	 0.078405
6432.1204	 0.073421
6432.1622	 0.068498
6432.2039	 0.065220
6432.2456	 0.059919
6432.2873	 0.057190
6432.3291	 0.053811
6432.3708	 0.051056
6432.4125	 0.045713
6432.4542	 0.041972
6432.4960	 0.044034
6432.5377	 0.043397
6432.5794	 0.041895
6432.6211	 0.045701
6432.6629	 0.046118
6432.7046	 0.041151
6432.7463	 0.039874
6432.7880	 0.039940
6432.8298	 0.042216
6432.8715	 0.045423
6432.9132	 0.046194
6432.9549	 0.046466
6432.9967	 0.047002
6433.0384	 0.045497
6433.0801	 0.046154
6433.1218	 0.045194
6433.1636	 0.044826
6433.2053	 0.045902
6433.2470	 0.048337
6433.2887	 0.051298
6433.3305	 0.043241
6433.3722	 0.038105
6433.4139	 0.037733
6433.4556	 0.035938
6433.4974	 0.040029
6433.5391	 0.038657
6433.5808	 0.034547
6433.6225	 0.031164
6433.6643	 0.032697
6433.7060	 0.035441
6433.7477	 0.031518
6433.7894	 0.029695
6433.8312	 0.028729
6433.8729	 0.030111
6433.9146	 0.028018
6433.9563	 0.023268
6433.9981	 0.023616
6434.0398	 0.020911
6434.0815	 0.016762
6434.1232	 0.017877
6434.1650	 0.014391
6434.2067	 0.016891
6434.2484	 0.015985
6434.2901	 0.012956
6434.3319	 0.014397
6434.3736	 0.012293
6434.4153	 0.009702
6434.4570	 0.007945
6434.4988	 0.009043
6434.5405	 0.008697
6434.5822	 0.009171
6434.6239	 0.005523
6434.6657	 0.009485
6434.7074	 0.009777
6434.7491	 0.003871
6434.7908	 0.006152
6434.8326	 0.014840
6434.8743	 0.009781
6434.9160	 0.008302
6434.9577	 0.008538
6436.9188	 0.022707
6436.9605	 0.019387
6437.0023	 0.020237
6437.0440	 0.021113
6437.0857	 0.023050
6437.1274	 0.021714
6437.1692	 0.019412
6437.2109	 0.021159
6437.2526	 0.023753
6437.2943	 0.027206
6437.3361	 0.025414
6437.3778	 0.021537
6437.4195	 0.023413
6437.4612	 0.024802
6437.5030	 0.030091
6437.5447	 0.036547
6437.5864	 0.040532
6437.6281	 0.047318
6437.6699	 0.052778
6437.7116	 0.058417
6437.7533	 0.063665
6437.7950	 0.067413
6437.8368	 0.069609
6437.8785	 0.075824
6437.9202	 0.082855
6437.9619	 0.084074
6438.0037	 0.084097
6438.0454	 0.090423
6438.0871	 0.095977
6438.1288	 0.098276
6438.1706	 0.100254
6438.2123	 0.102799
6438.2540	 0.106097
6438.2957	 0.106810
6438.3375	 0.105777
6438.3792	 0.106680
6438.4209	 0.108200
6438.4626	 0.110304
6438.5044	 0.111272
6438.5461	 0.112324
6438.5878	 0.112765
6438.6295	 0.112125
6438.6713	 0.109858
6438.7130	 0.108026
6438.7547	 0.105945
6438.7964	 0.104480
6438.8382	 0.106309
6438.8799	 0.107566
6438.9216	 0.108246
6438.9633	 0.106518
6439.0051	 0.107250
6439.0468	 0.109962
6439.0885	 0.109938
6439.1302	 0.110016
6439.1720	 0.108060
6439.2137	 0.106533
6439.2554	 0.105892
6439.2971	 0.108438
6439.3389	 0.111145
6439.3806	 0.109227
6439.4223	 0.105041
6439.4640	 0.106333
6439.5058	 0.110321
6439.5475	 0.107435
6439.5892	 0.108325
6439.6309	 0.108580
6439.6727	 0.109448
6439.7144	 0.109366
6439.7561	 0.109090
6439.7978	 0.109149
6439.8396	 0.110250
6439.8813	 0.102370
6439.9230	 0.096674
6439.9647	 0.097265
6440.0065	 0.095867
6440.0482	 0.089585
6440.0899	 0.085222
6440.1316	 0.084383
6440.1734	 0.080379
6440.2151	 0.077967
6440.2568	 0.071139
6440.2985	 0.061711
6440.3403	 0.056229
6440.3820	 0.049663
6440.4237	 0.045546
6440.4654	 0.043138
6440.5072	 0.036076
6440.5489	 0.032706
6440.5906	 0.029220
6440.6323	 0.023077
6440.6741	 0.020596
6440.7158	 0.017619
6440.7575	 0.012732
6440.7992	 0.018172
6440.8410	 0.017560
6440.8827	 0.018290
6440.9244	 0.015404
6440.9661	 0.014926
7508.9793	 0.005436
7509.0280	 0.006800
7509.0767	 0.008325
7509.1254	 0.004159
7509.1740	 0.000475
7509.2227	 0.005132
7509.2714	 0.011426
7509.3201	 0.017030
7509.3688	 0.020711
7509.4174	 0.027355
7509.4661	 0.034103
7509.5148	 0.038575
7509.5635	 0.039630
7509.6121	 0.046214
7509.6608	 0.049115
7509.7095	 0.048998
7509.7582	 0.057643
7509.8069	 0.060307
7509.8555	 0.063079
7509.9042	 0.065151
7509.9529	 0.063259
7510.0016	 0.067829
7510.0502	 0.071315
7510.0989	 0.068841
7510.1476	 0.071365
7510.1963	 0.076081
7510.2450	 0.077447
7510.2936	 0.073930
7510.3423	 0.075865
7510.3910	 0.077770
7510.4397	 0.079216
7510.4883	 0.078220
7510.5370	 0.078209
7510.5857	 0.080427
7510.6344	 0.082562
7510.6831	 0.082222
7510.7317	 0.080268
7510.7804	 0.077968
7510.8291	 0.078721
7510.8778	 0.081389
7510.9264	 0.082723
7510.9751	 0.085890
7511.0238	 0.086372
7511.0725	 0.083768
7511.1212	 0.084724
7511.1698	 0.084162
7511.2185	 0.083194
7511.2672	 0.084399
7511.3159	 0.084937
7511.3645	 0.086403
7511.4132	 0.090213
7511.4619	 0.089625
7511.5106	 0.088103
7511.5593	 0.089549
7511.6079	 0.092351
7511.6566	 0.090076
7511.7053	 0.088685
7511.7540	 0.087395
7511.8027	 0.085223
7511.8513	 0.084491
7511.9000	 0.083129
7511.9487	 0.079601
7511.9974	 0.078401
7512.0460	 0.079425
7512.0947	 0.076081
7512.1434	 0.073331
7512.1921	 0.069776
7512.2408	 0.068470
7512.2894	 0.067499
7512.3381	 0.064534
7512.3868	 0.061424
7512.4355	 0.057596
7512.4841	 0.053029
7512.5328	 0.048862
7512.5815	 0.045637
7512.6302	 0.041500
7512.6789	 0.041381
7512.7275	 0.033029
7512.7762	 0.029514
7512.8249	 0.024976
7512.8736	 0.024879
7512.9222	 0.025023
7512.9709	 0.022710
7513.0196	 0.021994
7513.0683	 0.020990
7513.1170	 0.024336
7513.1656	 0.022026
7513.2143	 0.023447
7513.2630	 0.021799
7513.3117	 0.020509
7513.3603	 0.022353
