##Wavelenght  50617.621
lambda	Flux
0.1nm	---
---------	---------
6409.8066	 0.011369
6409.8482	 0.016823
6409.8899	 0.019690
6409.9315	 0.014869
6409.9732	 0.017622
6410.0148	 0.020084
6410.0565	 0.019866
6410.0981	 0.021900
6410.1398	 0.028258
6410.1814	 0.036841
6410.2231	 0.030084
6410.2647	 0.035083
6410.3064	 0.041480
6410.3480	 0.047946
6410.3897	 0.054353
6410.4313	 0.057715
6410.4730	 0.062453
6410.5146	 0.064941
6410.5562	 0.069511
6410.5979	 0.069664
6410.6395	 0.078615
6410.6812	 0.083932
6410.7228	 0.075344
6410.7645	 0.078155
6410.8061	 0.084372
6410.8478	 0.082617
6410.8894	 0.083626
6410.9311	 0.081176
6410.9727	 0.085498
6411.0144	 0.093825
6411.0560	 0.085173
6411.0977	 0.084580
6411.1393	 0.088143
6411.1810	 0.087791
6411.2226	 0.081199
6411.2642	 0.083458
6411.3059	 0.085937
6411.3475	 0.090154
6411.3892	 0.086430
6411.4308	 0.085392
6411.4725	 0.088990
6411.5141	 0.087117
6411.5558	 0.089615
6411.5974	 0.092150
6411.6391	 0.088695
6411.6807	 0.083524
6411.7224	 0.077622
6411.7640	 0.077752
6411.8057	 0.081450
6411.8473	 0.081233
6411.8889	 0.080782
6411.9306	 0.078642
6411.9722	 0.074981
6412.0139	 0.076058
6412.0555	 0.078316
6412.0972	 0.077991
6412.1388	 0.081820
6412.1805	 0.081442
6412.2221	 0.082919
6412.2638	 0.083125
6412.3054	 0.086864
6412.3471	 0.089293
6412.3887	 0.079770
6412.4304	 0.070268
6412.4720	 0.073971
6412.5137	 0.065738
6412.5553	 0.061908
6412.5969	 0.063631
6412.6386	 0.060197
6412.6802	 0.058932
6412.7219	 0.056328
6412.7635	 0.060500
6412.8052	 0.059376
6412.8468	 0.052497
6412.8885	 0.047871
6412.9301	 0.044906
6412.9718	 0.044343
6413.0134	 0.028874
6413.0551	 0.029974
6413.0967	 0.029315
6413.1384	 0.027135
6413.1800	 0.027007
6413.2217	 0.021530
6413.2633	 0.022731
6413.3049	 0.019720
6413.3466	 0.019252
6413.3882	 0.028755
6427.0090	 0.014077
6427.0507	 0.014239
