##Wavelenght  50383.320
lambda	Flux
0.1nm	---
---------	---------
6409.5866	 0.019937
6409.6283	 0.016635
6409.6700	 0.017163
6409.7117	 0.020589
6409.7535	 0.022237
6409.7952	 0.020411
6409.8369	 0.017298
6409.8786	 0.015453
6409.9204	 0.019704
6409.9621	 0.020043
6410.0038	 0.021921
6410.0455	 0.024340
6410.0873	 0.024588
6410.1290	 0.024243
6410.1707	 0.027280
6410.2124	 0.031759
6410.2542	 0.036881
6410.2959	 0.039197
6410.3376	 0.048581
6410.3793	 0.052992
6410.4211	 0.055594
6410.4628	 0.064444
6410.5045	 0.069612
6410.5462	 0.065977
6410.5880	 0.069775
6410.6297	 0.072726
6410.6714	 0.075089
6410.7131	 0.075781
6410.7549	 0.080099
6410.7966	 0.083189
6410.8383	 0.076538
6410.8800	 0.081845
6410.9218	 0.080011
6410.9635	 0.073257
6411.0052	 0.078151
6411.0469	 0.083015
6411.0887	 0.081783
6411.1304	 0.080857
6411.1721	 0.084519
6411.2138	 0.082105
6411.2556	 0.087666
6411.2973	 0.086335
6411.3390	 0.082291
6411.3807	 0.084872
6411.4225	 0.083723
6411.4642	 0.079810
6411.5059	 0.080705
6411.5476	 0.083825
6411.5894	 0.083808
6411.6311	 0.082538
6411.6728	 0.077579
6411.7145	 0.080951
6411.7563	 0.080090
6411.7980	 0.079217
6411.8397	 0.082584
6411.8814	 0.081893
6411.9232	 0.082335
6411.9649	 0.082515
6412.0066	 0.086007
6412.0483	 0.085369
6412.0901	 0.083569
6412.1318	 0.083680
6412.1735	 0.084543
6412.2152	 0.087923
6412.2570	 0.088341
6412.2987	 0.085272
6412.3404	 0.084437
6412.3821	 0.086305
6412.4239	 0.084704
6412.4656	 0.081968
6412.5073	 0.079589
6412.5490	 0.074563
6412.5908	 0.073637
6412.6325	 0.074258
6412.6742	 0.069553
6412.7159	 0.064986
6412.7577	 0.065030
6412.7994	 0.063820
6412.8411	 0.058839
6412.8828	 0.054955
6412.9246	 0.047505
6412.9663	 0.042417
6413.0080	 0.036126
6413.0497	 0.033501
6413.0915	 0.030516
6413.1332	 0.027030
6413.1749	 0.022381
6413.2166	 0.020236
6413.2584	 0.018356
