##Wavelenght  49914.574
lambda	Flux
0.1nm	---
---------	---------
6409.7224	 0.019534
6409.7640	 0.017178
6409.8056	 0.016090
6409.8471	 0.016057
6409.8887	 0.017093
6409.9303	 0.019916
6409.9719	 0.019268
6410.0135	 0.019258
6410.0551	 0.022799
6410.0967	 0.024854
6410.1383	 0.025413
6410.1798	 0.028932
6410.2214	 0.032958
6410.2630	 0.032354
6410.3046	 0.038038
6410.3462	 0.046963
6410.3878	 0.051328
6410.4294	 0.057805
6410.4710	 0.064954
6410.5125	 0.065784
6410.5541	 0.068966
6410.5957	 0.071198
6410.6373	 0.070498
6410.6789	 0.073430
6410.7205	 0.074296
6410.7621	 0.078877
6410.8037	 0.079684
6410.8452	 0.081442
6410.8868	 0.083192
6410.9284	 0.083119
6410.9700	 0.087560
6411.0116	 0.087198
6411.0532	 0.083172
6411.0948	 0.086224
6411.1363	 0.085557
6411.1779	 0.084056
6411.2195	 0.085323
6411.2611	 0.088391
6411.3027	 0.088504
6411.3443	 0.088633
6411.3859	 0.091958
6411.4275	 0.094221
6411.4690	 0.093524
6411.5106	 0.090613
6411.5522	 0.084642
6411.5938	 0.082380
6411.6354	 0.084507
6411.6770	 0.084106
6411.7186	 0.083070
6411.7602	 0.084613
6411.8017	 0.083318
6411.8433	 0.080244
6411.8849	 0.081009
6411.9265	 0.082339
6411.9681	 0.082081
6412.0097	 0.080945
6412.0513	 0.080366
6412.0929	 0.080474
6412.1344	 0.078613
6412.1760	 0.072931
6412.2176	 0.070897
6412.2592	 0.072237
6412.3008	 0.076264
6412.3424	 0.076610
6412.3840	 0.073473
6412.4255	 0.070107
6412.4671	 0.070054
6412.5087	 0.070633
6412.5503	 0.067776
6412.5919	 0.066322
6412.6335	 0.064512
6412.6751	 0.060951
6412.7167	 0.056426
6412.7582	 0.051813
6412.7998	 0.046192
6412.8414	 0.045103
6412.8830	 0.046332
6412.9246	 0.047275
6412.9662	 0.045278
6413.0078	 0.039068
6413.0494	 0.031404
6413.0909	 0.026005
6413.1325	 0.021354
6413.1741	 0.022492
6413.2157	 0.023580
6413.2573	 0.022935
6413.2989	 0.026102
6413.3405	 0.023519
6427.5633	 0.008995
