##Wavelenght  51122.375
lambda	Flux
0.1nm	---
---------	---------
6409.7127	 0.021839
6409.7404	 0.025868
6409.7680	 0.024560
6409.7957	 0.021308
6409.8234	 0.020179
6409.8511	 0.022696
6409.8787	 0.023765
6409.9064	 0.021666
6409.9341	 0.021135
6409.9618	 0.025571
6409.9894	 0.031566
6410.0171	 0.029237
6410.0448	 0.027583
6410.0725	 0.031331
6410.1001	 0.025727
6410.1278	 0.021469
6410.1555	 0.029878
6410.1832	 0.034867
6410.2108	 0.032625
6410.2385	 0.030412
6410.2662	 0.037600
6410.2939	 0.045798
6410.3215	 0.043304
6410.3492	 0.047073
6410.3769	 0.057399
6410.4046	 0.060585
6410.4323	 0.061016
6410.4599	 0.062110
6410.4876	 0.062625
6410.5153	 0.064061
6410.5430	 0.066079
6410.5706	 0.066754
6410.5983	 0.072388
6410.6260	 0.080802
6410.6537	 0.077696
6410.6813	 0.072294
6410.7090	 0.072857
6410.7367	 0.071518
6410.7644	 0.073878
6410.7920	 0.082448
6410.8197	 0.082023
6410.8474	 0.080293
6410.8751	 0.086860
6410.9027	 0.084755
6410.9304	 0.079621
6410.9581	 0.085331
6410.9858	 0.089880
6411.0135	 0.086397
6411.0411	 0.079067
6411.0688	 0.082475
6411.0965	 0.092308
6411.1242	 0.091185
6411.1518	 0.087062
6411.1795	 0.087113
6411.2072	 0.089113
6411.2349	 0.084236
6411.2625	 0.077912
6411.2902	 0.088933
6411.3179	 0.095332
6411.3456	 0.086499
6411.3732	 0.086985
6411.4009	 0.091438
6411.4286	 0.089221
6411.4563	 0.085275
6411.4839	 0.084797
6411.5116	 0.088352
6411.5393	 0.089221
6411.5670	 0.089627
6411.5946	 0.092532
6411.6223	 0.089126
6411.6500	 0.081813
6411.6777	 0.079260
6411.7054	 0.081451
6411.7330	 0.084108
6411.7607	 0.082865
6411.7884	 0.080607
6411.8161	 0.080680
6411.8437	 0.083323
6411.8714	 0.080741
6411.8991	 0.074506
6411.9268	 0.074962
6411.9544	 0.072516
6411.9821	 0.066696
6412.0098	 0.073051
6412.0375	 0.081689
6412.0651	 0.082760
6412.0928	 0.081287
6412.1205	 0.079765
6412.1482	 0.078398
