##Wavelenght  49581.504
lambda	Flux
0.1nm	---
---------	---------
6409.5896	 0.024316
6409.6312	 0.018581
6409.6727	 0.017190
6409.7143	 0.018767
6409.7559	 0.016324
6409.7974	 0.015006
6409.8390	 0.015214
6409.8806	 0.015859
6409.9222	 0.021642
6409.9637	 0.020143
6410.0053	 0.023498
6410.0469	 0.023979
6410.0884	 0.023621
6410.1300	 0.022629
6410.1716	 0.024922
6410.2131	 0.031445
6410.2547	 0.036847
6410.2963	 0.041353
6410.3378	 0.044418
6410.3794	 0.046739
6410.4210	 0.055647
6410.4626	 0.058536
6410.5041	 0.060830
6410.5457	 0.070810
6410.5873	 0.071143
6410.6288	 0.070467
6410.6704	 0.070885
6410.7120	 0.078073
6410.7535	 0.079908
6410.7951	 0.082498
6410.8367	 0.084517
6410.8782	 0.085731
6410.9198	 0.086799
6410.9614	 0.083094
6411.0029	 0.079509
6411.0445	 0.083484
6411.0861	 0.085280
6411.1277	 0.081710
6411.1692	 0.081344
6411.2108	 0.083860
6411.2524	 0.086943
6411.2939	 0.086501
6411.3355	 0.084096
6411.3771	 0.084679
6411.4186	 0.085227
6411.4602	 0.082933
6411.5018	 0.079876
6411.5433	 0.081958
6411.5849	 0.080898
6411.6265	 0.076651
6411.6681	 0.077910
6411.7096	 0.080758
6411.7512	 0.080631
6411.7928	 0.082057
6411.8343	 0.083509
6411.8759	 0.084422
6411.9175	 0.084579
6411.9590	 0.081755
6412.0006	 0.079353
6412.0422	 0.080206
6412.0837	 0.079038
6412.1253	 0.075315
6412.1669	 0.073947
6412.2085	 0.076176
6412.2500	 0.074165
6412.2916	 0.073498
6412.3332	 0.071941
6412.3747	 0.071381
6412.4163	 0.070792
6412.4579	 0.071785
6412.4994	 0.069633
6412.5410	 0.068585
6412.5826	 0.070264
6412.6241	 0.067295
6412.6657	 0.062616
6412.7073	 0.060693
6412.7488	 0.058986
6412.7904	 0.053624
6412.8320	 0.050756
6412.8736	 0.051986
6412.9151	 0.048489
6412.9567	 0.043772
6412.9983	 0.042783
6413.0398	 0.038562
6413.0814	 0.032406
6413.1230	 0.027691
6413.1645	 0.022952
6413.2061	 0.017215
6413.2477	 0.016729
