##Wavelenght  49915.617
lambda	Flux
0.1nm	---
---------	---------
6409.7224	 0.020370
6409.7640	 0.016268
6409.8056	 0.014241
6409.8471	 0.008940
6409.8887	 0.014019
6409.9303	 0.016656
6409.9719	 0.016340
6410.0135	 0.015022
6410.0551	 0.015468
6410.0967	 0.020797
6410.1383	 0.027779
6410.1798	 0.025575
6410.2214	 0.022413
6410.2630	 0.034488
6410.3046	 0.039824
6410.3462	 0.046703
6410.3878	 0.049665
6410.4294	 0.055210
6410.4710	 0.053812
6410.5125	 0.055025
6410.5541	 0.062793
6410.5957	 0.065568
6410.6373	 0.065080
6410.6789	 0.065844
6410.7205	 0.074741
6410.7621	 0.078753
6410.8037	 0.073369
6410.8452	 0.077511
6410.8868	 0.082354
6410.9284	 0.084675
6410.9700	 0.085085
6411.0116	 0.086371
6411.0532	 0.087797
6411.0948	 0.086108
6411.1363	 0.087039
6411.1779	 0.085962
6411.2195	 0.087525
6411.2611	 0.083993
6411.3027	 0.085074
6411.3443	 0.090000
6411.3859	 0.087582
6411.4275	 0.085860
6411.4690	 0.085799
6411.5106	 0.085994
6411.5522	 0.087281
6411.5938	 0.089748
6411.6354	 0.089181
6411.6770	 0.085348
6411.7186	 0.079995
6411.7602	 0.075749
6411.8017	 0.075022
6411.8433	 0.074534
6411.8849	 0.079036
6411.9265	 0.080658
6411.9681	 0.077398
6412.0097	 0.080813
6412.0513	 0.082692
6412.0929	 0.081996
6412.1344	 0.082432
6412.1760	 0.078570
6412.2176	 0.077260
6412.2592	 0.075973
6412.3008	 0.078198
6412.3424	 0.075733
6412.3840	 0.070178
6412.4255	 0.070681
6412.4671	 0.070674
6412.5087	 0.069669
6412.5503	 0.059849
6412.5919	 0.065256
6412.6335	 0.067605
6412.6751	 0.070065
6412.7167	 0.063541
6412.7582	 0.052864
6412.7998	 0.051624
6412.8414	 0.048423
6412.8830	 0.046154
6412.9246	 0.041395
6412.9662	 0.035782
6413.0078	 0.033866
6413.0494	 0.021922
6413.0909	 0.023463
6413.1325	 0.021847
6413.1741	 0.017741
6413.2157	 0.015955
6413.2573	 0.015818
6413.2989	 0.021548
6413.3405	 0.018322
6427.5633	 0.006228
