##Wavelenght  49669.355
lambda	Flux
0.1nm	---
---------	---------
6427.5931	 0.015250
6427.6130	 0.015827
6427.6329	 0.011214
6427.6528	 0.008922
6427.6727	 0.011074
6427.6926	 0.008763
6427.7125	 0.003416
6427.7324	 0.003610
6427.7523	 0.006441
6427.7722	 0.007741
6427.7921	 0.011316
6427.8120	 0.017428
6427.8319	 0.015515
6427.8518	 0.015394
6427.8717	 0.007752
6427.8917	 0.003324
6427.9116	 0.007202
6427.9315	 0.020981
6427.9514	 0.015512
6427.9713	 0.009090
6427.9912	 0.006663
6428.0111	 0.006012
6428.0310	 0.007370
6428.0509	 0.006396
6428.0708	 0.002362
6428.0907	 0.005712
6428.1106	 0.005466
6428.1305	-0.000549
6428.1504	 0.003019
6428.1703	 0.008399
6428.1902	 0.005372
6428.2101	-0.000893
6428.2300	-0.005261
6428.2499	 0.003013
6428.2698	 0.005701
6428.2897	 0.002061
6428.3096	 0.011545
6428.3295	 0.003639
6428.3494	 0.001714
6428.3693	 0.007737
6428.3892	 0.006327
6428.4091	 0.006871
6428.4290	 0.002383
6428.4489	-0.003201
6428.4688	 0.001289
6428.4887	 0.010386
6428.5086	 0.014999
6428.5285	 0.011903
6428.5485	 0.011390
6428.5684	 0.013131
6428.5883	 0.013226
6428.6082	 0.014318
6428.6281	 0.012281
6428.6480	 0.010395
6428.6679	 0.012891
6428.6878	 0.013116
6428.7077	 0.008510
6428.7276	 0.013812
6428.7475	 0.009258
6428.7674	 0.007867
6428.7873	 0.011504
6428.8072	 0.009854
6428.8271	 0.005482
6428.8470	 0.004206
6428.8669	 0.011665
6428.8868	 0.007548
6428.9067	 0.016997
6428.9266	 0.021479
6428.9465	 0.013721
6428.9664	 0.018100
6428.9863	 0.002214
6429.0062	-0.000999
6429.0261	 0.005888
6429.0460	 0.015444
6429.0659	 0.014923
6429.0858	 0.014399
6429.1057	 0.019616
6429.1256	 0.010151
6429.1455	 0.016991
6429.1654	 0.005574
6429.1853	 0.018169
6429.2052	 0.017346
6429.2252	 0.007267
6429.2451	 0.011887
6429.2650	 0.020502
6429.2849	 0.014490
6429.3048	 0.027586
6429.3247	 0.018288
6429.3446	 0.022769
