##Wavelenght  51002.508
lambda	Flux
0.1nm	---
---------	---------
6409.6188	 0.010939
6409.6588	 0.008831
6409.6988	 0.015476
6409.7388	 0.012884
6409.7788	 0.010432
6409.8187	 0.016307
6409.8587	 0.027205
6409.8987	 0.015721
6409.9387	 0.015667
6409.9787	 0.018169
6410.0187	 0.027981
6410.0587	 0.027533
6410.0987	 0.014943
6410.1387	 0.021453
6410.1786	 0.034495
6410.2186	 0.034080
6410.2586	 0.037088
6410.2986	 0.042995
6410.3386	 0.049331
6410.3786	 0.055849
6410.4186	 0.056313
6410.4586	 0.055993
6410.4986	 0.060406
6410.5385	 0.065213
6410.5785	 0.072817
6410.6185	 0.079423
6410.6585	 0.078931
6410.6985	 0.077362
6410.7385	 0.080144
6410.7785	 0.087061
6410.8185	 0.087715
6410.8585	 0.095365
6410.8985	 0.095798
6410.9384	 0.097351
6410.9784	 0.095090
6411.0184	 0.092899
6411.0584	 0.093983
6411.0984	 0.098640
6411.1384	 0.106056
6411.1784	 0.106269
6411.2184	 0.103822
6411.2584	 0.104905
6411.2983	 0.095331
6411.3383	 0.095215
6411.3783	 0.096240
6411.4183	 0.092677
6411.4583	 0.089480
6411.4983	 0.085761
6411.5383	 0.082487
6411.5783	 0.081323
6411.6183	 0.077388
6411.6582	 0.077982
6411.6982	 0.082401
6411.7382	 0.076798
6411.7782	 0.075939
6411.8182	 0.073361
6411.8582	 0.076466
6411.8982	 0.072213
6411.9382	 0.067251
6411.9782	 0.073374
6412.0181	 0.081713
6412.0581	 0.079051
6412.0981	 0.081470
6412.1381	 0.077156
6412.1781	 0.072304
6412.2181	 0.075248
6412.2581	 0.078210
6412.2981	 0.079415
6412.3381	 0.071721
6412.3781	 0.066343
6412.4180	 0.067070
6412.4580	 0.068498
6412.4980	 0.076317
6412.5380	 0.083953
6412.5780	 0.081362
6412.6180	 0.073403
6412.6580	 0.066793
6412.6980	 0.064763
6412.7380	 0.067312
6412.7779	 0.065239
6412.8179	 0.058275
6412.8579	 0.056356
6412.8979	 0.053429
6412.9379	 0.054673
6412.9779	 0.043963
6413.0179	 0.045345
6413.0579	 0.035574
6413.0979	 0.036076
6413.1378	 0.022321
