##Wavelenght  49920.621
lambda	Flux
0.1nm	---
---------	---------
6409.7224	 0.021951
6409.7640	 0.022495
6409.8056	 0.019108
6409.8471	 0.019741
6409.8887	 0.021052
6409.9303	 0.021576
6409.9719	 0.025287
6410.0135	 0.023807
6410.0551	 0.023673
6410.0967	 0.026371
6410.1383	 0.024376
6410.1798	 0.030303
6410.2214	 0.035429
6410.2630	 0.037277
6410.3046	 0.043514
6410.3462	 0.045979
6410.3878	 0.050533
6410.4294	 0.055293
6410.4710	 0.061809
6410.5125	 0.063248
6410.5541	 0.069672
6410.5957	 0.071305
6410.6373	 0.071422
6410.6789	 0.074365
6410.7205	 0.076364
6410.7621	 0.076305
6410.8037	 0.078601
6410.8452	 0.074257
6410.8868	 0.078221
6410.9284	 0.083404
6410.9700	 0.085321
6411.0116	 0.087166
6411.0532	 0.090293
6411.0948	 0.090433
6411.1363	 0.093467
6411.1779	 0.092296
6411.2195	 0.091671
6411.2611	 0.090671
6411.3027	 0.089977
6411.3443	 0.092465
6411.3859	 0.090255
6411.4275	 0.087038
6411.4690	 0.084045
6411.5106	 0.082831
6411.5522	 0.079668
6411.5938	 0.076811
6411.6354	 0.077033
6411.6770	 0.079522
6411.7186	 0.080202
6411.7602	 0.078348
6411.8017	 0.078476
6411.8433	 0.078905
6411.8849	 0.079484
6411.9265	 0.081636
6411.9681	 0.081151
6412.0097	 0.078922
6412.0513	 0.077647
6412.0929	 0.074435
6412.1344	 0.072352
6412.1760	 0.076575
6412.2176	 0.080428
6412.2592	 0.079875
6412.3008	 0.077210
6412.3424	 0.079195
6412.3840	 0.080250
6412.4255	 0.082243
6412.4671	 0.082228
6412.5087	 0.076067
6412.5503	 0.070376
6412.5919	 0.066849
6412.6335	 0.066582
6412.6751	 0.068586
6412.7167	 0.063859
6412.7582	 0.062903
6412.7998	 0.063026
6412.8414	 0.055802
6412.8830	 0.055840
6412.9246	 0.051992
6412.9662	 0.051597
6413.0078	 0.045001
6413.0494	 0.035168
6413.0909	 0.031675
6413.1325	 0.028962
6413.1741	 0.023147
6413.2157	 0.017528
6413.2573	 0.022781
6413.2989	 0.021645
6413.3405	 0.021656
6427.5633	 0.011146
