##Wavelenght  51001.629
lambda	Flux
0.1nm	---
---------	---------
6409.6188	 0.017306
6409.6588	 0.015521
6409.6988	 0.018392
6409.7388	 0.014349
6409.7788	 0.015854
6409.8187	 0.020731
6409.8587	 0.018250
6409.8987	 0.015816
6409.9387	 0.019832
6409.9787	 0.025004
6410.0187	 0.025368
6410.0587	 0.025288
6410.0987	 0.023048
6410.1387	 0.023888
6410.1786	 0.021857
6410.2186	 0.029770
6410.2586	 0.033060
6410.2986	 0.042363
6410.3386	 0.047092
6410.3786	 0.050729
6410.4186	 0.060254
6410.4586	 0.060490
6410.4986	 0.065578
6410.5385	 0.068870
6410.5785	 0.069921
6410.6185	 0.066587
6410.6585	 0.068309
6410.6985	 0.075255
6410.7385	 0.080973
6410.7785	 0.079186
6410.8185	 0.078295
6410.8585	 0.080744
6410.8985	 0.082526
6410.9384	 0.088007
6410.9784	 0.092035
6411.0184	 0.086407
6411.0584	 0.083476
6411.0984	 0.086006
6411.1384	 0.089393
6411.1784	 0.090637
6411.2184	 0.086499
6411.2584	 0.086760
6411.2983	 0.087445
6411.3383	 0.084899
6411.3783	 0.088175
6411.4183	 0.097222
6411.4583	 0.095927
6411.4983	 0.090980
6411.5383	 0.089759
6411.5783	 0.092819
6411.6183	 0.088438
6411.6582	 0.087037
6411.6982	 0.086516
6411.7382	 0.088132
6411.7782	 0.087092
6411.8182	 0.086619
6411.8582	 0.088527
6411.8982	 0.088975
6411.9382	 0.087477
6411.9782	 0.085578
6412.0181	 0.085448
6412.0581	 0.085368
6412.0981	 0.087816
6412.1381	 0.087251
6412.1781	 0.084836
6412.2181	 0.081328
6412.2581	 0.082485
6412.2981	 0.082688
6412.3381	 0.081644
6412.3781	 0.075791
6412.4180	 0.079255
6412.4580	 0.078464
6412.4980	 0.071878
6412.5380	 0.068704
6412.5780	 0.066492
6412.6180	 0.069980
6412.6580	 0.070041
6412.6980	 0.064835
6412.7380	 0.060382
6412.7779	 0.057026
6412.8179	 0.054507
6412.8579	 0.054757
6412.8979	 0.054250
6412.9379	 0.048747
6412.9779	 0.044590
6413.0179	 0.042720
6413.0579	 0.033804
6413.0979	 0.029903
6413.1378	 0.030269
