##Wavelenght  49916.629
lambda	Flux
0.1nm	---
---------	---------
6409.7224	 0.018095
6409.7640	 0.021611
6409.8056	 0.022477
6409.8471	 0.017528
6409.8887	 0.011699
6409.9303	 0.020238
6409.9719	 0.022010
6410.0135	 0.015870
6410.0551	 0.017726
6410.0967	 0.019169
6410.1383	 0.020369
6410.1798	 0.022195
6410.2214	 0.028505
6410.2630	 0.030844
6410.3046	 0.042363
6410.3462	 0.042883
6410.3878	 0.045101
6410.4294	 0.053066
6410.4710	 0.053766
6410.5125	 0.053285
6410.5541	 0.066418
6410.5957	 0.070892
6410.6373	 0.063597
6410.6789	 0.072081
6410.7205	 0.077302
6410.7621	 0.074702
6410.8037	 0.082588
6410.8452	 0.075013
6410.8868	 0.080432
6410.9284	 0.087740
6410.9700	 0.072765
6411.0116	 0.088518
6411.0532	 0.089346
6411.0948	 0.084038
6411.1363	 0.087582
6411.1779	 0.090594
6411.2195	 0.084608
6411.2611	 0.084957
6411.3027	 0.083749
6411.3443	 0.081584
6411.3859	 0.089753
6411.4275	 0.081864
6411.4690	 0.075205
6411.5106	 0.082508
6411.5522	 0.083504
6411.5938	 0.083404
6411.6354	 0.083318
6411.6770	 0.082132
6411.7186	 0.080771
6411.7602	 0.084109
6411.8017	 0.089158
6411.8433	 0.091186
6411.8849	 0.091592
6411.9265	 0.092374
6411.9681	 0.089545
6412.0097	 0.088266
6412.0513	 0.089307
6412.0929	 0.085655
6412.1344	 0.085136
6412.1760	 0.080533
6412.2176	 0.080833
6412.2592	 0.086883
6412.3008	 0.085697
6412.3424	 0.085762
6412.3840	 0.080512
6412.4255	 0.077109
6412.4671	 0.078422
6412.5087	 0.075625
6412.5503	 0.073303
6412.5919	 0.065097
6412.6335	 0.065372
6412.6751	 0.065109
6412.7167	 0.063947
6412.7582	 0.068479
6412.7998	 0.061785
6412.8414	 0.055092
6412.8830	 0.051943
6412.9246	 0.041994
6412.9662	 0.042668
6413.0078	 0.039780
6413.0494	 0.034607
6413.0909	 0.018799
6413.1325	 0.024737
6413.1741	 0.016303
6413.2157	 0.015798
6413.2573	 0.020377
6413.2989	 0.017554
6413.3405	 0.017231
6427.5633	 0.012029
