##Wavelenght  49675.324
lambda	Flux
6429.3645	 0.023575
6429.3844	 0.024293
6429.4043	 0.026167
6429.4242	 0.030333
6429.4441	 0.034583
6429.4640	 0.031906
6429.4839	 0.033766
6429.5038	 0.034360
6429.5237	 0.035140
6429.5436	 0.033081
6429.5635	 0.033723
6429.5834	 0.037959
6429.6033	 0.047130
6429.6232	 0.047996
6429.6431	 0.049171
6429.6630	 0.051825
6429.6829	 0.053430
6429.7028	 0.055592
6429.7227	 0.058310
6429.7426	 0.059674
6429.7625	 0.065614
6429.7824	 0.064742
6429.8023	 0.062157
6429.8222	 0.064030
6429.8421	 0.071350
6429.8620	 0.068384
6429.8820	 0.066946
6429.9019	 0.068057
6429.9218	 0.073140
6429.9417	 0.073042
6429.9616	 0.069651
6429.9815	 0.073495
6430.0014	 0.072041
6430.0213	 0.067826
6430.0412	 0.072122
6430.0611	 0.076248
6430.0810	 0.080859
6430.1009	 0.083439
6430.1208	 0.081083
6430.1407	 0.076221
6430.1606	 0.076595
6430.1805	 0.081470
6430.2004	 0.084123
6430.2203	 0.083413
6430.2402	 0.081840
6430.2601	 0.078910
6430.2800	 0.079612
6430.2999	 0.082068
6430.3198	 0.081305
6430.3397	 0.078990
6430.3596	 0.080726
6430.3795	 0.086247
6430.3994	 0.086041
6430.4193	 0.084839
6430.4392	 0.081697
6430.4591	 0.078082
6430.4790	 0.081265
6430.4989	 0.083750
6430.5188	 0.083072
6430.5388	 0.083813
6430.5587	 0.084874
6430.5786	 0.082684
6430.5985	 0.080181
6430.6184	 0.083529
6430.6383	 0.083596
6430.6582	 0.080366
6430.6781	 0.082480
6430.6980	 0.080636
6430.7179	 0.078441
6430.7378	 0.081595
6430.7577	 0.082854
6430.7776	 0.080634
6430.7975	 0.080726
6430.8174	 0.080075
6430.8373	 0.076987
6430.8572	 0.078344
6430.8771	 0.080065
6430.8970	 0.074869
6430.9169	 0.075670
6430.9368	 0.080877
6430.9567	 0.081025
6430.9766	 0.079159
6430.9965	 0.079818
6431.0164	 0.078821
6431.0363	 0.078987
6431.0562	 0.077575
6431.0761	 0.078294
6431.0960	 0.080988
6431.1159	 0.077210
6431.1358	 0.076655
6431.1557	 0.081857
6431.1756	 0.082429
6431.1956	 0.077923
6431.2155	 0.078007
6431.2354	 0.082462
6431.2553	 0.084888
6431.2752	 0.085389
6431.2951	 0.083496
6431.3150	 0.081530
6431.3349	 0.080780
6431.3548	 0.085618
6431.3747	 0.085359
6431.3946	 0.087167
6431.4145	 0.091120
6431.4344	 0.088522
6431.4543	 0.086575
6431.4742	 0.087705
6431.4941	 0.087668
6431.5140	 0.089447
6431.5339	 0.089611
6431.5538	 0.096527
6431.5737	 0.094307
6431.5936	 0.095205
6431.6135	 0.096175
6431.6334	 0.087778
6431.6533	 0.083747
6431.6732	 0.081168
6431.6931	 0.080422
6431.7130	 0.083956
6431.7329	 0.086720
6431.7528	 0.085420
6431.7727	 0.085306
6431.7926	 0.091289
6431.8125	 0.087124
6431.8324	 0.088383
6431.8523	 0.093279
6431.8723	 0.090180
6431.8922	 0.088170
6431.9121	 0.087479
6431.9320	 0.086741
6431.9519	 0.088584
6431.9718	 0.081598
6431.9917	 0.081263
6432.0116	 0.080528
6432.0315	 0.078328
6432.0514	 0.074084
6432.0713	 0.073032
6432.0912	 0.076061
6432.1111	 0.071615
6432.1310	 0.064359
6432.1509	 0.065377
6432.1708	 0.065142
6432.1907	 0.061944
6432.2106	 0.057736
6432.2305	 0.060891
6432.2504	 0.060980
6432.2703	 0.059697
6432.2902	 0.052907
6432.3101	 0.055379
6432.3300	 0.060310
6432.3499	 0.051457
6432.3698	 0.043504
6432.3897	 0.046312
6432.4096	 0.050830
6432.4295	 0.043765
6432.4494	 0.045973
6432.4693	 0.046468
6432.4892	 0.046982
6432.5091	 0.045088
6432.5291	 0.043618
6432.5490	 0.043061
6432.5689	 0.042775
6432.5888	 0.046272
6432.6087	 0.043565
6432.6286	 0.043106
6432.6485	 0.048368
6432.6684	 0.048731
6432.6883	 0.045674
6432.7082	 0.045177
6432.7281	 0.047333
6432.7480	 0.047209
6432.7679	 0.046317
6432.7878	 0.049214
6432.8077	 0.047266
6432.8276	 0.043597
6432.8475	 0.046410
6432.8674	 0.046848
6432.8873	 0.048509
6432.9072	 0.053051
6432.9271	 0.050106
6432.9470	 0.052194
6432.9669	 0.046613
6432.9868	 0.041259
6433.0067	 0.042327
6433.0266	 0.046940
6433.0465	 0.043215
6433.0664	 0.039032
6433.0863	 0.040318
6433.1062	 0.043255
6433.1261	 0.049225
6433.1460	 0.050580
6433.1659	 0.052514
6433.1858	 0.049068
6433.2058	 0.044941
6433.2257	 0.041433
6433.2456	 0.039072
6433.2655	 0.038072
6433.2854	 0.042049
6433.3053	 0.042007
6433.3252	 0.041464
6433.3451	 0.041888
6433.3650	 0.041713
6433.3849	 0.034643
6433.4048	 0.032974
6433.4247	 0.038592
6433.4446	 0.037409
6433.4645	 0.032973
6433.4844	 0.034376
6433.5043	 0.036817
6433.5242	 0.035892
6433.5441	 0.033820
6433.5640	 0.031631
6433.5839	 0.037581
6433.6038	 0.039956
6433.6237	 0.037744
6433.6436	 0.039950
6433.6635	 0.038628
6433.6834	 0.036632
6433.7033	 0.037910
6433.7232	 0.034909
6433.7431	 0.030601
6433.7630	 0.029801
6433.7829	 0.029207
6433.8028	 0.028659
6433.8227	 0.029525
6433.8426	 0.028452
6433.8626	 0.025062
6433.8825	 0.022806
6433.9024	 0.023710
6433.9223	 0.024759
6433.9422	 0.027028
6433.9621	 0.027381
6433.9820	 0.024995
6434.0019	 0.023683
6434.0218	 0.021193
6434.0417	 0.017791
6434.0616	 0.019024
6434.0815	 0.021345
6434.1014	 0.019527
6434.1213	 0.017322
6434.1412	 0.013276
6434.1611	 0.011912
6434.1810	 0.012180
6434.2009	 0.009083
6434.2208	 0.010438
6434.2407	 0.012382
6434.2606	 0.011261
6434.2805	 0.011385
6434.3004	 0.011398
6434.3203	 0.014682
6434.3402	 0.018248
6434.3601	 0.017777
6434.3800	 0.016480
6434.3999	 0.016716
6434.4198	 0.013357
6434.4397	 0.009259
6434.4596	 0.011533
6434.4795	 0.014575
6434.4994	 0.014634
6434.5194	 0.011067
6434.5393	 0.009221
6434.5592	 0.010425
6434.5791	 0.012890
6434.5990	 0.010126
6434.6189	 0.008431
6434.6388	 0.009412
6434.6587	 0.010163
6434.6786	 0.012016
6434.6985	 0.013878
6434.7184	 0.014288
6434.7383	 0.009338
6434.7582	 0.009016
6434.7781	 0.012233
6434.7980	 0.013374
6434.8179	 0.016253
6434.8378	 0.019293
6434.8577	 0.015989
6434.8776	 0.011995
6434.8975	 0.010998
6434.9174	 0.007557
6434.9373	 0.007597
6434.9572	 0.009939
6434.9771	 0.007252
6434.9970	 0.003558
6436.1912	 0.016898
6436.2111	 0.016775
6436.2310	 0.015152
6436.2509	 0.014758
6436.2708	 0.016926
6436.2907	 0.014147
6436.3106	 0.013868
6436.3305	 0.012595
6436.3504	 0.013596
6436.3703	 0.019447
6436.3902	 0.018411
6436.4101	 0.020165
6436.4300	 0.019286
6436.4499	 0.016311
6436.4698	 0.019522
6436.4897	 0.025185
6436.5097	 0.023986
6436.5296	 0.028230
6436.5495	 0.025286
6436.5694	 0.023363
6436.5893	 0.021803
6436.6092	 0.023235
6436.6291	 0.022969
6436.6490	 0.021113
6436.6689	 0.015883
6436.6888	 0.017463
6436.7087	 0.017299
6436.7286	 0.017842
6436.7485	 0.018441
6436.7684	 0.015735
6436.7883	 0.009515
6436.8082	 0.008220
6436.8281	 0.015581
6436.8480	 0.011932
6436.8679	 0.015236
6436.8878	 0.024686
6436.9077	 0.017078
6436.9276	 0.018017
6436.9475	 0.020965
6436.9674	 0.026649
6436.9873	 0.029817
6437.0072	 0.021569
6437.0271	 0.011800
6437.0470	 0.017384
6437.0669	 0.020828
6437.0868	 0.023347
6437.1067	 0.020379
6437.1266	 0.024605
6437.1465	 0.032273
6437.1664	 0.027286
6437.1864	 0.032282
6437.2063	 0.027291
6437.2262	 0.025385
6437.2461	 0.025323
6437.2660	 0.022991
6437.2859	 0.025484
6437.3058	 0.025675
6437.3257	 0.027502
6437.3456	 0.025135
6437.3655	 0.026037
6437.3854	 0.028642
6437.4053	 0.026624
6437.4252	 0.027106
6437.4451	 0.030095
6437.4650	 0.036748
6437.4849	 0.035028
6437.5048	 0.031439
6437.5247	 0.030731
6437.5446	 0.030435
6437.5645	 0.032986
6437.5844	 0.034913
6437.6043	 0.042895
6437.6242	 0.047170
6437.6441	 0.046888
6437.6640	 0.046534
6437.6839	 0.050840
6437.7038	 0.049901
6437.7237	 0.057018
6437.7436	 0.059289
6437.7635	 0.061121
6437.7834	 0.061832
6437.8033	 0.065278
6437.8232	 0.069351
6437.8432	 0.065412
6437.8631	 0.072811
6437.8830	 0.076596
6437.9029	 0.081928
6437.9228	 0.079524
6437.9427	 0.081260
6437.9626	 0.082074
6437.9825	 0.088803
6438.0024	 0.091980
6438.0223	 0.085129
6438.0422	 0.089719
6438.0621	 0.093333
6438.0820	 0.101415
6438.1019	 0.105188
6438.1218	 0.105160
6438.1417	 0.107720
6438.1616	 0.108047
6438.1815	 0.106038
6438.2014	 0.109204
6438.2213	 0.103289
6438.2412	 0.102384
6438.2611	 0.106612
6438.2810	 0.102760
6438.3009	 0.106448
6438.3208	 0.103277
6438.3407	 0.104437
6438.3606	 0.103290
6438.3805	 0.104406
6438.4004	 0.107994
6438.4203	 0.106756
6438.4402	 0.105899
6438.4601	 0.112000
6438.4800	 0.115680
6438.5000	 0.111400
6438.5199	 0.110519
6438.5398	 0.107612
6438.5597	 0.106425
6438.5796	 0.109983
6438.5995	 0.114783
6438.6194	 0.116316
6438.6393	 0.122549
6438.6592	 0.117473
6438.6791	 0.119334
6438.6990	 0.116438
6438.7189	 0.120627
6438.7388	 0.115236
6438.7587	 0.112621
6438.7786	 0.112093
6438.7985	 0.108841
6438.8184	 0.112157
6438.8383	 0.112920
6438.8582	 0.111938
6438.8781	 0.115268
6438.8980	 0.113605
6438.9179	 0.111540
6438.9378	 0.114035
6438.9577	 0.110556
6438.9776	 0.107139
6438.9975	 0.109042
6439.0174	 0.108006
6439.0373	 0.104262
6439.0572	 0.102040
6439.0771	 0.100151
6439.0970	 0.099367
6439.1169	 0.096331
6439.1368	 0.098345
6439.1568	 0.099465
6439.1767	 0.101647
6439.1966	 0.100823
6439.2165	 0.095090
6439.2364	 0.097820
6439.2563	 0.103324
6439.2762	 0.101352
6439.2961	 0.096714
6439.3160	 0.100866
6439.3359	 0.104542
6439.3558	 0.103897
6439.3757	 0.104030
6439.3956	 0.101371
6439.4155	 0.100895
6439.4354	 0.100623
6439.4553	 0.102237
6439.4752	 0.101517
6439.4951	 0.100247
6439.5150	 0.098368
6439.5349	 0.100798
6439.5548	 0.103320
6439.5747	 0.099243
6439.5946	 0.101591
6439.6145	 0.101921
6439.6344	 0.100481
6439.6543	 0.093764
6439.6742	 0.091037
6439.6941	 0.092004
6439.7140	 0.094301
6439.7339	 0.094198
6439.7538	 0.097777
6439.7737	 0.095684
6439.7936	 0.092085
6439.8135	 0.091887
6439.8335	 0.088157
6439.8534	 0.089189
6439.8733	 0.090626
6439.8932	 0.086721
6439.9131	 0.091851
6439.9330	 0.092388
6439.9529	 0.091668
6439.9728	 0.088590
6439.9927	 0.088476
6440.0126	 0.085794
6440.0325	 0.083651
6440.0524	 0.090560
6440.0723	 0.086327
6440.0922	 0.084927
6440.1121	 0.083031
6440.1320	 0.082401
6440.1519	 0.085639
6440.1718	 0.086401
6440.1917	 0.081049
6440.2116	 0.074142
6440.2315	 0.073119
6440.2514	 0.070822
6440.2713	 0.067397
6440.2912	 0.063078
6440.3111	 0.061853
6440.3310	 0.060429
6440.3509	 0.057900
6440.3708	 0.057032
6440.3907	 0.050382
6440.4106	 0.050925
6440.4305	 0.045716
6440.4504	 0.038160
6440.4703	 0.037026
6440.4903	 0.031604
6440.5102	 0.032807
6440.5301	 0.032240
6440.5500	 0.027455
6440.5699	 0.024113
6440.5898	 0.025407
6440.6097	 0.020545
6440.6296	 0.018935
6440.6495	 0.019764
6440.6694	 0.022199
6440.6893	 0.028619
6440.7092	 0.028747
6440.7291	 0.021912
6440.7490	 0.022958
6440.7689	 0.024896
6440.7888	 0.021907
6440.8087	 0.021703
6440.8286	 0.016845
6440.8485	 0.016491
6440.8684	 0.022016
6440.8883	 0.015859
6440.9082	 0.016122
6440.9281	 0.010772
6440.9480	 0.011131
6440.9679	 0.012081
6440.9878	 0.011604
7508.9779	 0.013103
7509.0011	 0.003375
7509.0243	 0.002125
7509.0476	 0.003499
7509.0708	 0.002432
7509.0940	 0.005414
7509.1172	 0.009056
7509.1405	 0.005575
7509.1637	 0.005693
7509.1869	 0.009978
7509.2101	 0.011797
7509.2334	 0.009134
7509.2566	 0.009212
7509.2798	 0.009404
7509.3030	 0.008769
7509.3263	 0.012895
7509.3495	 0.021394
7509.3727	 0.025162
7509.3960	 0.029128
7509.4192	 0.034371
7509.4424	 0.033506
7509.4656	 0.036025
7509.4889	 0.033502
7509.5121	 0.034860
7509.5353	 0.041700
7509.5585	 0.045078
7509.5818	 0.047003
7509.6050	 0.051505
7509.6282	 0.047030
7509.6514	 0.047023
7509.6747	 0.055471
7509.6979	 0.057022
7509.7211	 0.058326
7509.7443	 0.059585
7509.7676	 0.066418
7509.7908	 0.071023
7509.8140	 0.075357
7509.8372	 0.071469
7509.8605	 0.068410
7509.8837	 0.068074
7509.9069	 0.067644
7509.9302	 0.065855
7509.9534	 0.062914
7509.9766	 0.072363
7509.9998	 0.073870
7510.0231	 0.072392
7510.0463	 0.076464
7510.0695	 0.077810
7510.0927	 0.077699
7510.1160	 0.083653
7510.1392	 0.080603
7510.1624	 0.078749
7510.1856	 0.079270
7510.2089	 0.077268
7510.2321	 0.073148
7510.2553	 0.072810
7510.2785	 0.075917
7510.3018	 0.072636
7510.3250	 0.078568
7510.3482	 0.083373
7510.3714	 0.081710
7510.3947	 0.078838
7510.4179	 0.078096
7510.4411	 0.077943
7510.4643	 0.086543
7510.4876	 0.083213
7510.5108	 0.083784
7510.5340	 0.087457
7510.5573	 0.085157
7510.5805	 0.084136
7510.6037	 0.085597
7510.6269	 0.091014
7510.6502	 0.090746
7510.6734	 0.089643
7510.6966	 0.090488
7510.7198	 0.090460
7510.7431	 0.088135
7510.7663	 0.089454
7510.7895	 0.083473
7510.8127	 0.078950
7510.8360	 0.081495
7510.8592	 0.083114
7510.8824	 0.086909
7510.9056	 0.085640
7510.9289	 0.080076
7510.9521	 0.082881
7510.9753	 0.083158
7510.9985	 0.079823
7511.0218	 0.084916
7511.0450	 0.086498
7511.0682	 0.086056
7511.0915	 0.079762
7511.1147	 0.080284
7511.1379	 0.079145
7511.1611	 0.078320
7511.1844	 0.084733
7511.2076	 0.083772
7511.2308	 0.081570
7511.2540	 0.077056
7511.2773	 0.074419
7511.3005	 0.076788
7511.3237	 0.079079
7511.3469	 0.080367
7511.3702	 0.079713
7511.3934	 0.084520
7511.4166	 0.085979
7511.4398	 0.084070
7511.4631	 0.085707
7511.4863	 0.084694
7511.5095	 0.084747
7511.5327	 0.082869
7511.5560	 0.082404
7511.5792	 0.085603
7511.6024	 0.088490
7511.6256	 0.088035
7511.6489	 0.086453
7511.6721	 0.086162
7511.6953	 0.085552
7511.7186	 0.082239
7511.7418	 0.078683
7511.7650	 0.084493
7511.7882	 0.088996
7511.8115	 0.086915
7511.8347	 0.083084
7511.8579	 0.077472
7511.8811	 0.076169
7511.9044	 0.077348
7511.9276	 0.072818
7511.9508	 0.077133
7511.9740	 0.082268
7511.9973	 0.080189
7512.0205	 0.074283
7512.0437	 0.072844
7512.0669	 0.069756
7512.0902	 0.070737
7512.1134	 0.070053
7512.1366	 0.074011
7512.1598	 0.070098
7512.1831	 0.068990
7512.2063	 0.063365
7512.2295	 0.066877
7512.2528	 0.073181
7512.2760	 0.071733
7512.2992	 0.066305
7512.3224	 0.063645
7512.3457	 0.063684
7512.3689	 0.065477
7512.3921	 0.061695
7512.4153	 0.058109
7512.4386	 0.061032
7512.4618	 0.057979
7512.4850	 0.050215
7512.5082	 0.048264
7512.5315	 0.048730
7512.5547	 0.048260
7512.5779	 0.042585
7512.6011	 0.046955
7512.6244	 0.044202
7512.6476	 0.039741
7512.6708	 0.044637
7512.6940	 0.040913
7512.7173	 0.030126
7512.7405	 0.031198
7512.7637	 0.033951
7512.7869	 0.029007
7512.8102	 0.026236
7512.8334	 0.032791
7512.8566	 0.028941
7512.8799	 0.022768
7512.9031	 0.023182
7512.9263	 0.023884
7512.9495	 0.025421
7512.9728	 0.029991
7512.9960	 0.030685
7513.0192	 0.030042
7513.0424	 0.029587
7513.0657	 0.025326
7513.0889	 0.026355
7513.1121	 0.030223
7513.1353	 0.028011
7513.1586	 0.027111
7513.1818	 0.025724
7513.2050	 0.025802
7513.2282	 0.028801
7513.2515	 0.030943
7513.2747	 0.029786
7513.2979	 0.037095
7513.3211	 0.036932
7513.3444	 0.034050
7513.3676	 0.032061
7513.3908	 0.026822
