##Wavelenght  50384.320
lambda	Flux
0.1nm	---
---------	---------
6409.5866	 0.017503
6409.6283	 0.016904
6409.6700	 0.014453
6409.7117	 0.018694
6409.7535	 0.018976
6409.7952	 0.017338
6409.8369	 0.021159
6409.8786	 0.019528
6409.9204	 0.019683
6409.9621	 0.020048
6410.0038	 0.022717
6410.0455	 0.022009
6410.0873	 0.022196
6410.1290	 0.025361
6410.1707	 0.029096
6410.2124	 0.035378
6410.2542	 0.037540
6410.2959	 0.040714
6410.3376	 0.046110
6410.3793	 0.052118
6410.4211	 0.056911
6410.4628	 0.062743
6410.5045	 0.064454
6410.5462	 0.067344
6410.5880	 0.067528
6410.6297	 0.076546
6410.6714	 0.073447
6410.7131	 0.076809
6410.7549	 0.079755
6410.7966	 0.081413
6410.8383	 0.081324
6410.8800	 0.089343
6410.9218	 0.085544
6410.9635	 0.088719
6411.0052	 0.085716
6411.0469	 0.085031
6411.0887	 0.079413
6411.1304	 0.085709
6411.1721	 0.086270
6411.2138	 0.083463
6411.2556	 0.089309
6411.2973	 0.090368
6411.3390	 0.089487
6411.3807	 0.092141
6411.4225	 0.095187
6411.4642	 0.095615
6411.5059	 0.095838
6411.5476	 0.093868
6411.5894	 0.090651
6411.6311	 0.089577
6411.6728	 0.088034
6411.7145	 0.091587
6411.7563	 0.086956
6411.7980	 0.084435
6411.8397	 0.085456
6411.8814	 0.085864
6411.9232	 0.082968
6411.9649	 0.082015
6412.0066	 0.084749
6412.0483	 0.085041
6412.0901	 0.083303
6412.1318	 0.082160
6412.1735	 0.086406
6412.2152	 0.082206
6412.2570	 0.078822
6412.2987	 0.078626
6412.3404	 0.078884
6412.3821	 0.076594
6412.4239	 0.070915
6412.4656	 0.071812
6412.5073	 0.076075
6412.5490	 0.072883
6412.5908	 0.069406
6412.6325	 0.068526
6412.6742	 0.065741
6412.7159	 0.066776
6412.7577	 0.064946
6412.7994	 0.059931
6412.8411	 0.058533
6412.8828	 0.051475
6412.9246	 0.044078
6412.9663	 0.041079
6413.0080	 0.037360
6413.0497	 0.029367
6413.0915	 0.025767
6413.1332	 0.024805
6413.1749	 0.021524
6413.2166	 0.020494
6413.2584	 0.019850
