##Wavelenght  50387.328
lambda	Flux
0.1nm	---
---------	---------
6409.5866	 0.023184
6409.6283	 0.021193
6409.6700	 0.022982
6409.7117	 0.024379
6409.7535	 0.025245
6409.7952	 0.023207
6409.8369	 0.024246
6409.8786	 0.025417
6409.9204	 0.024858
6409.9621	 0.024418
6410.0038	 0.023601
6410.0455	 0.023738
6410.0873	 0.026347
6410.1290	 0.030977
6410.1707	 0.032687
6410.2124	 0.036933
6410.2542	 0.038925
6410.2959	 0.039357
6410.3376	 0.047795
6410.3793	 0.054275
6410.4211	 0.054750
6410.4628	 0.055118
6410.5045	 0.056961
6410.5462	 0.060459
6410.5880	 0.065138
6410.6297	 0.066968
6410.6714	 0.080158
6410.7131	 0.081116
6410.7549	 0.082689
6410.7966	 0.085236
6410.8383	 0.085708
6410.8800	 0.079826
6410.9218	 0.087014
6410.9635	 0.085889
6411.0052	 0.091155
6411.0469	 0.090764
6411.0887	 0.093268
6411.1304	 0.101229
6411.1721	 0.087545
6411.2138	 0.089280
6411.2556	 0.088399
6411.2973	 0.094719
6411.3390	 0.087710
6411.3807	 0.090392
6411.4225	 0.088722
6411.4642	 0.086724
6411.5059	 0.082806
6411.5476	 0.086983
6411.5894	 0.083845
6411.6311	 0.086540
6411.6728	 0.086512
6411.7145	 0.088198
6411.7563	 0.087510
6411.7980	 0.085358
6411.8397	 0.083086
6411.8814	 0.078922
6411.9232	 0.081450
6411.9649	 0.084064
6412.0066	 0.082971
6412.0483	 0.079965
6412.0901	 0.075970
6412.1318	 0.080422
6412.1735	 0.080898
6412.2152	 0.082121
6412.2570	 0.084676
6412.2987	 0.084344
6412.3404	 0.079400
6412.3821	 0.073347
6412.4239	 0.075755
6412.4656	 0.080472
6412.5073	 0.080880
6412.5490	 0.077331
6412.5908	 0.072319
6412.6325	 0.067630
6412.6742	 0.063602
6412.7159	 0.063340
6412.7577	 0.063918
6412.7994	 0.057304
6412.8411	 0.052516
6412.8828	 0.048911
6412.9246	 0.044420
6412.9663	 0.042873
6413.0080	 0.037558
6413.0497	 0.032359
6413.0915	 0.030770
6413.1332	 0.031324
6413.1749	 0.029664
6413.2166	 0.025927
6413.2584	 0.027434
