##Wavelenght  50619.629
lambda	Flux
0.1nm	---
---------	---------
6409.8066	 0.016251
6409.8482	 0.019885
6409.8899	 0.023141
6409.9315	 0.025467
6409.9732	 0.022724
6410.0148	 0.017211
6410.0565	 0.017711
6410.0981	 0.021795
6410.1398	 0.024633
6410.1814	 0.029956
6410.2231	 0.032269
6410.2647	 0.033284
6410.3064	 0.040412
6410.3480	 0.041183
6410.3897	 0.045175
6410.4313	 0.048609
6410.4730	 0.059362
6410.5146	 0.064778
6410.5562	 0.061054
6410.5979	 0.063737
6410.6395	 0.069155
6410.6812	 0.068613
6410.7228	 0.067109
6410.7645	 0.074970
6410.8061	 0.070323
6410.8478	 0.069189
6410.8894	 0.077838
6410.9311	 0.081153
6410.9727	 0.079947
6411.0144	 0.081344
6411.0560	 0.084127
6411.0977	 0.083572
6411.1393	 0.082432
6411.1810	 0.087091
6411.2226	 0.090001
6411.2642	 0.088879
6411.3059	 0.086962
6411.3475	 0.083561
6411.3892	 0.082691
6411.4308	 0.082023
6411.4725	 0.082124
6411.5141	 0.083680
6411.5558	 0.085579
6411.5974	 0.083525
6411.6391	 0.082262
6411.6807	 0.084744
6411.7224	 0.084508
6411.7640	 0.082636
6411.8057	 0.083164
6411.8473	 0.085782
6411.8889	 0.088662
6411.9306	 0.089366
6411.9722	 0.086532
6412.0139	 0.082993
6412.0555	 0.083504
6412.0972	 0.086995
6412.1388	 0.090015
6412.1805	 0.089227
6412.2221	 0.088008
6412.2638	 0.088181
6412.3054	 0.084868
6412.3471	 0.081236
6412.3887	 0.083281
6412.4304	 0.084030
6412.4720	 0.082724
6412.5137	 0.076670
6412.5553	 0.071801
6412.5969	 0.071754
6412.6386	 0.073455
6412.6802	 0.067705
6412.7219	 0.059739
6412.7635	 0.057109
6412.8052	 0.053964
6412.8468	 0.051888
6412.8885	 0.050286
6412.9301	 0.041974
6412.9718	 0.039619
6413.0134	 0.033889
6413.0551	 0.023037
6413.0967	 0.022838
6413.1384	 0.026092
6413.1800	 0.023946
6413.2217	 0.019814
6413.2633	 0.017284
6413.3049	 0.022540
6413.3466	 0.019046
6413.3882	 0.015918
6427.0090	 0.007906
6427.0507	 0.011852
