##Wavelenght  49580.520
lambda	Flux
0.1nm	---
---------	---------
6409.5896	 0.020825
6409.6312	 0.017247
6409.6727	 0.014289
6409.7143	 0.021933
6409.7559	 0.018767
6409.7974	 0.019792
6409.8390	 0.019350
6409.8806	 0.017970
6409.9222	 0.018759
6409.9637	 0.018249
6410.0053	 0.019517
6410.0469	 0.023507
6410.0884	 0.025006
6410.1300	 0.024117
6410.1716	 0.023238
6410.2131	 0.024106
6410.2547	 0.030403
6410.2963	 0.036439
6410.3378	 0.039489
6410.3794	 0.045217
6410.4210	 0.050002
6410.4626	 0.050185
6410.5041	 0.056732
6410.5457	 0.062376
6410.5873	 0.064146
6410.6288	 0.067355
6410.6704	 0.067243
6410.7120	 0.069909
6410.7535	 0.074374
6410.7951	 0.076915
6410.8367	 0.069779
6410.8782	 0.071016
6410.9198	 0.077065
6410.9614	 0.078543
6411.0029	 0.075638
6411.0445	 0.072663
6411.0861	 0.075358
6411.1277	 0.074545
6411.1692	 0.073195
6411.2108	 0.075868
6411.2524	 0.078422
6411.2939	 0.081851
6411.3355	 0.085748
6411.3771	 0.085935
6411.4186	 0.083401
6411.4602	 0.083651
6411.5018	 0.086009
6411.5433	 0.085611
6411.5849	 0.084850
6411.6265	 0.084086
6411.6681	 0.082677
6411.7096	 0.085028
6411.7512	 0.082871
6411.7928	 0.082349
6411.8343	 0.085118
6411.8759	 0.083082
6411.9175	 0.086417
6411.9590	 0.088528
6412.0006	 0.085806
6412.0422	 0.080089
6412.0837	 0.079637
6412.1253	 0.078898
6412.1669	 0.078264
6412.2085	 0.077248
6412.2500	 0.078773
6412.2916	 0.077590
6412.3332	 0.075148
6412.3747	 0.076293
6412.4163	 0.075850
6412.4579	 0.069360
6412.4994	 0.073003
6412.5410	 0.070206
6412.5826	 0.071495
6412.6241	 0.069240
6412.6657	 0.065017
6412.7073	 0.061775
6412.7488	 0.059143
6412.7904	 0.051287
6412.8320	 0.051295
6412.8736	 0.047873
6412.9151	 0.043672
6412.9567	 0.043651
6412.9983	 0.037353
6413.0398	 0.030512
6413.0814	 0.030522
6413.1230	 0.022252
6413.1645	 0.017031
6413.2061	 0.013196
6413.2477	 0.017312
