##Wavelenght  49582.418
lambda	Flux
0.1nm	---
---------	---------
6409.5896	 0.015235
6409.6312	 0.013777
6409.6727	 0.017077
6409.7143	 0.019225
6409.7559	 0.018963
6409.7974	 0.016824
6409.8390	 0.013923
6409.8806	 0.013886
6409.9222	 0.014042
6409.9637	 0.017041
6410.0053	 0.018200
6410.0469	 0.018529
6410.0884	 0.019697
6410.1300	 0.021111
6410.1716	 0.024164
6410.2131	 0.030694
6410.2547	 0.034085
6410.2963	 0.041595
6410.3378	 0.045901
6410.3794	 0.050368
6410.4210	 0.051149
6410.4626	 0.057703
6410.5041	 0.063088
6410.5457	 0.066881
6410.5873	 0.073498
6410.6288	 0.077028
6410.6704	 0.076446
6410.7120	 0.075847
6410.7535	 0.075579
6410.7951	 0.082761
6410.8367	 0.090207
6410.8782	 0.088016
6410.9198	 0.086684
6410.9614	 0.085585
6411.0029	 0.091206
6411.0445	 0.090821
6411.0861	 0.086684
6411.1277	 0.087537
6411.1692	 0.087913
6411.2108	 0.084298
6411.2524	 0.082275
6411.2939	 0.082277
6411.3355	 0.085188
6411.3771	 0.087282
6411.4186	 0.086921
6411.4602	 0.085292
6411.5018	 0.081681
6411.5433	 0.078949
6411.5849	 0.077896
6411.6265	 0.079821
6411.6681	 0.081979
6411.7096	 0.082910
6411.7512	 0.086015
6411.7928	 0.087113
6411.8343	 0.085070
6411.8759	 0.085136
6411.9175	 0.086446
6411.9590	 0.084874
6412.0006	 0.081801
6412.0422	 0.079870
6412.0837	 0.083239
6412.1253	 0.081837
6412.1669	 0.078904
6412.2085	 0.078408
6412.2500	 0.077780
6412.2916	 0.075388
6412.3332	 0.077003
6412.3747	 0.077711
6412.4163	 0.071340
6412.4579	 0.066622
6412.4994	 0.068142
6412.5410	 0.068768
6412.5826	 0.063523
6412.6241	 0.060295
6412.6657	 0.061986
6412.7073	 0.062153
6412.7488	 0.055694
6412.7904	 0.050835
6412.8320	 0.056012
6412.8736	 0.055791
6412.9151	 0.051307
6412.9567	 0.047385
6412.9983	 0.043268
6413.0398	 0.033931
6413.0814	 0.025197
6413.1230	 0.019962
6413.1645	 0.018228
6413.2061	 0.017563
6413.2477	 0.014057
