##Wavelenght  49588.426
lambda	Flux
6413.2892	 0.015158
6413.3308	 0.018414
6413.3724	 0.018609
6427.5611	 0.007413
6427.6027	 0.011206
6427.6443	 0.012931
6427.6859	 0.011060
6427.7274	 0.009459
6427.7690	 0.009596
6427.8106	 0.007853
6427.8521	 0.012589
6427.8937	 0.015808
6427.9353	 0.014691
6427.9768	 0.011129
6428.0184	 0.014116
6428.0600	 0.013426
6428.1015	 0.011660
6428.1431	 0.011568
6428.1847	 0.006101
6428.2262	 0.005287
6428.2678	 0.010421
6428.3094	 0.012464
6428.3510	 0.010897
6428.3925	 0.007097
6428.4341	 0.007654
6428.4757	 0.009423
6428.5172	 0.009069
6428.5588	 0.007111
6428.6004	 0.009356
6428.6419	 0.010986
6428.6835	 0.013175
6428.7251	 0.010488
6428.7666	 0.010631
6428.8082	 0.007762
6428.8498	 0.008620
6428.8914	 0.011281
6428.9329	 0.007902
6428.9745	 0.009766
6429.0161	 0.016584
6429.0576	 0.019476
6429.0992	 0.010703
6429.1408	 0.012982
6429.1823	 0.009969
6429.2239	 0.011617
6429.2655	 0.017602
6429.3070	 0.017403
6429.3486	 0.020280
6429.3902	 0.023538
6429.4318	 0.025313
6429.4733	 0.026415
6429.5149	 0.034575
6429.5565	 0.042999
6429.5980	 0.043074
6429.6396	 0.046058
6429.6812	 0.054164
6429.7227	 0.055278
6429.7643	 0.057889
6429.8059	 0.064080
6429.8474	 0.064542
6429.8890	 0.065326
6429.9306	 0.067180
6429.9721	 0.069719
6430.0137	 0.069093
6430.0553	 0.070732
6430.0969	 0.078508
6430.1384	 0.079321
6430.1800	 0.078602
6430.2216	 0.074112
6430.2631	 0.073160
6430.3047	 0.072930
6430.3463	 0.071084
6430.3878	 0.074398
6430.4294	 0.075246
6430.4710	 0.075264
6430.5125	 0.074839
6430.5541	 0.075678
6430.5957	 0.074619
6430.6373	 0.074957
6430.6788	 0.072734
6430.7204	 0.072702
6430.7620	 0.077242
6430.8035	 0.075108
6430.8451	 0.076621
6430.8867	 0.079826
6430.9282	 0.089544
6430.9698	 0.088686
6431.0114	 0.085688
6431.0529	 0.076382
6431.0945	 0.073557
6431.1361	 0.077604
6431.1776	 0.082758
6431.2192	 0.085045
6431.2608	 0.082939
6431.3024	 0.081734
6431.3439	 0.085197
6431.3855	 0.089557
6431.4271	 0.083193
6431.4686	 0.082954
6431.5102	 0.081948
6431.5518	 0.086770
6431.5933	 0.089692
6431.6349	 0.087822
6431.6765	 0.088225
6431.7180	 0.088023
6431.7596	 0.090052
6431.8012	 0.086546
6431.8428	 0.085472
6431.8843	 0.085492
6431.9259	 0.087558
6431.9675	 0.086464
6432.0090	 0.082500
6432.0506	 0.076827
6432.0922	 0.071480
6432.1337	 0.069479
6432.1753	 0.059388
6432.2169	 0.055161
6432.2584	 0.053289
6432.3000	 0.050664
6432.3416	 0.047391
6432.3831	 0.048751
6432.4247	 0.048680
6432.4663	 0.047524
6432.5079	 0.045244
6432.5494	 0.048022
6432.5910	 0.046054
6432.6326	 0.046154
6432.6741	 0.044625
6432.7157	 0.046725
6432.7573	 0.046321
6432.7988	 0.044383
6432.8404	 0.044081
6432.8820	 0.041069
6432.9235	 0.041586
6432.9651	 0.044416
6433.0067	 0.046127
6433.0483	 0.045628
6433.0898	 0.045109
6433.1314	 0.042782
6433.1730	 0.046650
6433.2145	 0.045671
6433.2561	 0.042697
6433.2977	 0.041548
6433.3392	 0.040397
6433.3808	 0.039121
6433.4224	 0.037413
6433.4639	 0.037102
6433.5055	 0.036790
6433.5471	 0.036477
6433.5887	 0.036164
6433.6302	 0.035848
6433.6718	 0.035532
6433.7134	 0.035214
6433.7549	 0.034563
6433.7965	 0.032001
6433.8381	 0.029439
6433.8796	 0.027576
6433.9212	 0.029820
6433.9628	 0.030344
6434.0043	 0.022088
6434.0459	 0.021177
6434.0875	 0.020184
6434.1290	 0.020203
6434.1706	 0.017483
6434.2122	 0.019042
6434.2538	 0.018725
6434.2953	 0.017443
6434.3369	 0.016750
6434.3785	 0.017564
6434.4200	 0.013206
6434.4616	 0.016242
6434.5032	 0.016121
6434.5447	 0.019725
6434.5863	 0.020398
6434.6279	 0.018033
6434.6694	 0.012450
6434.7110	 0.012862
6434.7526	 0.010616
6434.7942	 0.011911
6434.8357	 0.010167
6434.8773	 0.010209
6434.9189	 0.011713
6434.9604	 0.011640
6435.0020	 0.015746
6435.0436	 0.018051
6435.0851	 0.012567
6435.1267	 0.014002
6435.1683	 0.013980
6435.2098	 0.013956
6435.2514	 0.014314
6436.4985	 0.021178
6436.5400	 0.015987
6436.5816	 0.016865
6436.6232	 0.016718
6436.6648	 0.017618
6436.7063	 0.020831
6436.7479	 0.018801
6436.7895	 0.021018
6436.8310	 0.018104
6436.8726	 0.019251
6436.9142	 0.019868
6436.9557	 0.019426
6436.9973	 0.018367
6437.0389	 0.023253
6437.0804	 0.023245
6437.1220	 0.024289
6437.1636	 0.021585
6437.2052	 0.020878
6437.2467	 0.022910
6437.2883	 0.026613
6437.3299	 0.027379
6437.3714	 0.030593
6437.4130	 0.032750
6437.4546	 0.022356
6437.4961	 0.028664
6437.5377	 0.037191
6437.5793	 0.039466
6437.6208	 0.041736
6437.6624	 0.049834
6437.7040	 0.056572
6437.7456	 0.059398
6437.7871	 0.064963
6437.8287	 0.069310
6437.8703	 0.075380
6437.9118	 0.083587
6437.9534	 0.085870
6437.9950	 0.084413
6438.0365	 0.089110
6438.0781	 0.091926
6438.1197	 0.094501
6438.1612	 0.103079
6438.2028	 0.103102
6438.2444	 0.098467
6438.2859	 0.102311
6438.3275	 0.103911
6438.3691	 0.104724
6438.4107	 0.106657
6438.4522	 0.107871
6438.4938	 0.106712
6438.5354	 0.107591
6438.5769	 0.103524
6438.6185	 0.104803
6438.6601	 0.106472
6438.7016	 0.105510
6438.7432	 0.104099
6438.7848	 0.107465
6438.8263	 0.107390
6438.8679	 0.105589
6438.9095	 0.107197
6438.9511	 0.105717
6438.9926	 0.105535
6439.0342	 0.105768
6439.0758	 0.107063
6439.1173	 0.107354
6439.1589	 0.104422
6439.2005	 0.101276
6439.2420	 0.102842
6439.2836	 0.105732
6439.3252	 0.103916
6439.3667	 0.101381
6439.4083	 0.098373
6439.4499	 0.097976
6439.4914	 0.099288
6439.5330	 0.099174
6439.5746	 0.094453
6439.6162	 0.092751
6439.6577	 0.094908
6439.6993	 0.096614
6439.7409	 0.092454
6439.7824	 0.091742
6439.8240	 0.091370
6439.8656	 0.090916
6439.9071	 0.092917
6439.9487	 0.093724
6439.9903	 0.093680
6440.0318	 0.091813
6440.0734	 0.092375
6440.1150	 0.089018
6440.1566	 0.085201
6440.1981	 0.081877
6440.2397	 0.076677
6440.2813	 0.069254
6440.3228	 0.058385
6440.3644	 0.054068
6440.4060	 0.044261
6440.4475	 0.035081
6440.4891	 0.033426
6440.5307	 0.026235
6440.5722	 0.026663
6440.6138	 0.024741
6440.6554	 0.018700
6440.6969	 0.018247
6440.7385	 0.022196
6440.7801	 0.025863
6440.8217	 0.025752
6440.8632	 0.020139
6440.9048	 0.011553
6440.9464	 0.014999
6440.9879	 0.014576
7508.9978	 0.007423
7509.0462	 0.005002
7509.0947	 0.005557
7509.1432	 0.007235
7509.1917	 0.007197
7509.2402	 0.006951
7509.2887	 0.012857
7509.3372	 0.016148
7509.3857	 0.023434
7509.4342	 0.029848
7509.4827	 0.035315
7509.5312	 0.039670
7509.5797	 0.046820
7509.6282	 0.043184
7509.6767	 0.046205
7509.7252	 0.055753
7509.7737	 0.059759
7509.8222	 0.059005
7509.8707	 0.061280
7509.9192	 0.067908
7509.9677	 0.068575
7510.0161	 0.067303
7510.0646	 0.065704
7510.1131	 0.070619
7510.1616	 0.072457
7510.2101	 0.076047
7510.2586	 0.080911
7510.3071	 0.079239
7510.3556	 0.078095
7510.4041	 0.081532
7510.4526	 0.080374
7510.5011	 0.077136
7510.5496	 0.077749
7510.5981	 0.079723
7510.6466	 0.080903
7510.6951	 0.081877
7510.7436	 0.080080
7510.7921	 0.079848
7510.8406	 0.082113
7510.8891	 0.079801
7510.9376	 0.079530
7510.9860	 0.077746
7511.0345	 0.080918
7511.0830	 0.082878
7511.1315	 0.084541
7511.1800	 0.084046
7511.2285	 0.081713
7511.2770	 0.084694
7511.3255	 0.090294
7511.3740	 0.090532
7511.4225	 0.088564
7511.4710	 0.086141
7511.5195	 0.083850
7511.5680	 0.083295
7511.6165	 0.082288
7511.6650	 0.080851
7511.7135	 0.080997
7511.7620	 0.077397
7511.8105	 0.075336
7511.8590	 0.075874
7511.9075	 0.076768
7511.9559	 0.073192
7512.0044	 0.068348
7512.0529	 0.072630
7512.1014	 0.073979
7512.1499	 0.073792
7512.1984	 0.070759
7512.2469	 0.067401
7512.2954	 0.068635
7512.3439	 0.067322
7512.3924	 0.058294
7512.4409	 0.053126
7512.4894	 0.053681
7512.5379	 0.051295
7512.5864	 0.046647
7512.6349	 0.039566
7512.6834	 0.036258
7512.7319	 0.031456
7512.7804	 0.026468
7512.8289	 0.025390
7512.8774	 0.029224
7512.9258	 0.028970
7512.9743	 0.025508
7513.0228	 0.022853
7513.0713	 0.020533
7513.1198	 0.021275
7513.1683	 0.022765
7513.2168	 0.025134
7513.2653	 0.028229
7513.3138	 0.028936
7513.3623	 0.026478
