##Wavelenght  50620.613
lambda	Flux
0.1nm	---
---------	---------
6409.8066	 0.014744
6409.8482	 0.018597
6409.8899	 0.019483
6409.9315	 0.015955
6409.9732	 0.017473
6410.0148	 0.022597
6410.0565	 0.022647
6410.0981	 0.020176
6410.1398	 0.021082
6410.1814	 0.026617
6410.2231	 0.035161
6410.2647	 0.040644
6410.3064	 0.043429
6410.3480	 0.050258
6410.3897	 0.061747
6410.4313	 0.062501
6410.4730	 0.064182
6410.5146	 0.068040
6410.5562	 0.066493
6410.5979	 0.065724
6410.6395	 0.070552
6410.6812	 0.081031
6410.7228	 0.084201
6410.7645	 0.082739
6410.8061	 0.088904
6410.8478	 0.087286
6410.8894	 0.083655
6410.9311	 0.089457
6410.9727	 0.087900
6411.0144	 0.090342
6411.0560	 0.094286
6411.0977	 0.089380
6411.1393	 0.083831
6411.1810	 0.085120
6411.2226	 0.087340
6411.2642	 0.080394
6411.3059	 0.075385
6411.3475	 0.076444
6411.3892	 0.080992
6411.4308	 0.083148
6411.4725	 0.085222
6411.5141	 0.090349
6411.5558	 0.090552
6411.5974	 0.086159
6411.6391	 0.083420
6411.6807	 0.085136
6411.7224	 0.084691
6411.7640	 0.079967
6411.8057	 0.079687
6411.8473	 0.080294
6411.8889	 0.080872
6411.9306	 0.083964
6411.9722	 0.085945
6412.0139	 0.087242
6412.0555	 0.087003
6412.0972	 0.085083
6412.1388	 0.084757
6412.1805	 0.085995
6412.2221	 0.084162
6412.2638	 0.079088
6412.3054	 0.077345
6412.3471	 0.078769
6412.3887	 0.078432
6412.4304	 0.078437
6412.4720	 0.078199
6412.5137	 0.077555
6412.5553	 0.075056
6412.5969	 0.070165
6412.6386	 0.066137
6412.6802	 0.061992
6412.7219	 0.056101
6412.7635	 0.056545
6412.8052	 0.057420
6412.8468	 0.056498
6412.8885	 0.051875
6412.9301	 0.048167
6412.9718	 0.043900
6413.0134	 0.038838
6413.0551	 0.038265
6413.0967	 0.036604
6413.1384	 0.028973
6413.1800	 0.028619
6413.2217	 0.025425
6413.2633	 0.024379
6413.3049	 0.023526
6413.3466	 0.025337
6413.3882	 0.026716
6427.0090	 0.012733
6427.0507	 0.010707
