##Wavelenght  49670.305
lambda	Flux
0.1nm	---
---------	---------
6427.5931	 0.004133
6427.6130	 0.006980
6427.6329	 0.009961
6427.6528	 0.010142
6427.6727	 0.004709
6427.6926	 0.001196
6427.7125	 0.004442
6427.7324	 0.006126
6427.7523	 0.008780
6427.7722	 0.013350
6427.7921	 0.013694
6427.8120	 0.012267
6427.8319	 0.005933
6427.8518	 0.002548
6427.8717	 0.006297
6427.8917	 0.005516
6427.9116	 0.002152
6427.9315	 0.003976
6427.9514	 0.008018
6427.9713	 0.009016
6427.9912	 0.003463
6428.0111	 0.000768
6428.0310	 0.006913
6428.0509	 0.004256
6428.0708	-0.000870
6428.0907	 0.001256
6428.1106	 0.004478
6428.1305	 0.003186
6428.1504	 0.001944
6428.1703	 0.002078
6428.1902	 0.003103
6428.2101	 0.002160
6428.2300	-0.003568
6428.2499	-0.002982
6428.2698	 0.003509
6428.2897	 0.004024
6428.3096	 0.002367
6428.3295	-0.000856
6428.3494	 0.000766
6428.3693	 0.001796
6428.3892	 0.005214
6428.4091	 0.011324
6428.4290	 0.009589
6428.4489	 0.005038
6428.4688	 0.006888
6428.4887	 0.006636
6428.5086	 0.007813
6428.5285	 0.005230
6428.5485	-0.001682
6428.5684	 0.000318
6428.5883	 0.006595
6428.6082	 0.007860
6428.6281	 0.008737
6428.6480	 0.008500
6428.6679	 0.011568
6428.6878	 0.013147
6428.7077	 0.012173
6428.7276	 0.009417
6428.7475	 0.011662
6428.7674	 0.013918
6428.7873	 0.010416
6428.8072	 0.018938
6428.8271	 0.023464
6428.8470	 0.021110
6428.8669	 0.020428
6428.8868	 0.019027
6428.9067	 0.013267
6428.9266	 0.018601
6428.9465	 0.020320
6428.9664	 0.020973
6428.9863	 0.018217
6429.0062	 0.019503
6429.0261	 0.022747
6429.0460	 0.018573
6429.0659	 0.015577
6429.0858	 0.010534
6429.1057	 0.006976
6429.1256	 0.008849
6429.1455	 0.007736
6429.1654	 0.011826
6429.1853	 0.017399
6429.2052	 0.006528
6429.2252	 0.007339
6429.2451	 0.010161
6429.2650	 0.006243
6429.2849	 0.009894
6429.3048	 0.005782
6429.3247	 0.008158
6429.3446	 0.014295
