##Wavelenght  51005.492
lambda	Flux
0.1nm	---
---------	---------
6409.6188	 0.018919
6409.6588	 0.024357
6409.6988	 0.024754
6409.7388	 0.018593
6409.7788	 0.018440
6409.8187	 0.019539
6409.8587	 0.013330
6409.8987	 0.018443
6409.9387	 0.027156
6409.9787	 0.023344
6410.0187	 0.019830
6410.0587	 0.020475
6410.0987	 0.021298
6410.1387	 0.027228
6410.1786	 0.032684
6410.2186	 0.034353
6410.2586	 0.036637
6410.2986	 0.039986
6410.3386	 0.043612
6410.3786	 0.047466
6410.4186	 0.051065
6410.4586	 0.056626
6410.4986	 0.062376
6410.5385	 0.064303
6410.5785	 0.070483
6410.6185	 0.075241
6410.6585	 0.075601
6410.6985	 0.077267
6410.7385	 0.088331
6410.7785	 0.088976
6410.8185	 0.083125
6410.8585	 0.086233
6410.8985	 0.089126
6410.9384	 0.089913
6410.9784	 0.084489
6411.0184	 0.084297
6411.0584	 0.082162
6411.0984	 0.086516
6411.1384	 0.093308
6411.1784	 0.093752
6411.2184	 0.088215
6411.2584	 0.080867
6411.2983	 0.080640
6411.3383	 0.087145
6411.3783	 0.089817
6411.4183	 0.083660
6411.4583	 0.075701
6411.4983	 0.075447
6411.5383	 0.078794
6411.5783	 0.080929
6411.6183	 0.078537
6411.6582	 0.082828
6411.6982	 0.077905
6411.7382	 0.079152
6411.7782	 0.084220
6411.8182	 0.081172
6411.8582	 0.081670
6411.8982	 0.082383
6411.9382	 0.084987
6411.9782	 0.085968
6412.0181	 0.082751
6412.0581	 0.082932
6412.0981	 0.082195
6412.1381	 0.084481
6412.1781	 0.089008
6412.2181	 0.089930
6412.2581	 0.089142
6412.2981	 0.087762
6412.3381	 0.084024
6412.3781	 0.079957
6412.4180	 0.079645
6412.4580	 0.081925
6412.4980	 0.079812
6412.5380	 0.074852
6412.5780	 0.075666
6412.6180	 0.075718
6412.6580	 0.072674
6412.6980	 0.066854
6412.7380	 0.061947
6412.7779	 0.061149
6412.8179	 0.056243
6412.8579	 0.051036
6412.8979	 0.053576
6412.9379	 0.049849
6412.9779	 0.051360
6413.0179	 0.049017
6413.0579	 0.042885
6413.0979	 0.032121
6413.1378	 0.027106
