##Wavelenght  51124.348
lambda	Flux
0.1nm	---
---------	---------
6409.7127	 0.017972
6409.7404	 0.018028
6409.7680	 0.021219
6409.7957	 0.023489
6409.8234	 0.022357
6409.8511	 0.020464
6409.8787	 0.024744
6409.9064	 0.030739
6409.9341	 0.022032
6409.9618	 0.011961
6409.9894	 0.012589
6410.0171	 0.016085
6410.0448	 0.018666
6410.0725	 0.019791
6410.1001	 0.019977
6410.1278	 0.019879
6410.1555	 0.021701
6410.1832	 0.030170
6410.2108	 0.039584
6410.2385	 0.041915
6410.2662	 0.041436
6410.2939	 0.042089
6410.3215	 0.045807
6410.3492	 0.053732
6410.3769	 0.062104
6410.4046	 0.063839
6410.4323	 0.056040
6410.4599	 0.049740
6410.4876	 0.061572
6410.5153	 0.070961
6410.5430	 0.067867
6410.5706	 0.066799
6410.5983	 0.068584
6410.6260	 0.069933
6410.6537	 0.069950
6410.6813	 0.070856
6410.7090	 0.072949
6410.7367	 0.072186
6410.7644	 0.074228
6410.7920	 0.081500
6410.8197	 0.080977
6410.8474	 0.076819
6410.8751	 0.078004
6410.9027	 0.078113
6410.9304	 0.079740
6410.9581	 0.087092
6410.9858	 0.086678
6411.0135	 0.077909
6411.0411	 0.072582
6411.0688	 0.078443
6411.0965	 0.088426
6411.1242	 0.087308
6411.1518	 0.081804
6411.1795	 0.079229
6411.2072	 0.080461
6411.2349	 0.084435
6411.2625	 0.089252
6411.2902	 0.092134
6411.3179	 0.087657
6411.3456	 0.078918
6411.3732	 0.080801
6411.4009	 0.085933
6411.4286	 0.084815
6411.4563	 0.083277
6411.4839	 0.086508
6411.5116	 0.092880
6411.5393	 0.090323
6411.5670	 0.084736
6411.5946	 0.087646
6411.6223	 0.093899
6411.6500	 0.097308
6411.6777	 0.094901
6411.7054	 0.089907
6411.7330	 0.087765
6411.7607	 0.091936
6411.7884	 0.095509
6411.8161	 0.092526
6411.8437	 0.083269
6411.8714	 0.080262
6411.8991	 0.083808
6411.9268	 0.080704
6411.9544	 0.081472
6411.9821	 0.087775
6412.0098	 0.082507
6412.0375	 0.075115
6412.0651	 0.076859
6412.0928	 0.083964
6412.1205	 0.088235
6412.1482	 0.085341
