##Wavelenght  49560.473
lambda	Flux
0.1nm	---
---------	---------
6427.5334	 0.016420
6427.6340	 0.012212
6427.7346	 0.009727
6427.8352	 0.009184
6427.9359	 0.009064
6428.0365	 0.008314
6428.1371	 0.006048
6428.2377	 0.004045
6428.3384	 0.005387
6428.4390	 0.006629
6428.5396	 0.004438
6428.6402	 0.003512
6428.7409	 0.005203
6428.8415	 0.006056
6428.9421	 0.008891
6429.0427	 0.011012
6429.1434	 0.010488
6429.2440	 0.015488
6429.3446	 0.024285
6429.4452	 0.033751
6429.5459	 0.043213
6429.6465	 0.048879
6429.7471	 0.055366
6429.8477	 0.062995
6429.9484	 0.066329
6430.0490	 0.069897
6430.1496	 0.074918
6430.2502	 0.074644
6430.3509	 0.073234
6430.4515	 0.073610
6430.5521	 0.072702
6430.6527	 0.071431
6430.7534	 0.070320
6430.8540	 0.072277
6430.9546	 0.076655
6431.0552	 0.081374
6431.1559	 0.085851
6431.2565	 0.092167
6431.3571	 0.096700
6431.4577	 0.097509
6431.5584	 0.096311
6431.6590	 0.093343
6431.7596	 0.089784
6431.8602	 0.084553
6431.9609	 0.078259
6432.0615	 0.070325
6432.1621	 0.063430
6432.2627	 0.059280
6432.3634	 0.054034
6432.4640	 0.046937
6432.5646	 0.043403
6432.6652	 0.042891
6432.7659	 0.046966
6432.8665	 0.048427
6432.9671	 0.044034
6433.0677	 0.045984
6433.1684	 0.049481
6433.2690	 0.045371
6433.3696	 0.042664
6433.4702	 0.048469
6434.0740	 0.024528
6434.1746	 0.022268
6434.2752	 0.015319
6434.3759	 0.009482
6434.4765	 0.011718
6434.5771	 0.015287
6434.6777	 0.013232
6434.7784	 0.012631
6434.8790	 0.014544
6434.9796	 0.015021
6436.6502	 0.012371
6436.7509	 0.013300
6436.8515	 0.015665
6436.9521	 0.017048
6437.0527	 0.016224
6437.1534	 0.018189
6437.2540	 0.019635
6437.3546	 0.019160
6437.4552	 0.026505
6437.5559	 0.034614
6437.6565	 0.044391
6437.7571	 0.056679
6437.8577	 0.069841
6437.9584	 0.077733
6438.0590	 0.090938
6438.1596	 0.094997
6438.2602	 0.095460
6438.3609	 0.097329
6438.4615	 0.098412
6438.5621	 0.100050
6438.6627	 0.100743
6438.7634	 0.101204
6438.8640	 0.101556
6438.9646	 0.099502
6439.0652	 0.099996
6439.1659	 0.101903
6439.2665	 0.106803
6439.3671	 0.109353
6439.4677	 0.116036
6439.5684	 0.122095
6439.6690	 0.120538
6439.7696	 0.114393
6439.8702	 0.102211
6439.9709	 0.092703
6440.0715	 0.085483
6440.1721	 0.080329
6440.2727	 0.070693
6440.3734	 0.053106
6440.4740	 0.037696
6440.5746	 0.024757
6440.6752	 0.018854
6440.7759	 0.014672
6440.8765	 0.011996
