##Wavelenght  50625.590
lambda	Flux
0.1nm	---
---------	---------
6409.8066	 0.011334
6409.8482	 0.017257
6409.8899	 0.015790
6409.9315	 0.013205
6409.9732	 0.013922
6410.0148	 0.016007
6410.0565	 0.019265
6410.0981	 0.019359
6410.1398	 0.021001
6410.1814	 0.025735
6410.2231	 0.027129
6410.2647	 0.033110
6410.3064	 0.038006
6410.3480	 0.043434
6410.3897	 0.050459
6410.4313	 0.052865
6410.4730	 0.056495
6410.5146	 0.062971
6410.5562	 0.063324
6410.5979	 0.066015
6410.6395	 0.066564
6410.6812	 0.071949
6410.7228	 0.073475
6410.7645	 0.072845
6410.8061	 0.072689
6410.8478	 0.080238
6410.8894	 0.078440
6410.9311	 0.079318
6410.9727	 0.084213
6411.0144	 0.089363
6411.0560	 0.091545
6411.0977	 0.094038
6411.1393	 0.089263
6411.1810	 0.088229
6411.2226	 0.090318
6411.2642	 0.084755
6411.3059	 0.081666
6411.3475	 0.084264
6411.3892	 0.084041
6411.4308	 0.082344
6411.4725	 0.082920
6411.5141	 0.085193
6411.5558	 0.085045
6411.5974	 0.079275
6411.6391	 0.078758
6411.6807	 0.083569
6411.7224	 0.083701
6411.7640	 0.081430
6411.8057	 0.085196
6411.8473	 0.087723
6411.8889	 0.084749
6411.9306	 0.084153
6411.9722	 0.085809
6412.0139	 0.085399
6412.0555	 0.082002
6412.0972	 0.081870
6412.1388	 0.084742
6412.1805	 0.085078
6412.2221	 0.081797
6412.2638	 0.077568
6412.3054	 0.078315
6412.3471	 0.076899
6412.3887	 0.073751
6412.4304	 0.068697
6412.4720	 0.068708
6412.5137	 0.071532
6412.5553	 0.071153
6412.5969	 0.069426
6412.6386	 0.063497
6412.6802	 0.060879
6412.7219	 0.064130
6412.7635	 0.055473
6412.8052	 0.051534
6412.8468	 0.046914
6412.8885	 0.043398
6412.9301	 0.042243
6412.9718	 0.036303
6413.0134	 0.030306
6413.0551	 0.025510
6413.0967	 0.019257
6413.1384	 0.019907
6413.1800	 0.017767
6413.2217	 0.018728
6413.2633	 0.018004
6413.3049	 0.016889
6413.3466	 0.016914
6413.3882	 0.014429
6427.0090	 0.006482
6427.0507	 0.010339
