##Wavelenght  50627.719
lambda	Flux
6427.0923	 0.004808
6427.1340	 0.005296
6427.1756	 0.008808
6427.2173	 0.007888
6427.2589	 0.006254
6427.3006	 0.004290
6427.3422	 0.006705
6427.3839	 0.006586
6427.4255	 0.005799
6427.4672	 0.007742
6427.5088	 0.012358
6427.5505	 0.013198
6427.5921	 0.012726
6427.6337	 0.012748
6427.6754	 0.010916
6427.7170	 0.010538
6427.7587	 0.009376
6427.8003	 0.008141
6427.8420	 0.007193
6427.8836	 0.007018
6427.9253	 0.004890
6427.9669	 0.003069
6428.0086	 0.009170
6428.0502	 0.012393
6428.0919	 0.012441
6428.1335	 0.013598
6428.1752	 0.010964
6428.2168	 0.007329
6428.2585	 0.006915
6428.3001	 0.007634
6428.3417	 0.006767
6428.3834	 0.005986
6428.4250	 0.005993
6428.4667	 0.009359
6428.5083	 0.009312
6428.5500	 0.005707
6428.5916	 0.003886
6428.6333	 0.006441
6428.6749	 0.005710
6428.7166	 0.005717
6428.7582	 0.008708
6428.7999	 0.010060
6428.8415	 0.010388
6428.8832	 0.007195
6428.9248	 0.003078
6428.9665	 0.006662
6429.0081	 0.007502
6429.0497	 0.009520
6429.0914	 0.009774
6429.1330	 0.010704
6429.1747	 0.012701
6429.2163	 0.012964
6429.2580	 0.011574
6429.2996	 0.009811
6429.3413	 0.017271
6429.3829	 0.023975
6429.4246	 0.027330
6429.4662	 0.030896
6429.5079	 0.037270
6429.5495	 0.043199
6429.5912	 0.047218
6429.6328	 0.049974
6429.6745	 0.055476
6429.7161	 0.058486
6429.7577	 0.059852
6429.7994	 0.066501
6429.8410	 0.070453
6429.8827	 0.073492
6429.9243	 0.075471
6429.9660	 0.074248
6430.0076	 0.072192
6430.0493	 0.074957
6430.0909	 0.077848
6430.1326	 0.078014
6430.1742	 0.078533
6430.2159	 0.081114
6430.2575	 0.080476
6430.2992	 0.080019
6430.3408	 0.079351
6430.3825	 0.078215
6430.4241	 0.081673
6430.4657	 0.082024
6430.5074	 0.082286
6430.5490	 0.084279
6430.5907	 0.081256
6430.6323	 0.080802
6430.6740	 0.084261
6430.7156	 0.086110
6430.7573	 0.083944
6430.7989	 0.077938
6430.8406	 0.078339
6430.8822	 0.076278
6430.9239	 0.070893
6430.9655	 0.075780
6431.0072	 0.079013
6431.0488	 0.079319
6431.0904	 0.080195
6431.1321	 0.079859
6431.1737	 0.080724
6431.2154	 0.080502
6431.2570	 0.079721
6431.2987	 0.081950
6431.3403	 0.087394
6431.3820	 0.091743
6431.4236	 0.093626
6431.4653	 0.094143
6431.5069	 0.093836
6431.5486	 0.094910
6431.5902	 0.099037
6431.6319	 0.099796
6431.6735	 0.097190
6431.7152	 0.094183
6431.7568	 0.096561
6431.7984	 0.096067
6431.8401	 0.092430
6431.8817	 0.088279
6431.9234	 0.088983
6431.9650	 0.085545
6432.0067	 0.080514
6432.0483	 0.077593
6432.0900	 0.067885
6432.1316	 0.062907
6432.1733	 0.059561
6432.2149	 0.057915
6432.2566	 0.057260
6432.2982	 0.051668
6432.3399	 0.049455
6432.3815	 0.050079
6432.4232	 0.048905
6432.4648	 0.048164
6432.5064	 0.046518
6432.5481	 0.046186
6432.5897	 0.047542
6432.6314	 0.046813
6432.6730	 0.046236
6432.7147	 0.044049
6432.7563	 0.041536
6432.7980	 0.043593
6432.8396	 0.045514
6432.8813	 0.039056
6432.9229	 0.039444
6432.9646	 0.041200
6433.0062	 0.041032
6433.0479	 0.040314
6433.0895	 0.036004
6433.1312	 0.037602
6433.1728	 0.041082
6433.2144	 0.038965
6433.2561	 0.038407
6433.2977	 0.040354
6433.3394	 0.041105
6433.3810	 0.040493
6433.4227	 0.035872
6433.4643	 0.033694
6433.5060	 0.035575
6433.5476	 0.042338
6433.5893	 0.043826
6433.6309	 0.039174
6433.6726	 0.035937
6433.7142	 0.035778
6433.7559	 0.035101
6433.7975	 0.037741
6433.8392	 0.038510
6433.8808	 0.033835
6433.9224	 0.030958
6433.9641	 0.029294
6434.0057	 0.026179
6434.0474	 0.024699
6434.0890	 0.022723
6434.1307	 0.021074
6434.1723	 0.014463
6434.2140	 0.011785
6434.2556	 0.012721
6434.2973	 0.010251
6434.3389	 0.010682
6434.3806	 0.012795
6434.4222	 0.013459
6434.4639	 0.010243
6434.5055	 0.006572
6434.5472	 0.007261
6434.5888	 0.008278
6434.6304	 0.009616
6434.6721	 0.012041
6434.7137	 0.010880
6434.7554	 0.008904
6434.7970	 0.008112
6434.8387	 0.006896
6434.8803	 0.005784
6434.9220	 0.005065
6434.9636	 0.005146
6436.0048	 0.017877
6436.0464	 0.017636
6436.0881	 0.017868
6436.1297	 0.017369
6436.1714	 0.015893
6436.2130	 0.015591
6436.2547	 0.014391
6436.2963	 0.013559
6436.3380	 0.016543
6436.3796	 0.016809
6436.4213	 0.013909
6436.4629	 0.013977
6436.5046	 0.013385
6436.5462	 0.010793
6436.5879	 0.015397
6436.6295	 0.023543
6436.6711	 0.025742
6436.7128	 0.021967
6436.7544	 0.020800
6436.7961	 0.022276
6436.8377	 0.024530
6436.8794	 0.026365
6436.9210	 0.025782
6436.9627	 0.023182
6437.0043	 0.023378
6437.0460	 0.025959
6437.0876	 0.024094
6437.1293	 0.022866
6437.1709	 0.024404
6437.2126	 0.023420
6437.2542	 0.023500
6437.2959	 0.025306
6437.3375	 0.027467
6437.3791	 0.029850
6437.4208	 0.030233
6437.4624	 0.031608
6437.5041	 0.034680
6437.5457	 0.035961
6437.5874	 0.039668
6437.6290	 0.047079
6437.6707	 0.051902
6437.7123	 0.056106
6437.7540	 0.064517
6437.7956	 0.075621
6437.8373	 0.082100
6437.8789	 0.083405
6437.9206	 0.084150
6437.9622	 0.085747
6438.0039	 0.090468
6438.0455	 0.093429
6438.0871	 0.095400
6438.1288	 0.100085
6438.1704	 0.105897
6438.2121	 0.109246
6438.2537	 0.110681
6438.2954	 0.114812
6438.3370	 0.114370
6438.3787	 0.111455
6438.4203	 0.111734
6438.4620	 0.114865
6438.5036	 0.116377
6438.5453	 0.114184
6438.5869	 0.114488
6438.6286	 0.116991
6438.6702	 0.115847
6438.7119	 0.115215
6438.7535	 0.113624
6438.7951	 0.113033
6438.8368	 0.113682
6438.8784	 0.111009
6438.9201	 0.110047
6438.9617	 0.110126
6439.0034	 0.109079
6439.0450	 0.107701
6439.0867	 0.105281
6439.1283	 0.103232
6439.1700	 0.101113
6439.2116	 0.098436
6439.2533	 0.099436
6439.2949	 0.099295
6439.3366	 0.098650
6439.3782	 0.096688
6439.4199	 0.093998
6439.4615	 0.096039
6439.5031	 0.097228
6439.5448	 0.094580
6439.5864	 0.094536
6439.6281	 0.096213
6439.6697	 0.097022
6439.7114	 0.098544
6439.7530	 0.100051
6439.7947	 0.103085
6439.8363	 0.103134
6439.8780	 0.097931
6439.9196	 0.096931
6439.9613	 0.093667
6440.0029	 0.086747
6440.0446	 0.084585
6440.0862	 0.084009
6440.1278	 0.077250
6440.1695	 0.073378
6440.2111	 0.069946
6440.2528	 0.062772
6440.2944	 0.059331
6440.3361	 0.055555
6440.3777	 0.049370
6440.4194	 0.046190
6440.4610	 0.036902
6440.5027	 0.029509
6440.5443	 0.025963
6440.5860	 0.020857
6440.6276	 0.018771
6440.6693	 0.020769
6440.7109	 0.019801
6440.7526	 0.012957
6440.7942	 0.010945
6440.8358	 0.012683
6440.8775	 0.014193
6440.9191	 0.010366
6440.9608	 0.009318
7509.0187	 0.005814
7509.0673	 0.006692
7509.1159	 0.007677
7509.1645	 0.009037
7509.2130	 0.010492
7509.2616	 0.012839
7509.3102	 0.016242
7509.3588	 0.022134
7509.4074	 0.031216
7509.4560	 0.036323
7509.5046	 0.038870
7509.5532	 0.041181
7509.6018	 0.043709
7509.6504	 0.049731
7509.6989	 0.056907
7509.7475	 0.062808
7509.7961	 0.063805
7509.8447	 0.062678
7509.8933	 0.065105
7509.9419	 0.067171
7509.9905	 0.066216
7510.0391	 0.068364
7510.0877	 0.076255
7510.1363	 0.077722
7510.1848	 0.073333
7510.2334	 0.075674
7510.2820	 0.080277
7510.3306	 0.081041
7510.3792	 0.079037
7510.4278	 0.076809
7510.4764	 0.079304
7510.5250	 0.082049
7510.5736	 0.080735
7510.6222	 0.079771
7510.6707	 0.079004
7510.7193	 0.079565
7510.7679	 0.082879
7510.8165	 0.084451
7510.8651	 0.083293
7510.9137	 0.081654
7510.9623	 0.079784
7511.0109	 0.079865
7511.0595	 0.082202
7511.1081	 0.078840
7511.1566	 0.077286
7511.2052	 0.082807
7511.2538	 0.083609
7511.3024	 0.083301
7511.3510	 0.084617
7511.3996	 0.084316
7511.4482	 0.082043
7511.4968	 0.079118
7511.5454	 0.081219
7511.5940	 0.083721
7511.6425	 0.082311
7511.6911	 0.082092
7511.7397	 0.082795
7511.7883	 0.085085
7511.8369	 0.089104
7511.8855	 0.087893
7511.9341	 0.086163
7511.9827	 0.086183
7512.0313	 0.082229
7512.0799	 0.079442
7512.1284	 0.077661
7512.1770	 0.070861
7512.2256	 0.063756
7512.2742	 0.062397
7512.3228	 0.062251
7512.3714	 0.063425
7512.4200	 0.063936
7512.4686	 0.059054
7512.5172	 0.051242
7512.5658	 0.046302
7512.6143	 0.041865
7512.6629	 0.037550
7512.7115	 0.033333
7512.7601	 0.029877
7512.8087	 0.029256
7512.8573	 0.026065
7512.9059	 0.024323
7512.9545	 0.021781
7513.0031	 0.022887
7513.0517	 0.027183
7513.1002	 0.028626
7513.1488	 0.028777
7513.1974	 0.027630
