##Wavelenght  49676.320
lambda	Flux
0.1nm	---
---------	---------
6427.5931	 0.008723
6427.6130	 0.008488
6427.6329	 0.007130
6427.6528	 0.005296
6427.6727	 0.003825
6427.6926	 0.000662
6427.7125	 0.006725
6427.7324	 0.009149
6427.7523	 0.008334
6427.7722	 0.005227
6427.7921	 0.001345
6427.8120	 0.001779
6427.8319	 0.008421
6427.8518	 0.013036
6427.8717	 0.011775
6427.8917	 0.005593
6427.9116	-0.000842
6427.9315	-0.001746
6427.9514	 0.011149
6427.9713	 0.002618
6427.9912	 0.003712
6428.0111	 0.005570
6428.0310	 0.005769
6428.0509	 0.004989
6428.0708	 0.006527
6428.0907	 0.002050
6428.1106	-0.001035
6428.1305	 0.005383
6428.1504	 0.010297
6428.1703	 0.011631
6428.1902	 0.011694
6428.2101	 0.008009
6428.2300	 0.007274
6428.2499	 0.013374
6428.2698	 0.016620
6428.2897	 0.015270
6428.3096	 0.012737
6428.3295	 0.009576
6428.3494	 0.007783
6428.3693	 0.008654
6428.3892	 0.013164
6428.4091	 0.014299
6428.4290	 0.013510
6428.4489	 0.012793
6428.4688	 0.011154
6428.4887	 0.011673
6428.5086	 0.014114
6428.5285	 0.016616
6428.5485	 0.011937
6428.5684	 0.010414
6428.5883	 0.010981
6428.6082	 0.015593
6428.6281	 0.013937
6428.6480	 0.009236
6428.6679	 0.007986
6428.6878	 0.012750
6428.7077	 0.013990
6428.7276	 0.013920
6428.7475	 0.014432
6428.7674	 0.011915
6428.7873	 0.006054
6428.8072	 0.005534
6428.8271	 0.006711
6428.8470	 0.009570
6428.8669	 0.008790
6428.8868	 0.008011
6428.9067	 0.007234
6428.9266	 0.006455
6428.9465	 0.005675
6428.9664	 0.005762
6428.9863	 0.008228
6429.0062	 0.007537
6429.0261	 0.008739
6429.0460	 0.007425
6429.0659	 0.013363
6429.0858	 0.011893
6429.1057	 0.006127
6429.1256	 0.007938
6429.1455	 0.013043
6429.1654	 0.020155
6429.1853	 0.015959
6429.2052	 0.009406
6429.2252	 0.014189
6429.2451	 0.016012
6429.2650	 0.014451
6429.2849	 0.023030
6429.3048	 0.020531
6429.3247	 0.020490
6429.3446	 0.023278
