##Wavelenght  49917.578
lambda	Flux
0.1nm	---
---------	---------
6409.7224	 0.019161
6409.7640	 0.022931
6409.8056	 0.023120
6409.8471	 0.018177
6409.8887	 0.020293
6409.9303	 0.023661
6409.9719	 0.023373
6410.0135	 0.022948
6410.0551	 0.025759
6410.0967	 0.020105
6410.1383	 0.017917
6410.1798	 0.022844
6410.2214	 0.027726
6410.2630	 0.033259
6410.3046	 0.046201
6410.3462	 0.053014
6410.3878	 0.059243
6410.4294	 0.051916
6410.4710	 0.059584
6410.5125	 0.065496
6410.5541	 0.069419
6410.5957	 0.062792
6410.6373	 0.065342
6410.6789	 0.071676
6410.7205	 0.076142
6410.7621	 0.079386
6410.8037	 0.085423
6410.8452	 0.084994
6410.8868	 0.081101
6410.9284	 0.083219
6410.9700	 0.091105
6411.0116	 0.083478
6411.0532	 0.088789
6411.0948	 0.094141
6411.1363	 0.091323
6411.1779	 0.090300
6411.2195	 0.089372
6411.2611	 0.081161
6411.3027	 0.084480
6411.3443	 0.089958
6411.3859	 0.086246
6411.4275	 0.084418
6411.4690	 0.090683
6411.5106	 0.089775
6411.5522	 0.088595
6411.5938	 0.091169
6411.6354	 0.088845
6411.6770	 0.089639
6411.7186	 0.090804
6411.7602	 0.089995
6411.8017	 0.082189
6411.8433	 0.080137
6411.8849	 0.084149
6411.9265	 0.082384
6411.9681	 0.078750
6412.0097	 0.075180
6412.0513	 0.075125
6412.0929	 0.079246
6412.1344	 0.079231
6412.1760	 0.076318
6412.2176	 0.073593
6412.2592	 0.074438
6412.3008	 0.077016
6412.3424	 0.072486
6412.3840	 0.071093
6412.4255	 0.072671
6412.4671	 0.073743
6412.5087	 0.071567
6412.5503	 0.066083
6412.5919	 0.066879
6412.6335	 0.067925
6412.6751	 0.069357
6412.7167	 0.070518
6412.7582	 0.060846
6412.7998	 0.059594
6412.8414	 0.056525
6412.8830	 0.055739
6412.9246	 0.049280
6412.9662	 0.044610
6413.0078	 0.041593
6413.0494	 0.034640
6413.0909	 0.024249
6413.1325	 0.024835
6413.1741	 0.021563
6413.2157	 0.020511
6413.2573	 0.020972
6413.2989	 0.018149
6413.3405	 0.013699
6427.5633	 0.006724
