##Wavelenght  51125.367
lambda	Flux
6412.1758	 0.094140
6412.2035	 0.082927
6412.2312	 0.081054
6412.2589	 0.085547
6412.2865	 0.081128
6412.3142	 0.078757
6412.3419	 0.080388
6412.3696	 0.079482
6412.3973	 0.076850
6412.4249	 0.075949
6412.4526	 0.078274
6412.4803	 0.074345
6412.5080	 0.066003
6412.5356	 0.066343
6412.5633	 0.071976
6412.5910	 0.075919
6412.6187	 0.074172
6412.6463	 0.069688
6412.6740	 0.067504
6412.7017	 0.070012
6412.7294	 0.064900
6412.7570	 0.052769
6412.7847	 0.059512
6412.8124	 0.065396
6412.8401	 0.053515
6412.8677	 0.052883
6412.8954	 0.057867
6412.9231	 0.051417
6412.9508	 0.041085
6412.9784	 0.036798
6413.0061	 0.041374
6413.0338	 0.041679
6413.0615	 0.038042
6413.0892	 0.037100
6413.1168	 0.028554
6413.1445	 0.017506
6413.1722	 0.019591
6413.1999	 0.029279
6413.2275	 0.035314
6413.2552	 0.029810
6413.2829	 0.022513
6413.3106	 0.022050
6413.3382	 0.028369
6413.3659	 0.032171
6413.3936	 0.030306
6427.5084	 0.012920
6427.5360	 0.014916
6427.5637	 0.016642
6427.5914	 0.011109
6427.6191	 0.007427
6427.6467	 0.006991
6427.6744	 0.004600
6427.7021	 0.004674
6427.7298	 0.009206
6427.7574	 0.014804
6427.7851	 0.013936
6427.8128	 0.009423
6427.8405	 0.010585
6427.8682	 0.011027
6427.8958	 0.008822
6427.9235	 0.009009
6427.9512	 0.010994
6427.9789	 0.011838
6428.0065	 0.009191
6428.0342	 0.006887
6428.0619	 0.008221
6428.0896	 0.012340
6428.1172	 0.010882
6428.1449	 0.003591
6428.1726	 0.000777
6428.2003	 0.006726
6428.2279	 0.013430
6428.2556	 0.006912
6428.2833	 0.005392
6428.3110	 0.014650
6428.3386	 0.015257
6428.3663	 0.008217
6428.3940	 0.003588
6428.4217	 0.009759
6428.4493	 0.014120
6428.4770	 0.010566
6428.5047	 0.010050
6428.5324	 0.009744
6428.5601	 0.007441
6428.5877	 0.008872
6428.6154	 0.012222
6428.6431	 0.013699
6428.6708	 0.012485
6428.6984	 0.014685
6428.7261	 0.019351
6428.7538	 0.013492
6428.7815	 0.009218
6428.8091	 0.014484
6428.8368	 0.014294
6428.8645	 0.015095
6428.8922	 0.021365
6428.9198	 0.018027
6428.9475	 0.010429
6428.9752	 0.007605
6429.0029	 0.006506
6429.0305	 0.009555
6429.0582	 0.015652
6429.0859	 0.012972
6429.1136	 0.010352
6429.1412	 0.015515
6429.1689	 0.013488
6429.1966	 0.009110
6429.2243	 0.012460
6429.2520	 0.019029
6429.2796	 0.024014
6429.3073	 0.025223
6429.3350	 0.024618
6429.3627	 0.028681
6429.3903	 0.038220
6429.4180	 0.037870
6429.4457	 0.032909
6429.4734	 0.035404
6429.5010	 0.040270
6429.5287	 0.043938
6429.5564	 0.048050
6429.5841	 0.058955
6429.6117	 0.062089
6429.6394	 0.048058
6429.6671	 0.053820
6429.6948	 0.067818
6429.7224	 0.060847
6429.7501	 0.058626
6429.7778	 0.065179
6429.8055	 0.067145
6429.8332	 0.065102
6429.8608	 0.062084
6429.8885	 0.060846
6429.9162	 0.063257
6429.9439	 0.068091
6429.9715	 0.071875
6429.9992	 0.071704
6430.0269	 0.072450
6430.0546	 0.079192
6430.0822	 0.079225
6430.1099	 0.075733
6430.1376	 0.080742
6430.1653	 0.082657
6430.1929	 0.077417
6430.2206	 0.072114
6430.2483	 0.074437
6430.2760	 0.079962
6430.3036	 0.078462
6430.3313	 0.077311
6430.3590	 0.078610
6430.3867	 0.078038
6430.4143	 0.079012
6430.4420	 0.080152
6430.4697	 0.077042
6430.4974	 0.077569
6430.5251	 0.081230
6430.5527	 0.080172
6430.5804	 0.081613
6430.6081	 0.083748
6430.6358	 0.077676
6430.6634	 0.078634
6430.6911	 0.084472
6430.7188	 0.076558
6430.7465	 0.072077
6430.7741	 0.075858
6430.8018	 0.073202
6430.8295	 0.069813
6430.8572	 0.071189
6430.8848	 0.075596
6430.9125	 0.080115
6430.9402	 0.083315
6430.9679	 0.085171
6430.9955	 0.083097
6431.0232	 0.080267
6431.0509	 0.083835
6431.0786	 0.082673
6431.1062	 0.075312
6431.1339	 0.075903
6431.1616	 0.082362
6431.1893	 0.087271
6431.2170	 0.086041
6431.2446	 0.087251
6431.2723	 0.091870
6431.3000	 0.089290
6431.3277	 0.089297
6431.3553	 0.096414
6431.3830	 0.100156
6431.4107	 0.098937
6431.4384	 0.096007
6431.4660	 0.095607
6431.4937	 0.097302
6431.5214	 0.096922
6431.5491	 0.090650
6431.5767	 0.093086
6431.6044	 0.104487
6431.6321	 0.100402
6431.6598	 0.091438
6431.6874	 0.091549
6431.7151	 0.097425
6431.7428	 0.098239
6431.7705	 0.091714
6431.7981	 0.090064
6431.8258	 0.092134
6431.8535	 0.091700
6431.8812	 0.085778
6431.9089	 0.083976
6431.9365	 0.088896
6431.9642	 0.086723
6431.9919	 0.082754
6432.0196	 0.082999
6432.0472	 0.081591
6432.0749	 0.081424
6432.1026	 0.082042
6432.1303	 0.073025
6432.1579	 0.063816
6432.1856	 0.062778
6432.2133	 0.061603
6432.2410	 0.059526
6432.2686	 0.057697
6432.2963	 0.054058
6432.3240	 0.052500
6432.3517	 0.053748
6432.3793	 0.049633
6432.4070	 0.047033
6432.4347	 0.052098
6432.4624	 0.056241
6432.4901	 0.054325
6432.5177	 0.048884
6432.5454	 0.050189
6432.5731	 0.053273
6432.6008	 0.050515
6432.6284	 0.044920
6432.6561	 0.043594
6432.6838	 0.049002
6432.7115	 0.052446
6432.7391	 0.050080
6432.7668	 0.045141
6432.7945	 0.046919
6432.8222	 0.051031
6432.8498	 0.050516
6432.8775	 0.048197
6432.9052	 0.044530
6432.9329	 0.040883
6432.9605	 0.043260
6432.9882	 0.047639
6433.0159	 0.047977
6433.0436	 0.046379
6433.0712	 0.047718
6433.0989	 0.052727
6433.1266	 0.052873
6433.1543	 0.053635
6433.1820	 0.060113
6433.2096	 0.059610
6433.2373	 0.053096
6433.2650	 0.048419
6433.2927	 0.047735
6433.3203	 0.047211
6433.3480	 0.044776
6433.3757	 0.047547
6433.4034	 0.048340
6433.4310	 0.041536
6433.4587	 0.043457
6433.4864	 0.048488
6433.5141	 0.045272
6433.5417	 0.042946
6433.5694	 0.045238
6433.5971	 0.047922
6433.6248	 0.041985
6433.6524	 0.038259
6433.6801	 0.045097
6433.7078	 0.038784
6433.7355	 0.029516
6433.7631	 0.035708
6433.7908	 0.039785
6433.8185	 0.039218
6433.8462	 0.038717
6433.8739	 0.031027
6433.9015	 0.024697
6433.9292	 0.029470
6433.9569	 0.031893
6433.9846	 0.029834
6434.0122	 0.026908
6434.0399	 0.018678
6434.0676	 0.015325
6434.0953	 0.024462
6434.1229	 0.024128
6434.1506	 0.017138
6434.1783	 0.017277
6434.2060	 0.018127
6434.2336	 0.018720
6434.2613	 0.020562
6434.2890	 0.017773
6434.3167	 0.013980
6434.3443	 0.015848
6434.3720	 0.019691
6434.3997	 0.021739
6434.4274	 0.020040
6434.4550	 0.015030
6434.4827	 0.012503
6434.5104	 0.016949
6434.5381	 0.021032
6434.5658	 0.019971
6434.5934	 0.014946
6434.6211	 0.013870
6434.6488	 0.015048
6434.6765	 0.013670
6434.7041	 0.015229
6434.7318	 0.016533
6434.7595	 0.013183
6434.7872	 0.015227
6434.8148	 0.018227
6434.8425	 0.013774
6434.8702	 0.012906
6434.8979	 0.015377
6434.9255	 0.014943
6434.9532	 0.015688
6434.9809	 0.015061
6436.9182	 0.006681
6436.9459	 0.008190
6436.9736	 0.010594
6437.0012	 0.008284
6437.0289	 0.011430
6437.0566	 0.017460
6437.0843	 0.018082
6437.1119	 0.014930
6437.1396	 0.013885
6437.1673	 0.018195
6437.1950	 0.021216
6437.2227	 0.021439
6437.2503	 0.020723
6437.2780	 0.019280
6437.3057	 0.019094
6437.3334	 0.021950
6437.3610	 0.026034
6437.3887	 0.026970
6437.4164	 0.023904
6437.4441	 0.025660
6437.4717	 0.028694
6437.4994	 0.027431
6437.5271	 0.029811
6437.5548	 0.037447
6437.5824	 0.045812
6437.6101	 0.048542
6437.6378	 0.047959
6437.6655	 0.049662
6437.6931	 0.054571
6437.7208	 0.060305
6437.7485	 0.064399
6437.7762	 0.067550
6437.8038	 0.070686
6437.8315	 0.073943
6437.8592	 0.076124
6437.8869	 0.077395
6437.9146	 0.079920
6437.9422	 0.087112
6437.9699	 0.092070
6437.9976	 0.089719
6438.0253	 0.089537
6438.0529	 0.091415
6438.0806	 0.092233
6438.1083	 0.094867
6438.1360	 0.098460
6438.1636	 0.101307
6438.1913	 0.104413
6438.2190	 0.105876
6438.2467	 0.105390
6438.2743	 0.107693
6438.3020	 0.106160
6438.3297	 0.098818
6438.3574	 0.101803
6438.3850	 0.110817
6438.4127	 0.114964
6438.4404	 0.113002
6438.4681	 0.109703
6438.4957	 0.108638
6438.5234	 0.107133
6438.5511	 0.105854
6438.5788	 0.105920
6438.6065	 0.105748
6438.6341	 0.103603
6438.6618	 0.101041
6438.6895	 0.103292
6438.7172	 0.100762
6438.7448	 0.093162
6438.7725	 0.102862
6438.8002	 0.112690
6438.8279	 0.107448
6438.8555	 0.104918
6438.8832	 0.107306
6438.9109	 0.108773
6438.9386	 0.105355
6438.9662	 0.102665
6438.9939	 0.103800
6439.0216	 0.102629
6439.0493	 0.101905
6439.0769	 0.104001
6439.1046	 0.104775
6439.1323	 0.103470
6439.1600	 0.101576
6439.1876	 0.101265
6439.2153	 0.102999
6439.2430	 0.105196
6439.2707	 0.105003
6439.2984	 0.104093
6439.3260	 0.104403
6439.3537	 0.105646
6439.3814	 0.107597
6439.4091	 0.109591
6439.4367	 0.110347
6439.4644	 0.109443
6439.4921	 0.106753
6439.5198	 0.102902
6439.5474	 0.102976
6439.5751	 0.107314
6439.6028	 0.109374
6439.6305	 0.111495
6439.6581	 0.114794
6439.6858	 0.115671
6439.7135	 0.116621
6439.7412	 0.118772
6439.7688	 0.118642
6439.7965	 0.112361
6439.8242	 0.103486
6439.8519	 0.102022
6439.8795	 0.104116
6439.9072	 0.103772
6439.9349	 0.099237
6439.9626	 0.095333
6439.9903	 0.095123
6440.0179	 0.096939
6440.0456	 0.097279
6440.0733	 0.095749
6440.1010	 0.094871
6440.1286	 0.092064
6440.1563	 0.085042
6440.1840	 0.075656
6440.2117	 0.074531
6440.2393	 0.078981
6440.2670	 0.074354
6440.2947	 0.066026
6440.3224	 0.061768
6440.3500	 0.063456
6440.3777	 0.062420
6440.4054	 0.054979
6440.4331	 0.045971
6440.4607	 0.043046
6440.4884	 0.043062
6440.5161	 0.036660
6440.5438	 0.032320
6440.5715	 0.032554
6440.5991	 0.031521
6440.6268	 0.028293
6440.6545	 0.024364
6440.6822	 0.022022
6440.7098	 0.022342
6440.7375	 0.023530
6440.7652	 0.023329
6440.7929	 0.025048
6440.8205	 0.023883
6440.8482	 0.015052
6440.8759	 0.017677
6440.9036	 0.027445
6440.9312	 0.025703
6440.9589	 0.020905
6440.9866	 0.018616
6441.0143	 0.017442
6441.0419	 0.015119
6441.0696	 0.014143
6441.0973	 0.017261
7509.1217	 0.002786
7509.1540	 0.008703
7509.1863	 0.006972
7509.2186	 0.008263
7509.2509	 0.017483
7509.2832	 0.023944
7509.3155	 0.022133
7509.3478	 0.018634
7509.3801	 0.027389
7509.4124	 0.035390
7509.4447	 0.034872
7509.4770	 0.034550
7509.5093	 0.036976
7509.5416	 0.041249
7509.5739	 0.045280
7509.6062	 0.047939
7509.6385	 0.048742
7509.6708	 0.048114
7509.7031	 0.049018
7509.7354	 0.052904
7509.7677	 0.058310
7509.8000	 0.062976
7509.8323	 0.063274
7509.8646	 0.057457
7509.8969	 0.059154
7509.9292	 0.069374
7509.9615	 0.072607
7509.9938	 0.071257
7510.0261	 0.070523
7510.0584	 0.071211
7510.0907	 0.069460
7510.1230	 0.067290
7510.1553	 0.071588
7510.1876	 0.074201
7510.2199	 0.072673
7510.2522	 0.074056
7510.2845	 0.076711
7510.3168	 0.078388
7510.3491	 0.078510
7510.3814	 0.074181
7510.4137	 0.069682
7510.4460	 0.073182
7510.4783	 0.072890
7510.5106	 0.066692
7510.5429	 0.066089
7510.5752	 0.070503
7510.6075	 0.073537
7510.6398	 0.070778
7510.6721	 0.075870
7510.7044	 0.086564
7510.7367	 0.085378
7510.7690	 0.080407
7510.8013	 0.079507
7510.8336	 0.081496
7510.8659	 0.078476
7510.8982	 0.073692
7510.9305	 0.077172
7510.9628	 0.076037
7510.9951	 0.070145
7511.0274	 0.072553
7511.0596	 0.077121
7511.0919	 0.080538
7511.1242	 0.085164
7511.1565	 0.087036
7511.1888	 0.085250
7511.2211	 0.082811
7511.2534	 0.081120
7511.2857	 0.083797
7511.3180	 0.091823
7511.3503	 0.089054
7511.3826	 0.079477
7511.4149	 0.082118
7511.4472	 0.092003
7511.4795	 0.097415
7511.5118	 0.091659
7511.5441	 0.088302
7511.5764	 0.089091
7511.6087	 0.086147
7511.6410	 0.085988
7511.6733	 0.089273
7511.7056	 0.089989
7511.7379	 0.085854
7511.7702	 0.084253
7511.8025	 0.091720
7511.8348	 0.090278
7511.8671	 0.083696
7511.8994	 0.086954
7511.9317	 0.084296
7511.9640	 0.078014
7511.9963	 0.081051
7512.0286	 0.081731
7512.0609	 0.076352
7512.0932	 0.070830
7512.1255	 0.069997
7512.1578	 0.071419
7512.1901	 0.069913
7512.2224	 0.067711
7512.2547	 0.070234
7512.2870	 0.077187
7512.3193	 0.070925
7512.3516	 0.060384
7512.3839	 0.062996
7512.4162	 0.063679
7512.4485	 0.060869
7512.4808	 0.060897
7512.5131	 0.056971
7512.5454	 0.050057
7512.5777	 0.045502
7512.6100	 0.042707
7512.6423	 0.039668
7512.6746	 0.036629
7512.7069	 0.038844
7512.7392	 0.038099
7512.7715	 0.027951
7512.8038	 0.025983
7512.8361	 0.033035
7512.8684	 0.037439
7512.9007	 0.029782
7512.9330	 0.022746
7512.9652	 0.027290
7512.9975	 0.024212
7513.0298	 0.020000
7513.0621	 0.025178
7513.0944	 0.023864
7513.1267	 0.020733
7513.1590	 0.024546
7513.1913	 0.025544
7513.2236	 0.024758
7513.2559	 0.026242
7513.2882	 0.026321
7513.3205	 0.026864
7513.3528	 0.029144
7513.3851	 0.028133
