##Wavelenght  51095.422
lambda	Flux
6413.2345	 0.023613
6413.2742	 0.029904
6413.3138	 0.030193
6413.3534	 0.026778
6413.3930	 0.034679
6427.5003	 0.011093
6427.5400	 0.011389
6427.5796	 0.004203
6427.6192	 0.014624
6427.6589	 0.014381
6427.6985	 0.007332
6427.7381	 0.007333
6427.7777	 0.007826
6427.8174	 0.009508
6427.8570	 0.006141
6427.8966	 0.003908
6427.9362	 0.010884
6427.9759	 0.013599
6428.0155	 0.014618
6428.0551	 0.006769
6428.0948	 0.003903
6428.1344	 0.010870
6428.1740	 0.004098
6428.2136	 0.006491
6428.2533	 0.004528
6428.2929	 0.002595
6428.3325	 0.003191
6428.3721	 0.007245
6428.4118	 0.010249
6428.4514	 0.007489
6428.4910	 0.010900
6428.5307	 0.014661
6428.5703	 0.007318
6428.6099	 0.004028
6428.6495	 0.009117
6428.6892	 0.009023
6428.7288	 0.011065
6428.7684	 0.019096
6428.8080	 0.014813
6428.8477	 0.010956
6428.8873	 0.011831
6428.9269	 0.013586
6428.9666	 0.006829
6429.0062	 0.011584
6429.0458	 0.011102
6429.0854	 0.009624
6429.1251	 0.014316
6429.1647	 0.016554
6429.2043	 0.012904
6429.2439	 0.011025
6429.2836	 0.019081
6429.3232	 0.030493
6429.3628	 0.030981
6429.4025	 0.027606
6429.4421	 0.036226
6429.4817	 0.043328
6429.5213	 0.039478
6429.5610	 0.046192
6429.6006	 0.053624
6429.6402	 0.052885
6429.6798	 0.063329
6429.7195	 0.071160
6429.7591	 0.066667
6429.7987	 0.070803
6429.8384	 0.076373
6429.8780	 0.080552
6429.9176	 0.084738
6429.9572	 0.080673
6429.9969	 0.078215
6430.0365	 0.082024
6430.0761	 0.075751
6430.1157	 0.073988
6430.1554	 0.081086
6430.1950	 0.083748
6430.2346	 0.086101
6430.2743	 0.082930
6430.3139	 0.083183
6430.3535	 0.087518
6430.3931	 0.092834
6430.4328	 0.088527
6430.4724	 0.087456
6430.5120	 0.088520
6430.5516	 0.087712
6430.5913	 0.076822
6430.6309	 0.087554
6430.6705	 0.089237
6430.7102	 0.088339
6430.7498	 0.088989
6430.7894	 0.087145
6430.8290	 0.086141
6430.8687	 0.081871
6430.9083	 0.082744
6430.9479	 0.084015
6430.9875	 0.077369
6431.0272	 0.077189
6431.0668	 0.084655
6431.1064	 0.088780
6431.1461	 0.079816
6431.1857	 0.079409
6431.2253	 0.085747
6431.2649	 0.088902
6431.3046	 0.085289
6431.3442	 0.091120
6431.3838	 0.095175
6431.4234	 0.090517
6431.4631	 0.098908
6431.5027	 0.103478
6431.5423	 0.105415
6431.5820	 0.098431
6431.6216	 0.095904
6431.6612	 0.098076
6431.7008	 0.110391
6431.7405	 0.109161
6431.7801	 0.107621
6431.8197	 0.105832
6431.8593	 0.086886
6431.8990	 0.091579
6431.9386	 0.087255
6431.9782	 0.086888
6432.0179	 0.077808
6432.0575	 0.068705
6432.0971	 0.068943
6432.1367	 0.068741
6432.1764	 0.065210
6432.2160	 0.057939
6432.2556	 0.067200
6432.2952	 0.058270
6432.3349	 0.047549
6432.3745	 0.057473
6432.4141	 0.051039
6432.4538	 0.042596
6432.4934	 0.044138
6432.5330	 0.048512
6432.5726	 0.051339
6432.6123	 0.053147
6432.6519	 0.055007
6432.6915	 0.047161
6432.7311	 0.049402
6432.7708	 0.050962
6432.8104	 0.042048
6432.8500	 0.044025
6432.8897	 0.044033
6432.9293	 0.040298
6432.9689	 0.045705
6433.0085	 0.043497
6433.0482	 0.041796
6433.0878	 0.050483
6433.1274	 0.047812
6433.1670	 0.045304
6433.2067	 0.046999
6433.2463	 0.047226
6433.2859	 0.053407
6433.3256	 0.056582
6433.3652	 0.047888
6433.4048	 0.042190
6433.4444	 0.039004
6433.4841	 0.038011
6433.5237	 0.041239
6433.5633	 0.036943
6433.6029	 0.038756
6433.6426	 0.032251
6433.6822	 0.040399
6433.7218	 0.035162
6433.7615	 0.040094
6433.8011	 0.042690
6433.8407	 0.036828
6433.8803	 0.033608
6433.9200	 0.035961
6433.9596	 0.028369
6433.9992	 0.017227
6434.0388	 0.014680
6434.0785	 0.017127
6434.1181	 0.021736
6434.1577	 0.016513
6434.1974	 0.015309
6434.2370	 0.022756
6434.2766	 0.017814
6434.3162	 0.016962
6434.3559	 0.024573
6434.3955	 0.020417
6434.4351	 0.014701
6434.4747	 0.012031
6434.5144	 0.024306
6434.5540	 0.016958
6434.5936	 0.019244
6434.6333	 0.017129
6434.6729	 0.014445
6434.7125	 0.022801
6434.7521	 0.017634
6434.7918	 0.010347
6434.8314	 0.012804
6434.8710	 0.017558
6434.9106	 0.018193
6434.9503	 0.021142
6434.9899	 0.018129
6436.9316	 0.022098
6436.9713	 0.012378
6437.0109	 0.008263
6437.0505	 0.016006
6437.0901	 0.018290
6437.1298	 0.014292
6437.1694	 0.016129
6437.2090	 0.014792
6437.2487	 0.018896
6437.2883	 0.023815
6437.3279	 0.018284
6437.3675	 0.016800
6437.4072	 0.022944
6437.4468	 0.024345
6437.4864	 0.029362
6437.5260	 0.031488
6437.5657	 0.041429
6437.6053	 0.043684
6437.6449	 0.046225
6437.6846	 0.052528
6437.7242	 0.058892
6437.7638	 0.066734
6437.8034	 0.067184
6437.8431	 0.071451
6437.8827	 0.081077
6437.9223	 0.084209
6437.9619	 0.080629
6438.0016	 0.090000
6438.0412	 0.090594
6438.0808	 0.099074
6438.1205	 0.102302
6438.1601	 0.105442
6438.1997	 0.097587
6438.2393	 0.109287
6438.2790	 0.104224
6438.3186	 0.104810
6438.3582	 0.103422
6438.3978	 0.098625
6438.4375	 0.102146
6438.4771	 0.109152
6438.5167	 0.112171
6438.5564	 0.112163
6438.5960	 0.115438
6438.6356	 0.114086
6438.6752	 0.111313
6438.7149	 0.111946
6438.7545	 0.111626
6438.7941	 0.116930
6438.8337	 0.110549
6438.8734	 0.105700
6438.9130	 0.112951
6438.9526	 0.106172
6438.9923	 0.104225
6439.0319	 0.107181
6439.0715	 0.100379
6439.1111	 0.106078
6439.1508	 0.102516
6439.1904	 0.102652
6439.2300	 0.104039
6439.2696	 0.104244
6439.3093	 0.099712
6439.3489	 0.102368
6439.3885	 0.104823
6439.4282	 0.102497
6439.4678	 0.102202
6439.5074	 0.103541
6439.5470	 0.105503
6439.5867	 0.104319
6439.6263	 0.104428
6439.6659	 0.109001
6439.7055	 0.111999
6439.7452	 0.112616
6439.7848	 0.108009
6439.8244	 0.112364
6439.8641	 0.103165
6439.9037	 0.099571
6439.9433	 0.098250
6439.9829	 0.095935
6440.0226	 0.096967
6440.0622	 0.088406
6440.1018	 0.084347
6440.1414	 0.082466
6440.1811	 0.083482
6440.2207	 0.082879
6440.2603	 0.078041
6440.3000	 0.064221
6440.3396	 0.058974
6440.3792	 0.059175
6440.4188	 0.050015
6440.4585	 0.038862
6440.4981	 0.034445
6440.5377	 0.036244
6440.5773	 0.035202
6440.6170	 0.031252
6440.6566	 0.028015
6440.6962	 0.023153
6440.7359	 0.025860
6440.7755	 0.020837
6440.8151	 0.025428
6440.8547	 0.020814
6440.8944	 0.017063
6440.9340	 0.020916
6440.9736	 0.022816
6441.0132	 0.019487
6441.0529	 0.021517
6441.0925	 0.025436
7509.1088	 0.012250
7509.1552	 0.007346
7509.2016	 0.004039
7509.2480	 0.015645
7509.2944	 0.015459
7509.3408	 0.021042
7509.3872	 0.026965
7509.4336	 0.035444
7509.4800	 0.042652
7509.5264	 0.038414
7509.5728	 0.042585
7509.6192	 0.048751
7509.6656	 0.053318
7509.7120	 0.058881
7509.7584	 0.057721
7509.8047	 0.065363
7509.8511	 0.071810
7509.8975	 0.069440
7509.9439	 0.073656
7509.9903	 0.068577
7510.0367	 0.078135
7510.0831	 0.077500
7510.1295	 0.075525
7510.1759	 0.064460
7510.2223	 0.069052
7510.2687	 0.077610
7510.3151	 0.081620
7510.3615	 0.086226
7510.4079	 0.082631
7510.4543	 0.079700
7510.5006	 0.082452
7510.5470	 0.085089
7510.5934	 0.087267
7510.6398	 0.085641
7510.6862	 0.083014
7510.7326	 0.079209
7510.7790	 0.083243
7510.8254	 0.085082
7510.8718	 0.083887
7510.9182	 0.085940
7510.9646	 0.084500
7511.0110	 0.086125
7511.0574	 0.083236
7511.1038	 0.078757
7511.1502	 0.078977
7511.1965	 0.075025
7511.2429	 0.084741
7511.2893	 0.091435
7511.3357	 0.084861
7511.3821	 0.088351
7511.4285	 0.087414
7511.4749	 0.086473
7511.5213	 0.084787
7511.5677	 0.083094
7511.6141	 0.087927
7511.6605	 0.093243
7511.7069	 0.086563
7511.7533	 0.087094
7511.7997	 0.087921
7511.8461	 0.091647
7511.8925	 0.089736
7511.9388	 0.082615
7511.9852	 0.076890
7512.0316	 0.070198
7512.0780	 0.070486
7512.1244	 0.076327
7512.1708	 0.078829
7512.2172	 0.070883
7512.2636	 0.061955
7512.3100	 0.065825
7512.3564	 0.059770
7512.4028	 0.064014
7512.4492	 0.067900
7512.4956	 0.056866
7512.5420	 0.050617
7512.5884	 0.050496
7512.6347	 0.048631
7512.6811	 0.035719
7512.7275	 0.040092
7512.7739	 0.035468
7512.8203	 0.039321
7512.8667	 0.035459
7512.9131	 0.025559
7512.9595	 0.025241
7513.0059	 0.032468
7513.0523	 0.031163
7513.0987	 0.025633
7513.1451	 0.027716
7513.1915	 0.032584
7513.2379	 0.029722
7513.2843	 0.028136
7513.3306	 0.031301
7513.3770	 0.028977
