##Wavelenght  51093.355
lambda	Flux
0.1nm	---
---------	---------
6409.7077	 0.028236
6409.7473	 0.016458
6409.7869	 0.020052
6409.8266	 0.026314
6409.8662	 0.023827
6409.9058	 0.019128
6409.9455	 0.014322
6409.9851	 0.022233
6410.0247	 0.029261
6410.0643	 0.019333
6410.1040	 0.024587
6410.1436	 0.033347
6410.1832	 0.037594
6410.2229	 0.042398
6410.2625	 0.034562
6410.3021	 0.052425
6410.3417	 0.047795
6410.3814	 0.051859
6410.4210	 0.059382
6410.4606	 0.055259
6410.5002	 0.053825
6410.5399	 0.059479
6410.5795	 0.060283
6410.6191	 0.070592
6410.6587	 0.079477
6410.6984	 0.069207
6410.7380	 0.085666
6410.7776	 0.080518
6410.8173	 0.079310
6410.8569	 0.086434
6410.8965	 0.084896
6410.9361	 0.080875
6410.9758	 0.086082
6411.0154	 0.077560
6411.0550	 0.079962
6411.0947	 0.084891
6411.1343	 0.084542
6411.1739	 0.084710
6411.2135	 0.087279
6411.2532	 0.091095
6411.2928	 0.084002
6411.3324	 0.083685
6411.3720	 0.093633
6411.4117	 0.090687
6411.4513	 0.091765
6411.4909	 0.088396
6411.5306	 0.080952
6411.5702	 0.084016
6411.6098	 0.083681
6411.6494	 0.079386
6411.6891	 0.074553
6411.7287	 0.074608
6411.7683	 0.077165
6411.8079	 0.073318
6411.8476	 0.073069
6411.8872	 0.077539
6411.9268	 0.076804
6411.9665	 0.084302
6412.0061	 0.085641
6412.0457	 0.085214
6412.0853	 0.084305
6412.1250	 0.088472
6412.1646	 0.080272
6412.2042	 0.076296
6412.2438	 0.083520
6412.2835	 0.083871
6412.3231	 0.075491
6412.3627	 0.074993
6412.4024	 0.073622
6412.4420	 0.073708
6412.4816	 0.080369
6412.5212	 0.078065
6412.5609	 0.074093
6412.6005	 0.067094
6412.6401	 0.070972
6412.6797	 0.068215
6412.7194	 0.068623
6412.7590	 0.063729
6412.7986	 0.049056
6412.8383	 0.060048
6412.8779	 0.055523
6412.9175	 0.045139
6412.9571	 0.042336
6412.9968	 0.044495
6413.0364	 0.041925
6413.0760	 0.032285
6413.1156	 0.032989
6413.1553	 0.036256
6413.1949	 0.025701
