##Wavelenght  51003.523
lambda	Flux
6413.1778	 0.023830
6413.2178	 0.017321
6413.2578	 0.021870
6413.2978	 0.019011
6413.3378	 0.025058
6427.3101	 0.008682
6427.3516	 0.006787
6427.3931	 0.009229
6427.4351	 0.017705
6427.4766	 0.010621
6427.5181	 0.016436
6427.5596	 0.016568
6427.6016	 0.011911
6427.6431	 0.014696
6427.6846	 0.011978
6427.7261	 0.014556
6427.7681	 0.012849
6427.8096	 0.016323
6427.8511	 0.011028
6427.8926	 0.008415
6427.9341	 0.009816
6427.9761	 0.008534
6428.0176	 0.014082
6428.0591	 0.013176
6428.1006	 0.014272
6428.1426	 0.008544
6428.1841	 0.008237
6428.2256	 0.009271
6428.2671	 0.011625
6428.3091	 0.006332
6428.3506	 0.010471
6428.3921	 0.004239
6428.4336	 0.008665
6428.4751	 0.009154
6428.5171	 0.009120
6428.5586	 0.008766
6428.6001	 0.009454
6428.6416	 0.007385
6428.6836	 0.012932
6428.7251	 0.008303
6428.7666	 0.011670
6428.8081	 0.013003
6428.8501	 0.008161
6428.8916	 0.005889
6428.9331	 0.009774
6428.9746	 0.011951
6429.0161	 0.015742
6429.0581	 0.012659
6429.0996	 0.006826
6429.1411	 0.014641
6429.1826	 0.003891
6429.2246	 0.008471
6429.2661	 0.016082
6429.3076	 0.011534
6429.3491	 0.014769
6429.3911	 0.022855
6429.4326	 0.027504
6429.4741	 0.031507
6429.5156	 0.034974
6429.5571	 0.037534
6429.5991	 0.036208
6429.6406	 0.039562
6429.6821	 0.049612
6429.7236	 0.052629
6429.7656	 0.057070
6429.8071	 0.064969
6429.8486	 0.067674
6429.8901	 0.064790
6429.9316	 0.065136
6429.9736	 0.065447
6430.0151	 0.071993
6430.0566	 0.068572
6430.0981	 0.072290
6430.1401	 0.076868
6430.1816	 0.080948
6430.2231	 0.078614
6430.2646	 0.083002
6430.3066	 0.082268
6430.3481	 0.078966
6430.3896	 0.076470
6430.4312	 0.074366
6430.4727	 0.074649
6430.5146	 0.074457
6430.5562	 0.078590
6430.5977	 0.076747
6430.6392	 0.077975
6430.6812	 0.078304
6430.7227	 0.073727
6430.7642	 0.072614
6430.8057	 0.072001
6430.8477	 0.071307
6430.8892	 0.080999
6430.9307	 0.079006
6430.9722	 0.076960
6431.0137	 0.076154
6431.0557	 0.079863
6431.0972	 0.076492
6431.1387	 0.079037
6431.1802	 0.078897
6431.2222	 0.074294
6431.2637	 0.075491
6431.3052	 0.084391
6431.3467	 0.085741
6431.3887	 0.081257
6431.4302	 0.089197
6431.4717	 0.091741
6431.5132	 0.090959
6431.5547	 0.091301
6431.5967	 0.088351
6431.6382	 0.085644
6431.6797	 0.089331
6431.7212	 0.088489
6431.7632	 0.087111
6431.8047	 0.089120
6431.8462	 0.084680
6431.8877	 0.085919
6431.9297	 0.086439
6431.9712	 0.087092
6432.0127	 0.081921
6432.0542	 0.076650
6432.0957	 0.073037
6432.1377	 0.074657
6432.1792	 0.067653
6432.2207	 0.064039
6432.2622	 0.057370
6432.3042	 0.053753
6432.3457	 0.053435
6432.3872	 0.050077
6432.4287	 0.041714
6432.4707	 0.044656
6432.5122	 0.046346
6432.5537	 0.046090
6432.5952	 0.049131
6432.6367	 0.046330
6432.6787	 0.046118
6432.7202	 0.051849
6432.7617	 0.050304
6432.8032	 0.048174
6432.8452	 0.048989
6432.8867	 0.044698
6432.9282	 0.049484
6432.9697	 0.044889
6433.0117	 0.042458
6433.0532	 0.043214
6433.0947	 0.041512
6433.1362	 0.042315
6433.1777	 0.042693
6433.2197	 0.038593
6433.2612	 0.040947
6433.3027	 0.041363
6433.3442	 0.042375
6433.3862	 0.042109
6433.4277	 0.042067
6433.4692	 0.039304
6433.5107	 0.044102
6433.5527	 0.042809
6433.5942	 0.047782
6433.6357	 0.043023
6433.6772	 0.041962
6433.7188	 0.048407
6433.7607	 0.048453
6433.8022	 0.044850
6433.8438	 0.043322
6433.8853	 0.038512
6433.9272	 0.032971
6433.9688	 0.032283
6434.0103	 0.032232
6434.0518	 0.029338
6434.0938	 0.022427
6434.1353	 0.020614
6434.1768	 0.018445
6434.2183	 0.014544
6434.2598	 0.018299
6434.3018	 0.016885
6434.3433	 0.015829
6434.3848	 0.017866
6434.4263	 0.014059
6434.4683	 0.014301
6434.5098	 0.012895
6434.5513	 0.011677
6434.5928	 0.011927
6434.6343	 0.010150
6434.6763	 0.009104
6434.7178	 0.010874
6434.7593	 0.008998
6434.8008	 0.015557
6434.8428	 0.012425
6434.8843	 0.012360
6434.9258	 0.009827
6434.9673	 0.008999
6435.0093	 0.012350
6437.0068	 0.019098
6437.0483	 0.022478
6437.0898	 0.020534
6437.1313	 0.020866
6437.1733	 0.019157
6437.2148	 0.021047
6437.2563	 0.018889
6437.2979	 0.024833
6437.3394	 0.030359
6437.3813	 0.027439
6437.4229	 0.025864
6437.4644	 0.033152
6437.5059	 0.029232
6437.5479	 0.032456
6437.5894	 0.039706
6437.6309	 0.039627
6437.6724	 0.048715
6437.7144	 0.054036
6437.7559	 0.058380
6437.7974	 0.066036
6437.8389	 0.070691
6437.8804	 0.071484
6437.9224	 0.080644
6437.9639	 0.083524
6438.0054	 0.087573
6438.0469	 0.089078
6438.0889	 0.092320
6438.1304	 0.090133
6438.1719	 0.100879
6438.2134	 0.104520
6438.2554	 0.107056
6438.2969	 0.111058
6438.3384	 0.113568
6438.3799	 0.113497
6438.4214	 0.114320
6438.4634	 0.116562
6438.5049	 0.115534
6438.5464	 0.114335
6438.5879	 0.110368
6438.6299	 0.109453
6438.6714	 0.111812
6438.7129	 0.109935
6438.7544	 0.108735
6438.7964	 0.107703
6438.8379	 0.108337
6438.8794	 0.107769
6438.9209	 0.108457
6438.9624	 0.103753
6439.0044	 0.103235
6439.0459	 0.104233
6439.0874	 0.106760
6439.1289	 0.108188
6439.1709	 0.111846
6439.2124	 0.111289
6439.2539	 0.109304
6439.2954	 0.106881
6439.3374	 0.107005
6439.3789	 0.109252
6439.4204	 0.109405
6439.4619	 0.106763
6439.5034	 0.103407
6439.5454	 0.105361
6439.5869	 0.103651
6439.6284	 0.101711
6439.6699	 0.103165
6439.7119	 0.101782
6439.7534	 0.099997
6439.7949	 0.102041
6439.8364	 0.100959
6439.8779	 0.096396
6439.9199	 0.093607
6439.9614	 0.089944
6440.0029	 0.090154
6440.0444	 0.087265
6440.0864	 0.087794
6440.1279	 0.088957
6440.1694	 0.085880
6440.2109	 0.075296
6440.2529	 0.068713
6440.2944	 0.066677
6440.3359	 0.062122
6440.3774	 0.055621
6440.4194	 0.047241
6440.4609	 0.040946
6440.5024	 0.034112
6440.5439	 0.028078
6440.5854	 0.023556
6440.6274	 0.024169
6440.6689	 0.020030
6440.7104	 0.015907
6440.7520	 0.014788
6440.7939	 0.013062
6440.8354	 0.010694
6440.8770	 0.009894
6440.9185	 0.011079
6440.9600	 0.016011
7509.0448	 0.007380
7509.0931	 0.012502
7509.1415	 0.011590
7509.1899	 0.007891
7509.2383	 0.008371
7509.2867	 0.011927
7509.3351	 0.017403
7509.3835	 0.022887
7509.4319	 0.029745
7509.4802	 0.028255
7509.5286	 0.039102
7509.5770	 0.042018
7509.6254	 0.053090
7509.6738	 0.049874
7509.7222	 0.055273
7509.7706	 0.056850
7509.8189	 0.063233
7509.8673	 0.065082
7509.9157	 0.069132
7509.9641	 0.068544
7510.0125	 0.071979
7510.0609	 0.071948
7510.1093	 0.077383
7510.1577	 0.080027
7510.2060	 0.079389
7510.2544	 0.080434
7510.3028	 0.079875
7510.3512	 0.075913
7510.3996	 0.080943
7510.4480	 0.084515
7510.4964	 0.078796
7510.5448	 0.080100
7510.5931	 0.085502
7510.6415	 0.081763
7510.6899	 0.079321
7510.7383	 0.082920
7510.7867	 0.082931
7510.8351	 0.082176
7510.8835	 0.081384
7510.9319	 0.082836
7510.9802	 0.084783
7511.0286	 0.078551
7511.0770	 0.079665
7511.1254	 0.084458
7511.1738	 0.081663
7511.2222	 0.081837
7511.2706	 0.080702
7511.3190	 0.079544
7511.3673	 0.083956
7511.4157	 0.084835
7511.4641	 0.085817
7511.5125	 0.084883
7511.5609	 0.080073
7511.6093	 0.084249
7511.6577	 0.082526
7511.7061	 0.082663
7511.7544	 0.082019
7511.8028	 0.079222
7511.8512	 0.082024
7511.8996	 0.083896
7511.9480	 0.079999
7511.9964	 0.077106
7512.0448	 0.074855
7512.0932	 0.077530
7512.1415	 0.072444
7512.1899	 0.068621
7512.2383	 0.071709
7512.2867	 0.065022
7512.3351	 0.065249
7512.3835	 0.067168
7512.4319	 0.063464
7512.4803	 0.057105
7512.5286	 0.054710
7512.5770	 0.051792
7512.6254	 0.053458
7512.6738	 0.045370
7512.7222	 0.037889
7512.7706	 0.030742
7512.8190	 0.031516
7512.8674	 0.031888
7512.9157	 0.033742
7512.9641	 0.022637
7513.0125	 0.018523
7513.0609	 0.027670
7513.1093	 0.032575
7513.1577	 0.026256
