##Wavelenght  49557.535
lambda	Flux
0.1nm	---
---------	---------
6427.5334	-0.001095
6427.6340	 0.006849
6427.7346	 0.008648
6427.8352	 0.008146
6427.9359	 0.002165
6428.0365	 0.002015
6428.1371	 0.010735
6428.2377	 0.005962
6428.3384	 0.002057
6428.4390	 0.006065
6428.5396	 0.002691
6428.6402	-0.000313
6428.7409	 0.002780
6428.8415	 0.005700
6428.9421	 0.007822
6429.0427	 0.005016
6429.1434	 0.006612
6429.2440	 0.011294
6429.3446	 0.025107
6429.4452	 0.041313
6429.5459	 0.046164
6429.6465	 0.060142
6429.7471	 0.070969
6429.8477	 0.069219
6429.9484	 0.076048
6430.0490	 0.085162
6430.1496	 0.084310
6430.2502	 0.080710
6430.3509	 0.081444
6430.4515	 0.076380
6430.5521	 0.072337
6430.6527	 0.070561
6430.7534	 0.073499
6430.8540	 0.078443
6430.9546	 0.077157
6431.0552	 0.081420
6431.1559	 0.085242
6431.2565	 0.090205
6431.3571	 0.095201
6431.4577	 0.097078
6431.5584	 0.097680
6431.6590	 0.098117
6431.7596	 0.094211
6431.8602	 0.088532
6431.9609	 0.084643
6432.0615	 0.070943
6432.1621	 0.062726
6432.2627	 0.055318
6432.3634	 0.052074
6432.4640	 0.051138
6432.5646	 0.050544
6432.6652	 0.045185
6432.7659	 0.037910
6432.8665	 0.042489
6432.9671	 0.043856
6433.0677	 0.042762
6433.1684	 0.049220
6433.2690	 0.052469
6433.3696	 0.053085
6433.4702	 0.047581
6434.0740	 0.025680
6434.1746	 0.015550
6434.2752	 0.012483
6434.3759	 0.013501
6434.4765	 0.012190
6434.5771	 0.012448
6434.6777	 0.010695
6434.7784	 0.008338
6434.8790	 0.009857
6434.9796	 0.010202
6436.6502	 0.004635
6436.7509	 0.009944
6436.8515	 0.015237
6436.9521	 0.023687
6437.0527	 0.020032
6437.1534	 0.014062
6437.2540	 0.013128
6437.3546	 0.019596
6437.4552	 0.023805
6437.5559	 0.035056
6437.6565	 0.049969
6437.7571	 0.061532
6437.8577	 0.075168
6437.9584	 0.086152
6438.0590	 0.095042
6438.1596	 0.097842
6438.2602	 0.100657
6438.3609	 0.105944
6438.4615	 0.102072
6438.5621	 0.099350
6438.6627	 0.094137
6438.7634	 0.090475
6438.8640	 0.091626
6438.9646	 0.100453
6439.0652	 0.102263
6439.1659	 0.106977
6439.2665	 0.105684
6439.3671	 0.111323
6439.4677	 0.113875
6439.5684	 0.113802
6439.6690	 0.118615
6439.7696	 0.121697
6439.8702	 0.122908
6439.9709	 0.110738
6440.0715	 0.096626
6440.1721	 0.086688
6440.2727	 0.069451
6440.3734	 0.053496
6440.4740	 0.034893
6440.5746	 0.021050
6440.6752	 0.009179
6440.7759	 0.007311
6440.8765	 0.008807
