##Wavelenght  49556.508
lambda	Flux
0.1nm	---
---------	---------
6427.5334	 0.007462
6427.6340	 0.011169
6427.7346	 0.009577
6427.8352	 0.006196
6427.9359	 0.004820
6428.0365	 0.003807
6428.1371	 0.004944
6428.2377	 0.006762
6428.3384	 0.000619
6428.4390	 0.001407
6428.5396	-0.002308
6428.6402	 0.001234
6428.7409	 0.002279
6428.8415	 0.006061
6428.9421	 0.001496
6429.0427	 0.000687
6429.1434	 0.009669
6429.2440	 0.014611
6429.3446	 0.024273
6429.4452	 0.036749
6429.5459	 0.041991
6429.6465	 0.046180
6429.7471	 0.051490
6429.8477	 0.058794
6429.9484	 0.068702
6430.0490	 0.077093
6430.1496	 0.080885
6430.2502	 0.080007
6430.3509	 0.082606
6430.4515	 0.087785
6430.5521	 0.078772
6430.6527	 0.080591
6430.7534	 0.086844
6430.8540	 0.093802
6430.9546	 0.089500
6431.0552	 0.084335
6431.1559	 0.092406
6431.2565	 0.092717
6431.3571	 0.094316
6431.4577	 0.100582
6431.5584	 0.095889
6431.6590	 0.095597
6431.7596	 0.101288
6431.8602	 0.100593
6431.9609	 0.089260
6432.0615	 0.074755
6432.1621	 0.063983
6432.2627	 0.051057
6432.3634	 0.043381
6432.4640	 0.046605
6432.5646	 0.043092
6432.6652	 0.043693
6432.7659	 0.044783
6432.8665	 0.042705
6432.9671	 0.040161
6433.0677	 0.045867
6433.1684	 0.049831
6433.2690	 0.042892
6433.3696	 0.040408
6433.4702	 0.036862
6434.0740	 0.019012
6434.1746	 0.014772
6434.2752	 0.017741
6434.3759	 0.018397
6434.4765	 0.009452
6434.5771	 0.005693
6434.6777	 0.010425
6434.7784	 0.018063
6434.8790	 0.009097
6434.9796	 0.009226
6436.6502	-0.001148
6436.7509	 0.004359
6436.8515	 0.002462
6436.9521	 0.007211
6437.0527	 0.018039
6437.1534	 0.016331
6437.2540	 0.017644
6437.3546	 0.017436
6437.4552	 0.023331
6437.5559	 0.032235
6437.6565	 0.049948
6437.7571	 0.066441
6437.8577	 0.073616
6437.9584	 0.078111
6438.0590	 0.090500
6438.1596	 0.099242
6438.2602	 0.103653
6438.3609	 0.111814
6438.4615	 0.118457
6438.5621	 0.117596
6438.6627	 0.118562
6438.7634	 0.115320
6438.8640	 0.105827
6438.9646	 0.111033
6439.0652	 0.113542
6439.1659	 0.109971
6439.2665	 0.111681
6439.3671	 0.111948
6439.4677	 0.109326
6439.5684	 0.109236
6439.6690	 0.106891
6439.7696	 0.102781
6439.8702	 0.098671
6439.9709	 0.086600
6440.0715	 0.073842
6440.1721	 0.063526
6440.2727	 0.056220
6440.3734	 0.045546
6440.4740	 0.033167
6440.5746	 0.028018
6440.6752	 0.018333
6440.7759	 0.019267
6440.8765	 0.027677
