##Wavelenght  51092.348
lambda	Flux
0.1nm	---
---------	---------
6409.7077	 0.024112
6409.7473	 0.020429
6409.7869	 0.020368
6409.8266	 0.034434
6409.8662	 0.031754
6409.9058	 0.015615
6409.9455	 0.017431
6409.9851	 0.023058
6410.0247	 0.027209
6410.0643	 0.025805
6410.1040	 0.026481
6410.1436	 0.027369
6410.1832	 0.035165
6410.2229	 0.039326
6410.2625	 0.041991
6410.3021	 0.044967
6410.3417	 0.044268
6410.3814	 0.057128
6410.4210	 0.064283
6410.4606	 0.065070
6410.5002	 0.064043
6410.5399	 0.069214
6410.5795	 0.075869
6410.6191	 0.066797
6410.6587	 0.071467
6410.6984	 0.073756
6410.7380	 0.073009
6410.7776	 0.070368
6410.8173	 0.073906
6410.8569	 0.089993
6410.8965	 0.095305
6410.9361	 0.090086
6410.9758	 0.090368
6411.0154	 0.084557
6411.0550	 0.087733
6411.0947	 0.091632
6411.1343	 0.091917
6411.1739	 0.097279
6411.2135	 0.091921
6411.2532	 0.087585
6411.2928	 0.091934
6411.3324	 0.093312
6411.3720	 0.092797
6411.4117	 0.082778
6411.4513	 0.084149
6411.4909	 0.080018
6411.5306	 0.072928
6411.5702	 0.085799
6411.6098	 0.079871
6411.6494	 0.083003
6411.6891	 0.092384
6411.7287	 0.084709
6411.7683	 0.079042
6411.8079	 0.077733
6411.8476	 0.088336
6411.8872	 0.089692
6411.9268	 0.082716
6411.9665	 0.078405
6412.0061	 0.084785
6412.0457	 0.086009
6412.0853	 0.078726
6412.1250	 0.075320
6412.1646	 0.080213
6412.2042	 0.084115
6412.2438	 0.077474
6412.2835	 0.077661
6412.3231	 0.079587
6412.3627	 0.076724
6412.4024	 0.076758
6412.4420	 0.077068
6412.4816	 0.072403
6412.5212	 0.066267
6412.5609	 0.072230
6412.6005	 0.067689
6412.6401	 0.061369
6412.6797	 0.065924
6412.7194	 0.065472
6412.7590	 0.064440
6412.7986	 0.062315
6412.8383	 0.052531
6412.8779	 0.049869
6412.9175	 0.042460
6412.9571	 0.044621
6412.9968	 0.038821
6413.0364	 0.032591
6413.0760	 0.037112
6413.1156	 0.031054
6413.1553	 0.032337
6413.1949	 0.029706
