##Wavelenght  49555.422
lambda	Flux
0.1nm	---
---------	---------
6427.5334	 0.011361
6427.6340	 0.013676
6427.7346	 0.007655
6427.8352	 0.010234
6427.9359	 0.006041
6428.0365	 0.011907
6428.1371	 0.014440
6428.2377	 0.009877
6428.3384	 0.006773
6428.4390	 0.013916
6428.5396	 0.011150
6428.6402	 0.005348
6428.7409	 0.005835
6428.8415	 0.005507
6428.9421	 0.008847
6429.0427	 0.013038
6429.1434	 0.009605
6429.2440	 0.011885
6429.3446	 0.021234
6429.4452	 0.022966
6429.5459	 0.039705
6429.6465	 0.048857
6429.7471	 0.058106
6429.8477	 0.056070
6429.9484	 0.063511
6430.0490	 0.069505
6430.1496	 0.070968
6430.2502	 0.074661
6430.3509	 0.080076
6430.4515	 0.076531
6430.5521	 0.073767
6430.6527	 0.074898
6430.7534	 0.070587
6430.8540	 0.071227
6430.9546	 0.074906
6431.0552	 0.079274
6431.1559	 0.083691
6431.2565	 0.082929
6431.3571	 0.080869
6431.4577	 0.084058
6431.5584	 0.092404
6431.6590	 0.093702
6431.7596	 0.087304
6431.8602	 0.082198
6431.9609	 0.082822
6432.0615	 0.079516
6432.1621	 0.075035
6432.2627	 0.067696
6432.3634	 0.060610
6432.4640	 0.052195
6432.5646	 0.045835
6432.6652	 0.047949
6432.7659	 0.050343
6432.8665	 0.048206
6432.9671	 0.048564
6433.0677	 0.047334
6433.1684	 0.041430
6433.2690	 0.039245
6433.3696	 0.042369
6433.4702	 0.041032
6434.0740	 0.026615
6434.1746	 0.017170
6434.2752	 0.013285
6434.3759	 0.011980
6434.4765	 0.017931
6434.5771	 0.011129
6434.6777	 0.012266
6434.7784	 0.016007
6434.8790	 0.013331
6434.9796	 0.015003
6436.6502	 0.009600
6436.7509	 0.011349
6436.8515	 0.013734
6436.9521	 0.015218
6437.0527	 0.018537
6437.1534	 0.023312
6437.2540	 0.022241
6437.3546	 0.022270
6437.4552	 0.026154
6437.5559	 0.032808
6437.6565	 0.044834
6437.7571	 0.052478
6437.8577	 0.067715
6437.9584	 0.078421
6438.0590	 0.087354
6438.1596	 0.095905
6438.2602	 0.103433
6438.3609	 0.107884
6438.4615	 0.110563
6438.5621	 0.102654
6438.6627	 0.097105
6438.7634	 0.100248
6438.8640	 0.106994
6438.9646	 0.104228
6439.0652	 0.105162
6439.1659	 0.102306
6439.2665	 0.097081
6439.3671	 0.096830
6439.4677	 0.102734
6439.5684	 0.103962
6439.6690	 0.096889
6439.7696	 0.096162
6439.8702	 0.095455
6439.9709	 0.092247
6440.0715	 0.084042
6440.1721	 0.073301
6440.2727	 0.072580
6440.3734	 0.063329
6440.4740	 0.047829
6440.5746	 0.032657
6440.6752	 0.027348
6440.7759	 0.020096
6440.8765	 0.016539
