##Wavelenght  49584.410 
lambda	Flux
6413.2892	 0.015544
6413.3308	 0.012499
6413.3724	 0.017488
6427.5611	 0.014297
6427.6027	 0.009683
6427.6443	 0.009118
6427.6859	 0.011677
6427.7274	 0.011562
6427.7690	 0.014882
6427.8106	 0.014555
6427.8521	 0.012003
6427.8937	 0.012706
6427.9353	 0.012970
6427.9768	 0.014181
6428.0184	 0.013822
6428.0600	 0.015031
6428.1015	 0.015783
6428.1431	 0.014099
6428.1847	 0.016216
6428.2262	 0.019636
6428.2678	 0.019130
6428.3094	 0.011583
6428.3510	 0.010613
6428.3925	 0.015183
6428.4341	 0.015894
6428.4757	 0.013675
6428.5172	 0.011297
6428.5588	 0.010043
6428.6004	 0.009802
6428.6419	 0.007937
6428.6835	 0.008069
6428.7251	 0.012297
6428.7666	 0.012850
6428.8082	 0.012582
6428.8498	 0.010833
6428.8914	 0.006858
6428.9329	 0.005527
6428.9745	 0.007978
6429.0161	 0.010508
6429.0576	 0.014978
6429.0992	 0.014058
6429.1408	 0.006666
6429.1823	 0.009520
6429.2239	 0.013451
6429.2655	 0.012991
6429.3070	 0.017121
6429.3486	 0.023460
6429.3902	 0.027381
6429.4318	 0.032321
6429.4733	 0.038920
6429.5149	 0.039765
6429.5565	 0.041552
6429.5980	 0.045481
6429.6396	 0.048648
6429.6812	 0.054034
6429.7227	 0.058912
6429.7643	 0.060252
6429.8059	 0.063202
6429.8474	 0.064722
6429.8890	 0.064882
6429.9306	 0.067442
6429.9721	 0.066750
6430.0137	 0.065273
6430.0553	 0.066707
6430.0969	 0.066735
6430.1384	 0.069258
6430.1800	 0.073340
6430.2216	 0.075058
6430.2631	 0.073791
6430.3047	 0.073149
6430.3463	 0.072329
6430.3878	 0.072832
6430.4294	 0.073053
6430.4710	 0.069673
6430.5125	 0.069125
6430.5541	 0.070522
6430.5957	 0.069360
6430.6373	 0.071108
6430.6788	 0.073795
6430.7204	 0.071130
6430.7620	 0.072144
6430.8035	 0.072646
6430.8451	 0.068519
6430.8867	 0.069966
6430.9282	 0.074940
6430.9698	 0.078630
6431.0114	 0.078473
6431.0529	 0.075224
6431.0945	 0.072908
6431.1361	 0.077633
6431.1776	 0.082424
6431.2192	 0.083562
6431.2608	 0.085694
6431.3024	 0.089554
6431.3439	 0.092380
6431.3855	 0.091750
6431.4271	 0.092460
6431.4686	 0.094788
6431.5102	 0.097308
6431.5518	 0.099944
6431.5933	 0.100120
6431.6349	 0.096299
6431.6765	 0.091413
6431.7180	 0.089031
6431.7596	 0.090907
6431.8012	 0.087657
6431.8428	 0.083157
6431.8843	 0.082946
6431.9259	 0.081824
6431.9675	 0.079964
6432.0090	 0.080135
6432.0506	 0.078983
6432.0922	 0.071234
6432.1337	 0.070464
6432.1753	 0.069991
6432.2169	 0.065599
6432.2584	 0.059754
6432.3000	 0.053757
6432.3416	 0.052104
6432.3831	 0.046273
6432.4247	 0.041468
6432.4663	 0.041411
6432.5079	 0.040176
6432.5494	 0.037804
6432.5910	 0.037407
6432.6326	 0.039730
6432.6741	 0.038831
6432.7157	 0.036843
6432.7573	 0.037489
6432.7988	 0.037453
6432.8404	 0.038432
6432.8820	 0.039478
6432.9235	 0.041510
6432.9651	 0.043307
6433.0067	 0.042414
6433.0483	 0.043749
6433.0898	 0.045603
6433.1314	 0.045542
6433.1730	 0.043473
6433.2145	 0.042195
6433.2561	 0.042168
6433.2977	 0.040981
6433.3392	 0.037747
6433.3808	 0.038476
6433.4224	 0.040508
6433.4639	 0.039148
6433.5055	 0.040221
6433.5471	 0.043296
6433.5887	 0.044612
6433.6302	 0.044405
6433.6718	 0.041050
6433.7134	 0.034690
6433.7549	 0.032346
6433.7965	 0.032322
6433.8381	 0.032694
6433.8796	 0.034241
6433.9212	 0.033006
6433.9628	 0.033131
6434.0043	 0.030470
6434.0459	 0.026337
6434.0875	 0.024539
6434.1290	 0.022224
6434.1706	 0.018245
6434.2122	 0.017066
6434.2538	 0.019249
6434.2953	 0.018319
6434.3369	 0.018142
6434.3785	 0.018203
6434.4200	 0.014893
6434.4616	 0.011891
6434.5032	 0.012943
6434.5447	 0.015703
6434.5863	 0.012028
6434.6279	 0.006979
6434.6694	 0.010392
6434.7110	 0.012629
6434.7526	 0.005631
6434.7942	 0.003789
6434.8357	 0.006102
6434.8773	 0.004224
6434.9189	 0.006545
6434.9604	 0.010629
6435.0020	 0.011626
6435.0436	 0.011690
6435.0851	 0.013463
6435.1267	 0.016362
6435.1683	 0.019450
6435.2098	 0.022484
6435.2514	 0.020824
6436.4985	 0.015641
6436.5400	 0.015778
6436.5816	 0.015898
6436.6232	 0.017317
6436.6648	 0.019100
6436.7063	 0.016536
6436.7479	 0.018532
6436.7895	 0.015912
6436.8310	 0.017496
6436.8726	 0.018061
6436.9142	 0.017520
6436.9557	 0.022265
6436.9973	 0.019261
6437.0389	 0.018003
6437.0804	 0.022875
6437.1220	 0.024280
6437.1636	 0.020962
6437.2052	 0.024007
6437.2467	 0.024072
6437.2883	 0.024420
6437.3299	 0.025383
6437.3714	 0.025247
6437.4130	 0.024418
6437.4546	 0.030877
6437.4961	 0.031596
6437.5377	 0.034298
6437.5793	 0.040385
6437.6208	 0.047211
6437.6624	 0.051874
6437.7040	 0.056833
6437.7456	 0.061068
6437.7871	 0.067738
6437.8287	 0.070770
6437.8703	 0.074072
6437.9118	 0.078261
6437.9534	 0.080316
6437.9950	 0.083056
6438.0365	 0.088824
6438.0781	 0.089014
6438.1197	 0.093924
6438.1612	 0.096361
6438.2028	 0.098541
6438.2444	 0.098547
6438.2859	 0.098238
6438.3275	 0.098783
6438.3691	 0.096909
6438.4107	 0.100945
6438.4522	 0.100613
6438.4938	 0.099412
6438.5354	 0.102917
6438.5769	 0.099756
6438.6185	 0.104600
6438.6601	 0.106190
6438.7016	 0.102185
6438.7432	 0.103106
6438.7848	 0.101307
6438.8263	 0.098275
6438.8679	 0.099164
6438.9095	 0.098209
6438.9511	 0.096538
6438.9926	 0.098923
6439.0342	 0.097837
6439.0758	 0.096099
6439.1173	 0.094873
6439.1589	 0.096170
6439.2005	 0.098397
6439.2420	 0.097691
6439.2836	 0.101412
6439.3252	 0.102286
6439.3667	 0.106123
6439.4083	 0.112524
6439.4499	 0.112295
6439.4914	 0.110425
6439.5330	 0.110446
6439.5746	 0.110641
6439.6162	 0.118938
6439.6577	 0.114812
6439.6993	 0.112848
6439.7409	 0.110362
6439.7824	 0.110998
6439.8240	 0.113426
6439.8656	 0.110939
6439.9071	 0.107132
6439.9487	 0.102698
6439.9903	 0.101387
6440.0318	 0.103904
6440.0734	 0.100915
6440.1150	 0.091355
6440.1566	 0.089488
6440.1981	 0.088421
6440.2397	 0.078168
6440.2813	 0.077431
6440.3228	 0.072591
6440.3644	 0.061347
6440.4060	 0.056085
6440.4475	 0.048680
6440.4891	 0.038388
6440.5307	 0.028124
6440.5722	 0.024962
6440.6138	 0.019864
6440.6554	 0.017138
6440.6969	 0.013834
6440.7385	 0.013148
6440.7801	 0.009321
6440.8217	 0.009768
6440.8632	 0.011537
6440.9048	 0.007412
6440.9464	 0.009382
6440.9879	 0.010252
7508.9978	 0.002107
7509.0462	 0.000086
7509.0947	 0.005282
7509.1432	 0.010363
7509.1917	 0.012665
7509.2402	 0.012170
7509.2887	 0.015610
7509.3372	 0.019674
7509.3857	 0.022186
7509.4342	 0.026058
7509.4827	 0.036180
7509.5312	 0.039422
7509.5797	 0.043773
7509.6282	 0.045619
7509.6767	 0.046912
7509.7252	 0.052833
7509.7737	 0.061148
7509.8222	 0.061796
7509.8707	 0.061758
7509.9192	 0.063179
7509.9677	 0.063511
7510.0161	 0.067682
7510.0646	 0.065029
7510.1131	 0.063599
7510.1616	 0.070014
7510.2101	 0.067754
7510.2586	 0.072661
7510.3071	 0.077140
7510.3556	 0.076494
7510.4041	 0.075267
7510.4526	 0.079985
7510.5011	 0.079474
7510.5496	 0.081237
7510.5981	 0.081153
7510.6466	 0.082826
7510.6951	 0.077323
7510.7436	 0.078677
7510.7921	 0.079264
7510.8406	 0.075811
7510.8891	 0.072275
7510.9376	 0.075477
7510.9860	 0.079016
7511.0345	 0.082184
7511.0830	 0.081689
7511.1315	 0.078132
7511.1800	 0.080132
7511.2285	 0.081704
7511.2770	 0.080915
7511.3255	 0.082027
7511.3740	 0.081578
7511.4225	 0.085575
7511.4710	 0.091691
7511.5195	 0.091814
7511.5680	 0.086124
7511.6165	 0.088863
7511.6650	 0.088549
7511.7135	 0.082817
7511.7620	 0.085084
7511.8105	 0.084394
7511.8590	 0.085667
7511.9075	 0.081367
7511.9559	 0.077297
7512.0044	 0.085019
7512.0529	 0.073826
7512.1014	 0.072194
7512.1499	 0.072401
7512.1984	 0.068172
7512.2469	 0.070359
7512.2954	 0.071673
7512.3439	 0.064375
7512.3924	 0.063380
7512.4409	 0.060834
7512.4894	 0.060305
7512.5379	 0.048909
7512.5864	 0.048559
7512.6349	 0.049018
7512.6834	 0.041333
7512.7319	 0.031127
7512.7804	 0.031186
7512.8289	 0.025551
7512.8774	 0.025384
7512.9258	 0.022664
7512.9743	 0.022283
7513.0228	 0.022094
7513.0713	 0.024772
7513.1198	 0.021725
7513.1683	 0.018485
7513.2168	 0.021977
7513.2653	 0.025595
7513.3138	 0.025195
7513.3623	 0.029031
