##Wavelenght  49673.309
lambda	Flux
0.1nm	---
---------	---------
6427.5931	 0.017188
6427.6130	 0.016837
6427.6329	 0.010767
6427.6528	 0.003839
6427.6727	 0.011944
6427.6926	 0.010890
6427.7125	 0.011428
6427.7324	 0.011143
6427.7523	 0.011986
6427.7722	 0.012236
6427.7921	 0.009798
6427.8120	 0.006611
6427.8319	 0.006471
6427.8518	 0.007932
6427.8717	 0.010698
6427.8917	 0.011958
6427.9116	 0.014012
6427.9315	 0.006663
6427.9514	 0.005616
6427.9713	 0.010414
6427.9912	 0.012583
6428.0111	 0.013714
6428.0310	 0.011886
6428.0509	 0.008637
6428.0708	 0.005158
6428.0907	 0.007291
6428.1106	 0.007502
6428.1305	 0.007575
6428.1504	 0.010273
6428.1703	 0.011235
6428.1902	 0.008255
6428.2101	 0.005105
6428.2300	 0.007094
6428.2499	 0.006905
6428.2698	 0.003623
6428.2897	-0.001209
6428.3096	 0.002852
6428.3295	 0.003738
6428.3494	 0.007089
6428.3693	 0.008027
6428.3892	 0.003606
6428.4091	 0.001494
6428.4290	 0.003702
6428.4489	 0.006090
6428.4688	 0.013596
6428.4887	 0.014958
6428.5086	 0.009699
6428.5285	 0.002077
6428.5485	 0.002277
6428.5684	 0.009264
6428.5883	 0.013035
6428.6082	 0.010617
6428.6281	 0.016874
6428.6480	 0.012755
6428.6679	 0.010958
6428.6878	 0.015244
6428.7077	 0.015468
6428.7276	 0.014534
6428.7475	 0.016993
6428.7674	 0.020901
6428.7873	 0.018682
6428.8072	 0.016047
6428.8271	 0.013472
6428.8470	 0.010215
6428.8669	 0.013271
6428.8868	 0.016406
6428.9067	 0.015986
6428.9266	 0.019418
6428.9465	 0.012922
6428.9664	 0.013480
6428.9863	 0.011409
6429.0062	 0.012217
6429.0261	 0.016791
6429.0460	 0.012667
6429.0659	 0.009750
6429.0858	 0.006388
6429.1057	 0.013484
6429.1256	 0.012876
6429.1455	 0.005320
6429.1654	 0.009169
6429.1853	 0.009182
6429.2052	 0.014446
6429.2252	 0.010915
6429.2451	 0.013421
6429.2650	 0.012690
6429.2849	 0.013625
6429.3048	 0.017845
6429.3247	 0.010496
6429.3446	 0.010506
