##Wavelenght  49586.410
lambda	Flux
0.1nm	---
---------	---------
6409.5896	 0.022006
6409.6312	 0.017432
6409.6727	 0.019017
6409.7143	 0.021766
6409.7559	 0.018120
6409.7974	 0.017694
6409.8390	 0.013651
6409.8806	 0.014714
6409.9222	 0.018983
6409.9637	 0.019698
6410.0053	 0.018225
6410.0469	 0.025464
6410.0884	 0.022824
6410.1300	 0.021609
6410.1716	 0.024821
6410.2131	 0.029626
6410.2547	 0.034492
6410.2963	 0.040376
6410.3378	 0.046967
6410.3794	 0.044337
6410.4210	 0.056098
6410.4626	 0.057548
6410.5041	 0.059630
6410.5457	 0.059103
6410.5873	 0.063265
6410.6288	 0.070383
6410.6704	 0.072777
6410.7120	 0.069253
6410.7535	 0.073503
6410.7951	 0.080406
6410.8367	 0.077665
6410.8782	 0.080309
6410.9198	 0.075372
6410.9614	 0.077385
6411.0029	 0.076897
6411.0445	 0.078265
6411.0861	 0.080867
6411.1277	 0.080422
6411.1692	 0.078697
6411.2108	 0.083292
6411.2524	 0.085287
6411.2939	 0.086675
6411.3355	 0.087535
6411.3771	 0.090374
6411.4186	 0.090935
6411.4602	 0.088708
6411.5018	 0.086329
6411.5433	 0.082429
6411.5849	 0.083446
6411.6265	 0.081694
6411.6681	 0.078124
6411.7096	 0.079948
6411.7512	 0.081403
6411.7928	 0.081599
6411.8343	 0.081843
6411.8759	 0.076403
6411.9175	 0.077590
6411.9590	 0.077677
6412.0006	 0.078577
6412.0422	 0.081623
6412.0837	 0.079373
6412.1253	 0.079425
6412.1669	 0.081767
6412.2085	 0.081813
6412.2500	 0.075776
6412.2916	 0.072331
6412.3332	 0.072444
6412.3747	 0.070332
6412.4163	 0.073236
6412.4579	 0.065240
6412.4994	 0.071717
6412.5410	 0.068198
6412.5826	 0.066297
6412.6241	 0.059575
6412.6657	 0.063386
6412.7073	 0.063429
6412.7488	 0.051245
6412.7904	 0.044998
6412.8320	 0.050341
6412.8736	 0.048592
6412.9151	 0.043720
6412.9567	 0.036984
6412.9983	 0.040462
6413.0398	 0.035866
6413.0814	 0.027614
6413.1230	 0.023726
6413.1645	 0.019584
6413.2061	 0.014601
6413.2477	 0.016638
