##Wavelenght  49912.574
lambda	Flux
0.1nm	---
---------	---------
6409.7224	 0.019078
6409.7640	 0.017928
6409.8056	 0.018454
6409.8471	 0.018732
6409.8887	 0.016088
6409.9303	 0.018300
6409.9719	 0.017349
6410.0135	 0.020053
6410.0551	 0.020816
6410.0967	 0.021852
6410.1383	 0.021033
6410.1798	 0.026721
6410.2214	 0.029426
6410.2630	 0.032410
6410.3046	 0.039293
6410.3462	 0.045409
6410.3878	 0.053537
6410.4294	 0.058112
6410.4710	 0.060378
6410.5125	 0.057762
6410.5541	 0.060631
6410.5957	 0.064574
6410.6373	 0.065348
6410.6789	 0.064789
6410.7205	 0.070303
6410.7621	 0.069585
6410.8037	 0.070307
6410.8452	 0.075172
6410.8868	 0.078742
6410.9284	 0.080599
6410.9700	 0.079689
6411.0116	 0.079996
6411.0532	 0.082526
6411.0948	 0.083654
6411.1363	 0.083747
6411.1779	 0.084381
6411.2195	 0.082428
6411.2611	 0.081771
6411.3027	 0.081376
6411.3443	 0.081114
6411.3859	 0.083276
6411.4275	 0.083341
6411.4690	 0.083890
6411.5106	 0.085138
6411.5522	 0.084723
6411.5938	 0.085316
6411.6354	 0.087559
6411.6770	 0.087939
6411.7186	 0.088027
6411.7602	 0.087809
6411.8017	 0.083821
6411.8433	 0.081388
6411.8849	 0.080891
6411.9265	 0.080132
6411.9681	 0.080471
6412.0097	 0.081264
6412.0513	 0.081421
6412.0929	 0.080952
6412.1344	 0.079383
6412.1760	 0.078324
6412.2176	 0.076624
6412.2592	 0.077061
6412.3008	 0.077394
6412.3424	 0.073773
6412.3840	 0.071427
6412.4255	 0.073779
6412.4671	 0.071629
6412.5087	 0.069662
6412.5503	 0.067656
6412.5919	 0.067506
6412.6335	 0.065810
6412.6751	 0.065309
6412.7167	 0.061522
6412.7582	 0.057835
6412.7998	 0.053648
6412.8414	 0.054527
6412.8830	 0.049332
6412.9246	 0.042202
6412.9662	 0.040876
6413.0078	 0.034436
6413.0494	 0.031313
6413.0909	 0.027195
6413.1325	 0.026105
6413.1741	 0.019571
6413.2157	 0.018735
6413.2573	 0.014418
6413.2989	 0.016852
6413.3405	 0.016651
6427.5633	 0.004872
