##Wavelenght  49578.543
lambda	Flux
0.1nm	---
---------	---------
6409.5896	 0.023269
6409.6312	 0.021229
6409.6727	 0.012930
6409.7143	 0.016676
6409.7559	 0.022591
6409.7974	 0.024012
6409.8390	 0.030647
6409.8806	 0.020466
6409.9222	 0.009151
6409.9637	 0.021331
6410.0053	 0.016156
6410.0469	 0.019768
6410.0884	 0.020273
6410.1300	 0.019530
6410.1716	 0.026209
6410.2131	 0.027837
6410.2547	 0.039847
6410.2963	 0.038517
6410.3378	 0.029531
6410.3794	 0.042102
6410.4210	 0.047037
6410.4626	 0.055218
6410.5041	 0.061445
6410.5457	 0.061756
6410.5873	 0.060214
6410.6288	 0.062721
6410.6704	 0.075021
6410.7120	 0.071528
6410.7535	 0.078703
6410.7951	 0.080968
6410.8367	 0.074080
6410.8782	 0.085966
6410.9198	 0.079699
6410.9614	 0.083832
6411.0029	 0.088150
6411.0445	 0.092445
6411.0861	 0.092617
6411.1277	 0.084597
6411.1692	 0.086963
6411.2108	 0.091978
6411.2524	 0.085705
6411.2939	 0.084836
6411.3355	 0.092925
6411.3771	 0.090823
6411.4186	 0.090997
6411.4602	 0.083786
6411.5018	 0.083810
6411.5433	 0.089751
6411.5849	 0.090546
6411.6265	 0.082279
6411.6681	 0.079295
6411.7096	 0.079276
6411.7512	 0.085275
6411.7928	 0.089786
6411.8343	 0.086508
6411.8759	 0.089253
6411.9175	 0.083548
6411.9590	 0.073812
6412.0006	 0.077713
6412.0422	 0.080806
6412.0837	 0.084566
6412.1253	 0.082412
6412.1669	 0.075921
6412.2085	 0.076125
6412.2500	 0.075611
6412.2916	 0.080738
6412.3332	 0.068890
6412.3747	 0.067243
6412.4163	 0.075977
6412.4579	 0.065506
6412.4994	 0.065240
6412.5410	 0.069339
6412.5826	 0.058715
6412.6241	 0.055786
6412.6657	 0.066540
6412.7073	 0.059429
6412.7488	 0.060353
6412.7904	 0.060729
6412.8320	 0.055319
6412.8736	 0.051742
6412.9151	 0.051759
6412.9567	 0.039523
6412.9983	 0.026405
6413.0398	 0.034002
6413.0814	 0.027166
6413.1230	 0.028262
6413.1645	 0.013516
6413.2061	 0.015678
6413.2477	 0.016117
