##Wavelenght  51127.340
lambda	Flux
0.1nm	---
---------	---------
6409.7127	 0.030515
6409.7404	 0.024515
6409.7680	 0.023719
6409.7957	 0.030418
6409.8234	 0.026328
6409.8511	 0.013668
6409.8787	 0.011369
6409.9064	 0.022427
6409.9341	 0.033728
6409.9618	 0.027759
6409.9894	 0.021969
6410.0171	 0.026423
6410.0448	 0.031211
6410.0725	 0.029232
6410.1001	 0.022887
6410.1278	 0.023282
6410.1555	 0.024059
6410.1832	 0.023414
6410.2108	 0.035319
6410.2385	 0.043821
6410.2662	 0.038214
6410.2939	 0.043833
6410.3215	 0.050155
6410.3492	 0.042356
6410.3769	 0.046107
6410.4046	 0.057927
6410.4323	 0.060734
6410.4599	 0.064087
6410.4876	 0.066642
6410.5153	 0.061074
6410.5430	 0.060534
6410.5706	 0.068239
6410.5983	 0.074776
6410.6260	 0.073461
6410.6537	 0.067221
6410.6813	 0.066555
6410.7090	 0.072311
6410.7367	 0.078455
6410.7644	 0.076392
6410.7920	 0.070889
6410.8197	 0.070324
6410.8474	 0.078531
6410.8751	 0.081536
6410.9027	 0.073239
6410.9304	 0.072524
6410.9581	 0.080710
6410.9858	 0.088572
6411.0135	 0.087706
6411.0411	 0.083555
6411.0688	 0.084501
6411.0965	 0.085963
6411.1242	 0.085070
6411.1518	 0.083142
6411.1795	 0.085783
6411.2072	 0.092838
6411.2349	 0.098643
6411.2625	 0.097388
6411.2902	 0.089108
6411.3179	 0.081365
6411.3456	 0.088832
6411.3732	 0.103352
6411.4009	 0.097540
6411.4286	 0.086143
6411.4563	 0.083164
6411.4839	 0.084025
6411.5116	 0.085794
6411.5393	 0.086726
6411.5670	 0.085689
6411.5946	 0.084916
6411.6223	 0.086307
6411.6500	 0.088286
6411.6777	 0.087263
6411.7054	 0.084341
6411.7330	 0.090089
6411.7607	 0.091353
6411.7884	 0.077351
6411.8161	 0.078465
6411.8437	 0.091066
6411.8714	 0.091229
6411.8991	 0.080928
6411.9268	 0.077279
6411.9544	 0.092329
6411.9821	 0.092407
6412.0098	 0.078181
6412.0375	 0.080680
6412.0651	 0.079471
6412.0928	 0.070435
6412.1205	 0.076230
6412.1482	 0.084437
