##Wavelenght  50627.625
lambda	Flux
0.1nm	---
---------	---------
6409.8066	 0.026256
6409.8482	 0.024302
6409.8899	 0.023823
6409.9315	 0.024017
6409.9732	 0.025477
6410.0148	 0.025057
6410.0565	 0.020250
6410.0981	 0.025249
6410.1398	 0.024455
6410.1814	 0.026927
6410.2231	 0.027462
6410.2647	 0.037208
6410.3064	 0.045026
6410.3480	 0.047073
6410.3897	 0.052745
6410.4313	 0.057603
6410.4730	 0.061705
6410.5146	 0.066541
6410.5562	 0.064474
6410.5979	 0.066106
6410.6395	 0.072693
6410.6812	 0.075052
6410.7228	 0.073005
6410.7645	 0.077679
6410.8061	 0.078442
6410.8478	 0.077743
6410.8894	 0.078288
6410.9311	 0.081799
6410.9727	 0.084954
6411.0144	 0.082814
6411.0560	 0.082120
6411.0977	 0.085708
6411.1393	 0.087641
6411.1810	 0.088513
6411.2226	 0.088784
6411.2642	 0.087006
6411.3059	 0.085619
6411.3475	 0.084721
6411.3892	 0.081967
6411.4308	 0.082784
6411.4725	 0.083027
6411.5141	 0.079355
6411.5558	 0.077718
6411.5974	 0.078226
6411.6391	 0.077470
6411.6807	 0.079679
6411.7224	 0.082460
6411.7640	 0.079748
6411.8057	 0.077833
6411.8473	 0.079939
6411.8889	 0.081735
6411.9306	 0.081070
6411.9722	 0.079269
6412.0139	 0.078386
6412.0555	 0.077929
6412.0972	 0.079295
6412.1388	 0.084431
6412.1805	 0.085924
6412.2221	 0.082437
6412.2638	 0.080910
6412.3054	 0.083698
6412.3471	 0.082093
6412.3887	 0.083497
6412.4304	 0.081974
6412.4720	 0.079196
6412.5137	 0.072075
6412.5553	 0.075317
6412.5969	 0.074157
6412.6386	 0.069425
6412.6802	 0.064503
6412.7219	 0.062170
6412.7635	 0.059395
6412.8052	 0.053230
6412.8468	 0.048677
6412.8885	 0.044605
6412.9301	 0.040172
6412.9718	 0.038104
6413.0134	 0.036559
6413.0551	 0.026082
6413.0967	 0.023311
6413.1384	 0.023381
6413.1800	 0.023866
6413.2217	 0.024530
6413.2633	 0.023607
6413.3049	 0.019096
6413.3466	 0.020463
6413.3882	 0.023725
6427.0090	 0.008850
6427.0507	 0.007850
