##Wavelenght  49910.598
lambda	Flux
6427.6048	 0.010802
6427.6464	 0.008892
6427.6880	 0.007710
6427.7296	 0.010357
6427.7712	 0.015443
6427.8128	 0.013688
6427.8544	 0.005892
6427.8959	 0.005037
6427.9375	 0.003966
6427.9791	 0.005967
6428.0207	 0.011788
6428.0623	 0.012870
6428.1039	 0.009187
6428.1455	 0.010266
6428.1871	 0.011978
6428.2286	 0.006732
6428.2702	 0.012173
6428.3118	 0.015481
6428.3534	 0.012203
6428.3950	 0.011579
6428.4366	 0.007607
6428.4782	 0.010134
6428.5198	 0.011719
6428.5613	 0.007149
6428.6029	 0.007282
6428.6445	 0.007503
6428.6861	 0.008827
6428.7277	 0.010556
6428.7693	 0.010563
6428.8109	 0.010736
6428.8525	 0.012969
6428.8940	 0.010630
6428.9356	 0.010287
6428.9772	 0.010530
6429.0188	 0.007800
6429.0604	 0.005384
6429.1020	 0.004459
6429.1436	 0.005240
6429.1852	 0.009623
6429.2267	 0.012211
6429.2683	 0.013209
6429.3099	 0.013868
6429.3515	 0.019791
6429.3931	 0.023891
6429.4347	 0.026860
6429.4763	 0.027912
6429.5178	 0.034192
6429.5594	 0.041844
6429.6010	 0.043031
6429.6426	 0.046891
6429.6842	 0.051508
6429.7258	 0.051839
6429.7674	 0.053941
6429.8090	 0.059526
6429.8505	 0.064973
6429.8921	 0.067712
6429.9337	 0.068481
6429.9753	 0.074068
6430.0169	 0.078509
6430.0585	 0.077988
6430.1001	 0.077329
6430.1417	 0.081586
6430.1832	 0.084801
6430.2248	 0.081852
6430.2664	 0.079550
6430.3080	 0.079348
6430.3496	 0.080612
6430.3912	 0.077983
6430.4328	 0.077977
6430.4744	 0.079323
6430.5159	 0.078744
6430.5575	 0.077128
6430.5991	 0.076112
6430.6407	 0.074655
6430.6823	 0.074454
6430.7239	 0.075543
6430.7655	 0.076165
6430.8070	 0.076807
6430.8486	 0.075956
6430.8902	 0.077177
6430.9318	 0.078571
6430.9734	 0.077715
6431.0150	 0.077829
6431.0566	 0.075675
6431.0982	 0.079865
6431.1397	 0.085691
6431.1813	 0.086700
6431.2229	 0.088694
6431.2645	 0.091185
6431.3061	 0.089578
6431.3477	 0.091242
6431.3893	 0.095418
6431.4309	 0.096738
6431.4724	 0.096316
6431.5140	 0.097753
6431.5556	 0.100101
6431.5972	 0.100081
6431.6388	 0.097842
6431.6804	 0.097737
6431.7220	 0.097406
6431.7636	 0.095351
6431.8051	 0.093536
6431.8467	 0.096093
6431.8883	 0.090139
6431.9299	 0.083602
6431.9715	 0.087615
6432.0131	 0.085697
6432.0547	 0.081737
6432.0962	 0.078012
6432.1378	 0.069713
6432.1794	 0.071570
6432.2210	 0.069817
6432.2626	 0.061634
6432.3042	 0.056105
6432.3458	 0.049550
6432.3874	 0.049511
6432.4289	 0.050611
6432.4705	 0.049016
6432.5121	 0.048420
6432.5537	 0.047770
6432.5953	 0.044793
6432.6369	 0.041425
6432.6785	 0.041895
6432.7201	 0.046128
6432.7616	 0.050584
6432.8032	 0.049685
6432.8448	 0.045435
6432.8864	 0.041187
6432.9280	 0.042939
6432.9696	 0.044787
6433.0112	 0.041686
6433.0528	 0.042064
6433.0943	 0.043871
6433.1359	 0.041453
6433.1775	 0.039049
6433.2191	 0.041023
6433.2607	 0.041121
6433.3023	 0.039710
6433.3439	 0.038279
6433.3854	 0.039797
6433.4270	 0.041887
6433.4686	 0.040753
6433.5102	 0.035932
6433.5518	 0.035580
6433.5934	 0.037540
6433.6350	 0.035682
6433.6766	 0.038067
6433.7181	 0.043967
6433.7597	 0.047335
6433.8013	 0.051834
6433.8429	 0.052787
6433.8845	 0.043500
6433.9261	 0.036439
6433.9677	 0.031897
6434.0093	 0.026740
6434.0508	 0.025021
6434.0924	 0.023750
6434.1340	 0.022484
6434.1756	 0.016351
6434.2172	 0.019266
6434.2588	 0.019235
6434.3004	 0.017825
6434.3420	 0.022550
6434.3835	 0.017066
6434.4251	 0.016151
6434.4667	 0.021611
6434.5083	 0.019824
6434.5499	 0.020637
6434.5915	 0.018503
6434.6331	 0.014837
6434.6746	 0.018229
6434.7162	 0.015576
6434.7578	 0.010645
6434.7994	 0.015201
6434.8410	 0.016744
6434.8826	 0.010017
6434.9242	 0.006699
6436.9419	 0.015319
6436.9835	 0.017366
6437.0251	 0.017954
6437.0667	 0.017391
6437.1083	 0.016635
6437.1499	 0.020738
6437.1915	 0.023710
6437.2330	 0.023166
6437.2746	 0.022403
6437.3162	 0.021267
6437.3578	 0.019501
6437.3994	 0.019274
6437.4410	 0.022016
6437.4826	 0.025483
6437.5242	 0.029953
6437.5657	 0.034020
6437.6073	 0.036797
6437.6489	 0.040828
6437.6905	 0.045199
6437.7321	 0.052719
6437.7737	 0.061879
6437.8153	 0.067522
6437.8569	 0.070268
6437.8984	 0.073395
6437.9400	 0.077447
6437.9816	 0.083544
6438.0232	 0.091458
6438.0648	 0.095348
6438.1064	 0.099216
6438.1480	 0.105278
6438.1896	 0.108119
6438.2311	 0.109025
6438.2727	 0.110330
6438.3143	 0.109521
6438.3559	 0.107592
6438.3975	 0.108678
6438.4391	 0.110083
6438.4807	 0.108666
6438.5222	 0.105726
6438.5638	 0.106062
6438.6054	 0.111472
6438.6470	 0.117912
6438.6886	 0.116268
6438.7302	 0.108469
6438.7718	 0.104549
6438.8134	 0.101052
6438.8549	 0.100616
6438.8965	 0.106870
6438.9381	 0.107633
6438.9797	 0.103388
6439.0213	 0.102067
6439.0629	 0.100467
6439.1045	 0.098899
6439.1461	 0.100264
6439.1876	 0.101608
6439.2292	 0.101700
6439.2708	 0.099951
6439.3124	 0.098376
6439.3540	 0.103485
6439.3956	 0.108338
6439.4372	 0.108063
6439.4788	 0.109434
6439.5203	 0.111268
6439.5619	 0.111416
6439.6035	 0.112837
6439.6451	 0.112134
6439.6867	 0.107564
6439.7283	 0.104220
6439.7699	 0.105325
6439.8114	 0.105485
6439.8530	 0.103043
6439.8946	 0.102553
6439.9362	 0.102385
6439.9778	 0.098970
6440.0194	 0.093868
6440.0610	 0.092063
6440.1026	 0.091109
6440.1441	 0.089428
6440.1857	 0.088965
6440.2273	 0.084969
6440.2689	 0.077060
6440.3105	 0.070841
6440.3521	 0.064313
6440.3937	 0.054316
6440.4353	 0.043911
6440.4768	 0.038559
6440.5184	 0.036770
6440.5600	 0.032779
6440.6016	 0.028846
6440.6432	 0.027491
6440.6848	 0.022772
6440.7264	 0.014697
6440.7680	 0.014044
6440.8095	 0.017138
6440.8511	 0.016973
6440.8927	 0.018050
6440.9343	 0.017687
7509.1524	 0.004363
7509.2009	 0.009624
7509.2494	 0.016968
7509.2979	 0.020072
7509.3464	 0.021655
7509.3949	 0.025155
7509.4435	 0.028394
7509.4920	 0.032684
7509.5405	 0.039574
7509.5890	 0.046411
7509.6375	 0.049419
7509.6860	 0.047804
7509.7345	 0.050145
7509.7831	 0.055635
7509.8316	 0.060855
7509.8801	 0.064029
7509.9286	 0.066495
7509.9771	 0.067536
7510.0256	 0.066694
7510.0741	 0.070929
7510.1227	 0.072888
7510.1712	 0.073366
7510.2197	 0.073972
7510.2682	 0.073454
7510.3167	 0.076578
7510.3652	 0.081232
7510.4138	 0.080491
7510.4623	 0.080436
7510.5108	 0.084525
7510.5593	 0.084654
7510.6078	 0.082694
7510.6563	 0.081728
7510.7048	 0.084861
7510.7534	 0.084928
7510.8019	 0.080668
7510.8504	 0.079555
7510.8989	 0.078159
7510.9474	 0.076245
7510.9959	 0.077860
7511.0444	 0.078348
7511.0930	 0.079451
7511.1415	 0.084015
7511.1900	 0.084174
7511.2385	 0.083788
7511.2870	 0.085995
7511.3355	 0.087036
7511.3841	 0.088427
7511.4326	 0.090236
7511.4811	 0.090283
7511.5296	 0.091974
7511.5781	 0.092840
7511.6266	 0.090493
7511.6751	 0.089162
7511.7237	 0.090513
7511.7722	 0.090580
7511.8207	 0.090305
7511.8692	 0.090620
7511.9177	 0.086777
7511.9662	 0.082944
7512.0147	 0.081903
7512.0633	 0.078909
7512.1118	 0.076969
7512.1603	 0.079613
7512.2088	 0.078298
7512.2573	 0.074157
7512.3058	 0.071848
7512.3544	 0.067308
7512.4029	 0.062101
7512.4514	 0.058240
7512.4999	 0.052923
7512.5484	 0.048036
7512.5969	 0.046378
7512.6454	 0.042806
7512.6940	 0.037932
7512.7425	 0.030456
7512.7910	 0.025983
7512.8395	 0.026252
7512.8880	 0.024801
7512.9365	 0.025186
7512.9850	 0.024919
7513.0336	 0.021496
7513.0821	 0.020542
7513.1306	 0.024989
7513.1791	 0.030168
7513.2276	 0.029739
7513.2761	 0.025875
7513.3247	 0.023307
