,wavelength,flux
0,0.01,4.2416482209965157e-13
1,0.0174937343358396,4.2416482209965157e-13
2,0.024987468671679197,4.063802255066007e-09
3,0.0324812030075188,1.1041663729331223e-06
4,0.0399749373433584,4.627366923686714e-05
5,0.047468671679198,0.0006386970171696178
6,0.054962406015037595,0.004320736480481047
7,0.062456140350877196,0.01806654817546058
8,0.06994987468671679,0.05394732682508215
9,0.07744360902255638,0.12636537131671532
10,0.08493734335839599,0.24734489883165744
11,0.09243107769423559,0.4226953933154284
12,0.09992481203007518,0.6506427003445459
13,0.10741854636591479,0.92279130592015
14,0.11491228070175438,1.2263915278654323
15,0.12240601503759399,1.5468649480614054
16,0.1298997493734336,1.8699193281463395
17,0.1373934837092732,2.182986528583378
18,0.1448872180451128,2.4759896991861936
19,0.1523809523809524,2.7415781520961384
20,0.159874686716792,2.975002250042615
21,0.16736842105263158,3.17378245095619
22,0.1748621553884712,3.3372890327124156
23,0.1823558897243108,3.4663102231220653
24,0.18984962406015038,3.5626544217173546
25,0.19734335839599,3.628808932032338
26,0.2048370927318296,3.6676623266546713
27,0.2123308270676692,3.6822884659061157
28,0.21982456140350878,3.675785446417972
29,0.2273182957393484,3.651160837693346
30,0.234812030075188,3.611254337287928
31,0.24230576441102758,3.55868966002669
32,0.2497994987468672,3.49584857452911
33,0.2572932330827068,3.4248612120752084
34,0.2647869674185464,3.347607933633544
35,0.272280701754386,3.265729071060535
36,0.27977443609022556,3.180639729527168
37,0.2872681704260652,3.0935475501363867
38,0.2947619047619048,3.005471898818272
39,0.3022556390977444,2.9172633901474465
40,0.309749373433584,2.8296229940088695
41,0.3172431077694236,2.7431202289339938
42,0.32473684210526316,2.658210135839287
43,0.33223057644110277,2.5752488644259643
44,0.3397243107769424,2.4945078035551007
45,0.347218045112782,2.416186256014892
46,0.3547117794486216,2.3404227047337898
47,0.3622055137844612,2.267304747481334
48,0.36969924812030075,2.1968777949099465
49,0.37719298245614036,2.1291526358328716
50,0.38468671679197997,2.064111976479799
51,0.3921804511278196,2.0017160590506933
52,0.3996741854636592,1.9419074606313929
53,0.4071679197994988,1.8846151674937885
54,0.4146616541353384,1.829758012742941
55,0.42215538847117795,1.7772475577399136
56,0.42964912280701756,1.7269904901059538
57,0.43714285714285717,1.6788906036628217
58,0.4446365914786968,1.6328504185574892
59,0.4521303258145364,1.5887724931633636
60,0.459624060150376,1.5465604732028777
61,0.46711779448621554,1.5061199179221938
62,0.47461152882205515,1.4673589380684584
63,0.48210526315789476,1.4301886758580533
64,0.48959899749373437,1.3945236530543716
65,0.497092731829574,1.3602820096636337
66,0.5045864661654136,1.3273856525710885
67,0.5120802005012531,1.2957603306408352
68,0.5195739348370928,1.2653356503531072
69,0.5270676691729324,1.2360450439185826
70,0.534561403508772,1.2078256999550236
71,0.5420551378446116,1.1806184652072613
72,0.5495488721804511,1.154367724407343
73,0.5570426065162908,1.129021264181565
74,0.5645363408521303,1.1045301258911666
75,0.57203007518797,1.0808484514220549
76,0.5795238095238096,1.0579333251971086
77,0.5870175438596491,1.035744615055094
78,0.5945112781954888,1.0142448141080709
79,0.6020050125313283,0.9933988852410112
80,0.609498746867168,0.9731741095414841
81,0.6169924812030075,0.9535399396335467
82,0.6244862155388472,0.9344678586293435
83,0.6319799498746868,0.9159312451967356
84,0.6394736842105263,0.8979052450646727
85,0.646967418546366,0.880366649144294
86,0.6544611528822055,0.8632937783276402
87,0.6619548872180452,0.8466663749332991
88,0.6694486215538847,0.8304655006953017
89,0.6769423558897244,0.8146734411350773
90,0.684436090225564,0.7992736161134981
91,0.6919298245614035,0.7842504963285954
92,0.6994235588972432,0.769589525502522
93,0.7069172932330827,0.755277047986931
94,0.7144110275689224,0.7413002415078849
95,0.7219047619047619,0.7276470547683219
96,0.7293984962406015,0.7143061496270781
97,0.7368922305764412,0.7012668475776062
98,0.7443859649122807,0.688519080256114
99,0.7518796992481204,0.6760533437173072
100,0.7593734335839599,0.6638606562257303
101,0.7668671679197996,0.6519325193215023
102,0.7743609022556391,0.6402608819306543
103,0.7818546365914787,0.6288381073020406
104,0.7893483709273184,0.6176569425647408
105,0.7968421052631579,0.6067104907117545
106,0.8043358395989976,0.5959921848275015
107,0.8118295739348371,0.5854957643881223
108,0.8193233082706768,0.5752152534746436
109,0.8268170426065163,0.5651449407497915
110,0.8343107769423559,0.5552793610594455
111,0.8418045112781956,0.5456132785294939
112,0.8492982456140351,0.5361416710381033
113,0.8567919799498748,0.526859715952164
114,0.8642857142857143,0.5177627770249277
115,0.871779448621554,0.5088463923596005
116,0.8792731829573935,0.500106263350934
117,0.8867669172932331,0.4915382445236295
118,0.8942606516290728,0.48313833419275004
119,0.9017543859649123,0.47490266587722074
120,0.909248120300752,0.46682750040299864
121,0.9167418546365915,0.4589092186376067
122,0.9242355889724311,0.451144314802459
123,0.9317293233082707,0.4435293903137752
124,0.9392230576441103,0.43606114810695723
125,0.94671679197995,0.4287363874030297
126,0.9542105263157895,0.42155199887920897
127,0.9617042606516292,0.41450496020886113
128,0.9691979949874687,0.40759233193903294
129,0.9766917293233083,0.4008112536764514
130,0.9841854636591479,0.3941589405553716
131,0.9916791979949875,0.3876326799629404
132,0.9991729323308272,0.38122982849983683
133,1.0066666666666666,0.3749478091558542
134,1.0141604010025063,0.36878410868195244
135,1.021654135338346,0.3627362751417575
136,1.0291478696741856,0.35680191562712893
137,1.036641604010025,0.35097869412370114
138,1.0441353383458647,0.3452643295135437
139,1.0516290726817044,0.33965659370325
140,1.059122807017544,0.3341533098667828
